DATAFLOW,FREQ,TERRITORIO,IND_TYPE,MEASURE,ORDINESCOL,GEST_SCUOLA,TIME_PERIOD,OBS_VALUE,COMMENT,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BREAK,NOTA_IT,NOTA_EN,STAT_POP,COLLECTION,TIME_FORMAT,TITLE,METADATA_EN,METADATA_IT
IT1:158_150(1.0),A,IT,ENR,9,2,1,2014,2612538,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1A,2010,2569375,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1A,2011,2573147,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1A,2012,2564914,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1A,2013,2574660,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1A,2014,2580696,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1B,2010,61025,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1B,2011,53458,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1B,2012,58746,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1B,2013,59042,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,1B,2014,31842,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,2,2010,191746,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,2,2011,200959,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,2,2012,195074,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,2,2013,191698,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,2,2014,187015,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,9,2010,2822146,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,9,2011,2827564,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,9,2012,2818734,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,9,2013,2825400,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR,9,2,9,2014,2799553,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1,2010,1272856,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1,2011,1269493,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1,2012,1269045,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1,2013,1275149,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1,2014,1264144,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1A,2010,1243279,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1A,2011,1243600,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1A,2012,1240742,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1A,2013,1246647,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1A,2014,1248726,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1B,2010,29577,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1B,2011,25893,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1B,2012,28303,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1B,2013,28502,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,1B,2014,15418,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,2,2010,92625,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,2,2011,96750,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,2,2012,94678,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,2,2013,93705,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,2,2014,91481,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,9,2010,1365481,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,9,2011,1366243,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,9,2012,1363723,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,9,2013,1368854,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,ENR_F,9,2,9,2014,1355625,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1,2010,8175,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1,2011,8601,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1,2012,7842,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1,2013,7014,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1,2014,9621,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1A,2010,7959,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1A,2011,8477,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1A,2012,7641,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1A,2013,6845,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1A,2014,9531,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1B,2010,216,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1B,2011,124,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1B,2012,201,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1B,2013,169,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,1B,2014,90,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,2,2010,600,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,2,2011,565,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,2,2012,454,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,2,2013,333,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,2,2014,532,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,9,2010,8775,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,9,2011,9166,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,9,2012,8296,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,9,2013,7347,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP,9,2,9,2014,10153,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1,2010,2732,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1,2011,3133,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1,2012,2796,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1,2013,2105,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1,2014,3748,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1A,2010,2670,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1A,2011,3091,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1A,2012,2730,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1A,2013,2048,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1A,2014,3711,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1B,2010,62,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1B,2011,42,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1B,2012,66,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1B,2013,57,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,1B,2014,37,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,2,2010,196,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,2,2011,181,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,2,2012,165,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,2,2013,101,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,2,2014,197,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,9,2010,2928,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,9,2011,3314,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,9,2012,2961,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,9,2013,2206,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,REP_F,9,2,9,2014,3945,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1,2010,239922,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1,2011,249568,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1,2012,263993,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1,2013,271241,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1,2014,275566,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1A,2010,234239,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1A,2011,244066,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1A,2012,257519,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1A,2013,264528,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1A,2014,271592,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1B,2010,5683,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1B,2011,5502,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1B,2012,6474,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1B,2013,6713,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,1B,2014,3974,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,2,2010,4535,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,2,2011,5085,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,2,2012,4762,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,2,2013,4888,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,2,2014,4897,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,9,2010,244457,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,9,2011,254653,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,9,2012,268755,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,9,2013,276129,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST,9,2,9,2014,280463,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1,2010,112965,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1,2011,118170,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1,2012,125366,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1,2013,130378,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1,2014,132554,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1A,2010,110338,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1A,2011,115616,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1A,2012,122286,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1A,2013,127138,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1A,2014,130607,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1B,2010,2627,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1B,2011,2554,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1B,2012,3080,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1B,2013,3240,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,1B,2014,1947,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,2,2010,2130,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,2,2011,2423,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,2,2012,2344,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,2,2013,2517,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,2,2014,2444,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,9,2010,115095,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,9,2011,120593,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,9,2012,127710,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,9,2013,132895,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,FOR_ST_F,9,2,9,2014,134998,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,TCHR,9,2,1A,2010,231392,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,TCHR,9,2,1A,2011,253894,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,TCHR,9,2,1A,2012,246438,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,TCHR,9,2,1A,2013,246874,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT,TCHR,9,2,1A,2014,250202,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1,2010,145,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1,2011,145,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1,2012,144,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1,2013,143,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1,2014,143,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1A,2010,145,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1A,2011,145,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1A,2012,144,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1A,2013,143,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,1A,2014,143,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,2,2010,22,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,2,2011,22,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,2,2012,22,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,2,2013,22,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,2,2014,22,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,9,2010,167,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,9,2011,167,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,9,2012,166,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,9,2013,165,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,SCH,9,2,9,2014,165,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1,2010,1739,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1,2011,1751,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1,2012,1741,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1,2013,1748,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1,2014,1759,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1A,2010,1739,,,,,,,,1708,,,"Scuola primaria ",,
IT1:158_150(1.0),A,IT108,CLSS,9,2,1A,2011,1751,,,,,,,,1708,,,"Scuola primaria ",,
