freq,ref_area,ind_type,measure,num_componenti,tipologia_fam,fam_minori,fam_anziani,classe_eta_pers_rif,titolo_studio_pers_rif,cond_prof_pers_rif,time_period,obs_value,year
A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2011,10.1,2011
A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2012,8.6,2012
A,IT,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2013,7.8,2013
A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2010,5.0,2010
A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2011,4.6,2011
A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2012,7.0,2012
A,IT,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2013,5.9,2013
A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2010,11.6,2010
A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2011,13.5,2011
A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2012,15.7,2012
A,IT,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2013,16.2,2013
A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2010,17.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2011,16.2,2011
A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2012,20.1,2012
A,IT,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2013,23.1,2013
A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2010,30.5,2010
A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2011,27.8,2011
A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2012,28.5,2012
A,IT,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2013,34.3,2013
A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2010,15.4,2010
A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2011,15.6,2011
A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2012,18.3,2012
A,IT,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2013,20.2,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2010,11.2,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2011,11.2,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2012,10.8,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2013,10.9,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2010,14.8,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2011,14.3,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2012,15.4,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2013,14.8,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2010,12.4,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2011,12.2,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2012,12.3,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2013,12.1,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2010,10.2,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2011,10.8,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2012,14.7,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2013,12.3,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2010,11.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2011,11.0,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2012,13.6,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2013,14.7,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2010,10.6,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2011,11.4,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2012,12.8,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2013,13.3,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2010,8.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2011,8.5,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2012,11.6,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2013,11.2,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2010,12.2,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2011,12.2,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2012,12.4,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2013,11.8,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2010,17.2,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2011,18.1,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2012,19.0,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2013,18.8,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2010,13.5,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2011,14.1,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2012,16.8,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2013,16.8,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2010,5.6,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2011,5.0,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2012,6.4,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2013,6.6,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2010,9.3,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2011,9.1,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2012,10.8,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2013,11.0,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2010,7.8,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2011,7.9,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2012,9.0,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2013,10.5,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2010,3.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2011,3.4,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2012,4.9,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A1,2013,5.8,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2010,10.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2011,11.2,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2012,11.9,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2013,13.5,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2010,9.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2011,9.4,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2012,11.3,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2013,11.1,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2010,5.3,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2011,4.4,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2012,6.5,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2013,5.2,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2010,15.1,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2011,15.4,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2012,16.9,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2013,17.9,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2010,12.8,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2011,13.3,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2012,14.8,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2013,14.4,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2010,10.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2011,11.0,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2012,12.0,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2013,11.2,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2010,26.7,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2011,27.8,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2012,35.6,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2013,33.7,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2010,17.1,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2011,17.6,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2012,17.6,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2013,17.5,2013
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,11.0,2010
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,11.1,2011
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,12.7,2012
A,IT,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,12.6,2013
A,ITC1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,5.3,2010
A,ITC1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,5.9,2011
A,ITC1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,7.3,2012
A,ITC1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,5.7,2013
A,ITC2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,7.5,2010
A,ITC2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,4.3,2011
A,ITC2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,8.7,2012
A,ITC2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,7.1,2013
A,ITC3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,6.9,2010
A,ITC3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,6.2,2011
A,ITC3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,8.1,2012
A,ITC3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,6.6,2013
A,ITC4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,4.0,2010
A,ITC4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,4.2,2011
A,ITC4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.0,2012
A,ITC4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,6.4,2013
A,ITCD,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2010,3.0,2010
A,ITCD,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2011,3.2,2011
A,ITCD,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2012,3.4,2012
A,ITCD,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2013,2.5,2013
A,ITCD,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2010,5.3,2010
A,ITCD,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2011,4.6,2011
A,ITCD,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2012,5.6,2012
A,ITCD,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2013,4.1,2013
A,ITCD,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2010,4.8,2010
A,ITCD,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2011,5.9,2011
A,ITCD,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2012,7.9,2012
A,ITCD,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2013,7.0,2013
A,ITCD,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2010,6.3,2010
A,ITCD,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2011,6.2,2011
A,ITCD,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2012,8.9,2012
A,ITCD,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2013,11.2,2013
A,ITCD,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2010,14.9,2010
A,ITCD,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2011,12.9,2011
A,ITCD,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2012,17.4,2012
A,ITCD,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2013,24.7,2013
A,ITCD,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2010,7.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2011,5.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2012,5.4,2012
A,ITCD,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2013,4.6,2013
A,ITCD,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2010,4.3,2010
A,ITCD,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2011,4.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2012,7.4,2012
A,ITCD,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2013,6.3,2013
A,ITCD,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2010,5.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2011,5.7,2011
A,ITCD,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2012,8.4,2012
A,ITCD,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2013,10.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2010,11.5,2010
A,ITCD,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2011,10.0,2011
A,ITCD,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2012,13.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2013,21.9,2013
A,ITCD,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2010,7.4,2010
A,ITCD,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2011,7.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2012,7.8,2012
A,ITCD,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2013,7.1,2013
A,ITCD,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2010,1.2,2010
A,ITCD,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2011,1.2,2011
A,ITCD,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2012,2.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,2,9,9,TOTAL,99,99,2013,1.1,2013
A,ITCD,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2010,12.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2011,11.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2012,16.3,2012
A,ITCD,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2013,16.9,2013
A,ITCD,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2010,4.7,2010
A,ITCD,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2011,5.4,2011
A,ITCD,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2012,4.2,2012
A,ITCD,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2013,4.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2010,2.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2011,2.0,2011
A,ITCD,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2012,3.8,2012
A,ITCD,INCID_POVREL_FAM,1,99,7,9,9,TOTAL,99,99,2013,2.7,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2010,5.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2011,5.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2012,7.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2013,7.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2010,8.2,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2011,7.3,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2012,10.9,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2013,13.4,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2010,15.5,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2011,12.4,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2012,17.4,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,3,9,TOTAL,99,99,2013,25.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2010,6.8,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2011,6.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2012,9.5,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2013,10.7,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2010,5.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2011,5.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2012,5.2,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2013,5.2,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2010,8.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2011,7.4,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2012,7.2,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2013,7.1,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2010,6.3,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2011,6.4,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2012,5.8,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2013,5.8,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2010,3.8,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2011,3.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2012,7.5,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2013,6.2,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2010,5.7,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2011,5.1,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2012,7.0,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2013,7.3,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2010,3.8,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2011,5.1,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2012,6.5,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2013,5.8,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2010,3.2,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2011,2.7,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2012,5.5,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2013,6.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2010,6.3,2010
