freq,gruppo_laurea,att_eco,condizione_dich3_occ,anno_conseg_laurea,itter107,isco3d,tipo_occ,tipo_laurea,settore_impiego,sesso,richiesta_laurea,utilita_laurea,tipo_dato,time_period,obs_value,year
A,1,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,3068.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,2065.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1458.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1408.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1375.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1300.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1408.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1400.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,8175.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,5076.0,2015
A,1,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,1,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,37.0,2015
A,1,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,1.2,2015
A,1,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,5.0,2015
A,1,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,0.2,2015
A,1,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,42.0,2015
A,1,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,0.8,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,303.0,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,10.1,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,81.0,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,3.9,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,384.0,2015
A,1,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,7.6,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,1396.0,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,46.4,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,1621.0,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,78.5,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,3017.0,2015
A,1,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,59.4,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,1275.0,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,42.3,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,358.0,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,17.3,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,1633.0,2015
A,1,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,32.2,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1056.0,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,34.0,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,2895.0,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,16.5,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3951.0,2015
A,10,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,19.1,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1124.0,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,36.1,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,8963.0,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,51.1,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,10087.0,2015
A,10,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,48.9,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,669.0,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,21.5,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,4280.0,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,24.4,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,4949.0,2015
A,10,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,24.0,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,261.0,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,8.4,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1397.0,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,8.0,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,1657.0,2015
A,10,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1517.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1484.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1283.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1237.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1400.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1354.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,3110.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,2123.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1300.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1250.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,800.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,800.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1000.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1000.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,17534.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,11044.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1400.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1333.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,933.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,833.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1050.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1000.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,20644.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,13167.0,2015
A,10,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,10,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,110.0,2015
A,10,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,5.2,2015
A,10,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,128.0,2015
A,10,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.2,2015
A,10,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,238.0,2015
A,10,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,1.8,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,936.0,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,44.1,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,1805.0,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,16.3,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,2741.0,2015
A,10,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,20.8,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,332.0,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,15.6,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,7201.0,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,65.2,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,7533.0,2015
A,10,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,57.2,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,745.0,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,35.1,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,1911.0,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,17.3,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,2655.0,2015
A,10,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,20.2,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2142.0,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,13.6,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1813.0,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,18.1,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3956.0,2015
A,11,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,15.3,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,7593.0,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,48.1,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,5552.0,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,55.4,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,13146.0,2015
A,11,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,50.9,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,4288.0,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,27.2,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,2147.0,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,21.4,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,6435.0,2015
A,11,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,24.9,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1758.0,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,11.1,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,517.0,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,5.2,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,2274.0,2015
A,11,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8.8,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1000.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,933.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,800.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,704.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,850.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,800.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,15782.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,8679.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1200.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1083.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1121.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1029.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1158.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1042.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,10029.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,6666.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1033.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1000.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,980.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,900.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1000.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,975.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,25811.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,15346.0,2015
A,11,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,11,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,463.0,2015
A,11,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,5.3,2015
A,11,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,128.0,2015
A,11,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.9,2015
A,11,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,591.0,2015
A,11,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,3.8,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,3122.0,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,36.0,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,1730.0,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,25.9,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,4852.0,2015
A,11,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,31.6,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,3043.0,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,35.1,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,3517.0,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,52.8,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,6560.0,2015
A,11,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,42.7,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,2052.0,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,23.6,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,1292.0,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,19.4,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,3343.0,2015
A,11,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,21.8,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,986.0,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,8.6,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,803.0,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,14.4,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,1788.0,2015
A,12,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,10.5,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,7058.0,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,61.5,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,3617.0,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,65.0,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,10675.0,2015
A,12,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,62.6,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2419.0,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,21.1,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,787.0,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,14.1,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3207.0,2015
A,12,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,18.8,2015
A,12,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1013.0,2015
A,12,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,8.8,2015
A,12,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,358.0,2015
