freq,territorio,ind_type,measure,ordinescol,tipo_scuolasup,gest_scuola,time_period,obs_value,year
A,IT,SCH,9,4,105,1A,2011,248.0,2011
A,IT,SCH,9,4,105,1A,2012,253.0,2012
A,IT,SCH,9,4,105,1A,2013,252.0,2013
A,IT,SCH,9,4,105,1A,2014,256.0,2014
A,IT,SCH,9,4,105,1B,2010,2.0,2010
A,IT,SCH,9,4,105,1B,2011,2.0,2011
A,IT,SCH,9,4,105,1B,2012,3.0,2012
A,IT,SCH,9,4,105,1B,2013,3.0,2013
A,IT,SCH,9,4,105,2,2010,36.0,2010
A,IT,SCH,9,4,105,2,2011,38.0,2011
A,IT,SCH,9,4,105,2,2012,38.0,2012
A,IT,SCH,9,4,105,2,2013,42.0,2013
A,IT,SCH,9,4,105,2,2014,44.0,2014
A,IT,SCH,9,4,105,9,2010,283.0,2010
A,IT,SCH,9,4,105,9,2011,288.0,2011
A,IT,SCH,9,4,105,9,2012,294.0,2012
A,IT,SCH,9,4,105,9,2013,297.0,2013
A,IT,SCH,9,4,105,9,2014,300.0,2014
A,IT,SCH,9,4,199,1,2010,289.0,2010
A,IT,SCH,9,4,199,1,2011,265.0,2011
A,IT,SCH,9,4,199,1,2012,265.0,2012
A,IT,SCH,9,4,199,1,2013,258.0,2013
A,IT,SCH,9,4,199,1,2014,257.0,2014
A,IT,SCH,9,4,199,1A,2010,252.0,2010
A,IT,SCH,9,4,199,1A,2011,254.0,2011
A,IT,SCH,9,4,199,1A,2012,254.0,2012
A,IT,SCH,9,4,199,1A,2013,253.0,2013
A,IT,SCH,9,4,199,1A,2014,251.0,2014
A,IT,SCH,9,4,199,1B,2010,37.0,2010
A,IT,SCH,9,4,199,1B,2011,11.0,2011
A,IT,SCH,9,4,199,1B,2012,11.0,2012
A,IT,SCH,9,4,199,1B,2013,5.0,2013
A,IT,SCH,9,4,199,1B,2014,6.0,2014
A,IT,SCH,9,4,199,2,2010,22.0,2010
A,IT,SCH,9,4,199,2,2011,23.0,2011
A,IT,SCH,9,4,199,2,2012,30.0,2012
A,IT,SCH,9,4,199,2,2013,34.0,2013
A,IT,SCH,9,4,199,2,2014,41.0,2014
A,IT,SCH,9,4,199,9,2010,311.0,2010
A,IT,SCH,9,4,199,9,2011,288.0,2011
A,IT,SCH,9,4,199,9,2012,295.0,2012
A,IT,SCH,9,4,199,9,2013,292.0,2013
A,IT,SCH,9,4,199,9,2014,298.0,2014
A,IT,SCH,9,4,202,1,2010,503.0,2010
A,IT,SCH,9,4,202,1,2011,511.0,2011
A,IT,SCH,9,4,202,1,2012,553.0,2012
A,IT,SCH,9,4,202,1,2013,551.0,2013
A,IT,SCH,9,4,202,1,2014,552.0,2014
A,IT,SCH,9,4,202,1A,2010,491.0,2010
A,IT,SCH,9,4,202,1A,2011,502.0,2011
A,IT,SCH,9,4,202,1A,2012,543.0,2012
A,IT,SCH,9,4,202,1A,2013,541.0,2013
A,IT,SCH,9,4,202,1A,2014,546.0,2014
A,IT,SCH,9,4,202,1B,2010,12.0,2010
A,IT,SCH,9,4,202,1B,2011,9.0,2011
A,IT,SCH,9,4,202,1B,2012,10.0,2012
A,IT,SCH,9,4,202,1B,2013,10.0,2013
A,IT,SCH,9,4,202,1B,2014,6.0,2014
A,IT,SCH,9,4,202,2,2010,88.0,2010
A,IT,SCH,9,4,202,2,2011,85.0,2011
A,IT,SCH,9,4,202,2,2012,96.0,2012
A,IT,SCH,9,4,202,2,2013,96.0,2013
A,IT,SCH,9,4,202,2,2014,95.0,2014
A,IT,SCH,9,4,202,9,2010,591.0,2010
A,IT,SCH,9,4,202,9,2011,596.0,2011
A,IT,SCH,9,4,202,9,2012,649.0,2012
A,IT,SCH,9,4,202,9,2013,647.0,2013
A,IT,SCH,9,4,202,9,2014,647.0,2014
A,IT,SCH,9,4,205,1,2010,919.0,2010
A,IT,SCH,9,4,205,1,2011,907.0,2011
A,IT,SCH,9,4,205,1,2012,914.0,2012
A,IT,SCH,9,4,205,1,2013,908.0,2013
A,IT,SCH,9,4,205,1,2014,898.0,2014
A,IT,SCH,9,4,205,1A,2010,884.0,2010
A,IT,SCH,9,4,205,1A,2011,881.0,2011
A,IT,SCH,9,4,205,1A,2012,887.0,2012
A,IT,SCH,9,4,205,1A,2013,881.0,2013
A,IT,SCH,9,4,205,1A,2014,873.0,2014
A,IT,SCH,9,4,205,1B,2010,35.0,2010
A,IT,SCH,9,4,205,1B,2011,26.0,2011
A,IT,SCH,9,4,205,1B,2012,27.0,2012
A,IT,SCH,9,4,205,1B,2013,27.0,2013
A,IT,SCH,9,4,205,1B,2014,25.0,2014
A,IT,SCH,9,4,205,2,2010,299.0,2010
A,IT,SCH,9,4,205,2,2011,295.0,2011
A,IT,SCH,9,4,205,2,2012,301.0,2012
A,IT,SCH,9,4,205,2,2013,305.0,2013
A,IT,SCH,9,4,205,2,2014,292.0,2014
A,IT,SCH,9,4,205,9,2010,1218.0,2010
A,IT,SCH,9,4,205,9,2011,1202.0,2011
A,IT,SCH,9,4,205,9,2012,1215.0,2012
A,IT,SCH,9,4,205,9,2013,1213.0,2013
A,IT,SCH,9,4,205,9,2014,1190.0,2014
A,IT,SCH,9,4,206,1,2010,155.0,2010
A,IT,SCH,9,4,206,1,2011,152.0,2011
A,IT,SCH,9,4,206,1,2012,152.0,2012
A,IT,SCH,9,4,206,1,2013,153.0,2013
A,IT,SCH,9,4,206,1,2014,149.0,2014
A,IT,SCH,9,4,206,1A,2010,147.0,2010
A,IT,SCH,9,4,206,1A,2011,146.0,2011
A,IT,SCH,9,4,206,1A,2012,146.0,2012
A,IT,SCH,9,4,206,1A,2013,147.0,2013
A,IT,SCH,9,4,206,1A,2014,144.0,2014
A,IT,SCH,9,4,206,1B,2010,8.0,2010
A,IT,SCH,9,4,206,1B,2011,6.0,2011
A,IT,SCH,9,4,206,1B,2012,6.0,2012
A,IT,SCH,9,4,206,1B,2013,6.0,2013
A,IT,SCH,9,4,206,1B,2014,5.0,2014
A,IT,SCH,9,4,206,2,2010,91.0,2010
A,IT,SCH,9,4,206,2,2011,95.0,2011
A,IT,SCH,9,4,206,2,2012,99.0,2012
A,IT,SCH,9,4,206,2,2013,99.0,2013
A,IT,SCH,9,4,206,2,2014,94.0,2014
A,IT,SCH,9,4,206,9,2010,246.0,2010
A,IT,SCH,9,4,206,9,2011,247.0,2011
A,IT,SCH,9,4,206,9,2012,251.0,2012
A,IT,SCH,9,4,206,9,2013,252.0,2013
A,IT,SCH,9,4,206,9,2014,243.0,2014
A,IT,SCH,9,4,299,1,2010,249.0,2010
A,IT,SCH,9,4,299,1,2011,273.0,2011
A,IT,SCH,9,4,299,1,2012,282.0,2012
A,IT,SCH,9,4,299,1,2013,289.0,2013
A,IT,SCH,9,4,299,1,2014,289.0,2014
A,IT,SCH,9,4,299,1A,2010,243.0,2010
A,IT,SCH,9,4,299,1A,2011,267.0,2011
A,IT,SCH,9,4,299,1A,2012,276.0,2012
A,IT,SCH,9,4,299,1A,2013,283.0,2013
A,IT,SCH,9,4,299,1A,2014,284.0,2014
A,IT,SCH,9,4,299,1B,2010,6.0,2010
A,IT,SCH,9,4,299,1B,2011,6.0,2011
A,IT,SCH,9,4,299,1B,2012,6.0,2012
A,IT,SCH,9,4,299,1B,2013,6.0,2013
A,IT,SCH,9,4,299,1B,2014,5.0,2014
A,IT,SCH,9,4,299,2,2010,81.0,2010
A,IT,SCH,9,4,299,2,2011,77.0,2011
A,IT,SCH,9,4,299,2,2012,86.0,2012
A,IT,SCH,9,4,299,2,2013,87.0,2013
A,IT,SCH,9,4,299,2,2014,85.0,2014
A,IT,SCH,9,4,299,9,2010,330.0,2010
A,IT,SCH,9,4,299,9,2011,350.0,2011
A,IT,SCH,9,4,299,9,2012,368.0,2012
A,IT,SCH,9,4,299,9,2013,376.0,2013
A,IT,SCH,9,4,299,9,2014,374.0,2014
A,IT,SCH,9,4,300,1,2010,303.0,2010
A,IT,SCH,9,4,300,1,2011,304.0,2011
A,IT,SCH,9,4,300,1,2012,306.0,2012
A,IT,SCH,9,4,300,1,2013,308.0,2013
A,IT,SCH,9,4,300,1,2014,314.0,2014
A,IT,SCH,9,4,300,1A,2010,289.0,2010
A,IT,SCH,9,4,300,1A,2011,294.0,2011
A,IT,SCH,9,4,300,1A,2012,296.0,2012
A,IT,SCH,9,4,300,1A,2013,299.0,2013
A,IT,SCH,9,4,300,1A,2014,307.0,2014
A,IT,SCH,9,4,300,1B,2010,14.0,2010
A,IT,SCH,9,4,300,1B,2011,10.0,2011
A,IT,SCH,9,4,300,1B,2012,10.0,2012
A,IT,SCH,9,4,300,1B,2013,9.0,2013
A,IT,SCH,9,4,300,1B,2014,7.0,2014
A,IT,SCH,9,4,300,2,2010,168.0,2010
A,IT,SCH,9,4,300,2,2011,168.0,2011
A,IT,SCH,9,4,300,2,2012,184.0,2012
A,IT,SCH,9,4,300,2,2013,189.0,2013
A,IT,SCH,9,4,300,2,2014,186.0,2014
A,IT,SCH,9,4,300,9,2010,471.0,2010
A,IT,SCH,9,4,300,9,2011,472.0,2011
A,IT,SCH,9,4,300,9,2012,490.0,2012
A,IT,SCH,9,4,300,9,2013,497.0,2013
A,IT,SCH,9,4,300,9,2014,500.0,2014
A,IT,SCH,9,4,501,1,2010,922.0,2010
A,IT,SCH,9,4,501,1,2011,938.0,2011
A,IT,SCH,9,4,501,1,2012,960.0,2012
A,IT,SCH,9,4,501,1,2013,983.0,2013
A,IT,SCH,9,4,501,1,2014,978.0,2014
A,IT,SCH,9,4,501,1A,2010,897.0,2010
A,IT,SCH,9,4,501,1A,2011,915.0,2011
A,IT,SCH,9,4,501,1A,2012,935.0,2012
A,IT,SCH,9,4,501,1A,2013,957.0,2013
A,IT,SCH,9,4,501,1A,2014,959.0,2014
A,IT,SCH,9,4,501,1B,2010,25.0,2010
A,IT,SCH,9,4,501,1B,2011,23.0,2011
A,IT,SCH,9,4,501,1B,2012,25.0,2012
A,IT,SCH,9,4,501,1B,2013,26.0,2013
A,IT,SCH,9,4,501,1B,2014,19.0,2014
A,IT,SCH,9,4,501,2,2010,313.0,2010
A,IT,SCH,9,4,501,2,2011,331.0,2011
A,IT,SCH,9,4,501,2,2012,355.0,2012
A,IT,SCH,9,4,501,2,2013,382.0,2013
A,IT,SCH,9,4,501,2,2014,386.0,2014
A,IT,SCH,9,4,501,9,2010,1235.0,2010
A,IT,SCH,9,4,501,9,2011,1269.0,2011
A,IT,SCH,9,4,501,9,2012,1315.0,2012
A,IT,SCH,9,4,501,9,2013,1365.0,2013
A,IT,SCH,9,4,501,9,2014,1364.0,2014
A,IT,SCH,9,4,502,1,2010,495.0,2010
A,IT,SCH,9,4,502,1,2011,498.0,2011
A,IT,SCH,9,4,502,1,2012,498.0,2012
A,IT,SCH,9,4,502,1,2013,501.0,2013
A,IT,SCH,9,4,502,1,2014,492.0,2014
A,IT,SCH,9,4,502,1A,2010,483.0,2010
A,IT,SCH,9,4,502,1A,2011,486.0,2011
A,IT,SCH,9,4,502,1A,2012,486.0,2012
A,IT,SCH,9,4,502,1A,2013,489.0,2013
A,IT,SCH,9,4,502,1A,2014,487.0,2014
A,IT,SCH,9,4,502,1B,2010,12.0,2010
A,IT,SCH,9,4,502,1B,2011,12.0,2011
A,IT,SCH,9,4,502,1B,2012,12.0,2012
A,IT,SCH,9,4,502,1B,2013,12.0,2013
A,IT,SCH,9,4,502,1B,2014,5.0,2014
A,IT,SCH,9,4,502,2,2010,184.0,2010
A,IT,SCH,9,4,502,2,2011,182.0,2011
A,IT,SCH,9,4,502,2,2012,183.0,2012
A,IT,SCH,9,4,502,2,2013,183.0,2013
A,IT,SCH,9,4,502,2,2014,169.0,2014
A,IT,SCH,9,4,502,9,2010,679.0,2010
A,IT,SCH,9,4,502,9,2011,680.0,2011
A,IT,SCH,9,4,502,9,2012,681.0,2012
A,IT,SCH,9,4,502,9,2013,684.0,2013
A,IT,SCH,9,4,502,9,2014,661.0,2014
A,IT,SCH,9,4,503,1,2010,14.0,2010
A,IT,SCH,9,4,503,1,2011,15.0,2011
A,IT,SCH,9,4,503,1,2012,14.0,2012
A,IT,SCH,9,4,503,1,2013,12.0,2013
A,IT,SCH,9,4,503,1,2014,3.0,2014
A,IT,SCH,9,4,503,1B,2010,14.0,2010
A,IT,SCH,9,4,503,1B,2011,15.0,2011
A,IT,SCH,9,4,503,1B,2012,14.0,2012
A,IT,SCH,9,4,503,1B,2013,12.0,2013
A,IT,SCH,9,4,503,1B,2014,3.0,2014
A,IT,SCH,9,4,503,2,2010,163.0,2010
A,IT,SCH,9,4,503,2,2011,168.0,2011
A,IT,SCH,9,4,503,2,2012,172.0,2012
A,IT,SCH,9,4,503,2,2013,171.0,2013
A,IT,SCH,9,4,503,2,2014,173.0,2014
A,IT,SCH,9,4,503,9,2010,177.0,2010
A,IT,SCH,9,4,503,9,2011,183.0,2011
A,IT,SCH,9,4,503,9,2012,186.0,2012
A,IT,SCH,9,4,503,9,2013,183.0,2013
A,IT,SCH,9,4,503,9,2014,176.0,2014
A,IT,SCH,9,4,601,1,2010,172.0,2010
A,IT,SCH,9,4,601,1,2011,169.0,2011
A,IT,SCH,9,4,601,1,2012,167.0,2012
A,IT,SCH,9,4,601,1,2013,166.0,2013
A,IT,SCH,9,4,601,1,2014,166.0,2014
A,IT,SCH,9,4,601,1A,2010,159.0,2010
A,IT,SCH,9,4,601,1A,2011,157.0,2011
A,IT,SCH,9,4,601,1A,2012,156.0,2012
A,IT,SCH,9,4,601,1A,2013,155.0,2013
A,IT,SCH,9,4,601,1A,2014,156.0,2014
A,IT,SCH,9,4,601,1B,2010,13.0,2010
A,IT,SCH,9,4,601,1B,2011,12.0,2011
A,IT,SCH,9,4,601,1B,2012,11.0,2012
A,IT,SCH,9,4,601,1B,2013,11.0,2013
A,IT,SCH,9,4,601,1B,2014,10.0,2014
A,IT,SCH,9,4,601,2,2010,9.0,2010
A,IT,SCH,9,4,601,2,2011,10.0,2011
A,IT,SCH,9,4,601,2,2012,11.0,2012
A,IT,SCH,9,4,601,2,2013,10.0,2013
A,IT,SCH,9,4,601,2,2014,8.0,2014
A,IT,SCH,9,4,601,9,2010,181.0,2010
A,IT,SCH,9,4,601,9,2011,179.0,2011
A,IT,SCH,9,4,601,9,2012,178.0,2012
A,IT,SCH,9,4,601,9,2013,176.0,2013
A,IT,SCH,9,4,601,9,2014,174.0,2014
A,IT,SCH,9,4,602,1,2010,110.0,2010
A,IT,SCH,9,4,602,1,2011,112.0,2011
A,IT,SCH,9,4,602,1,2012,131.0,2012
A,IT,SCH,9,4,602,1,2013,132.0,2013
A,IT,SCH,9,4,602,1,2014,130.0,2014
A,IT,SCH,9,4,602,1A,2010,109.0,2010
A,IT,SCH,9,4,602,1A,2011,111.0,2011
A,IT,SCH,9,4,602,1A,2012,130.0,2012
A,IT,SCH,9,4,602,1A,2013,132.0,2013
A,IT,SCH,9,4,602,1A,2014,130.0,2014
A,IT,SCH,9,4,602,1B,2010,1.0,2010
A,IT,SCH,9,4,602,1B,2011,1.0,2011
A,IT,SCH,9,4,602,1B,2012,1.0,2012
A,IT,SCH,9,4,602,2,2010,26.0,2010
A,IT,SCH,9,4,602,2,2011,33.0,2011
A,IT,SCH,9,4,602,2,2012,37.0,2012
A,IT,SCH,9,4,602,2,2013,36.0,2013
A,IT,SCH,9,4,602,2,2014,36.0,2014
A,IT,SCH,9,4,602,9,2010,136.0,2010
A,IT,SCH,9,4,602,9,2011,145.0,2011
A,IT,SCH,9,4,602,9,2012,168.0,2012
A,IT,SCH,9,4,602,9,2013,168.0,2013
A,IT,SCH,9,4,602,9,2014,166.0,2014
A,IT,SCH,9,4,999,1,2010,5319.0,2010
A,IT,SCH,9,4,999,1,2011,5326.0,2011
A,IT,SCH,9,4,999,1,2012,5420.0,2012
A,IT,SCH,9,4,999,1,2013,5426.0,2013
A,IT,SCH,9,4,999,1,2014,5387.0,2014
A,IT,SCH,9,4,999,1A,2010,5112.0,2010
A,IT,SCH,9,4,999,1A,2011,5173.0,2011
A,IT,SCH,9,4,999,1A,2012,5264.0,2012
A,IT,SCH,9,4,999,1A,2013,5280.0,2013
A,IT,SCH,9,4,999,1A,2014,5283.0,2014
A,IT,SCH,9,4,999,1B,2010,207.0,2010
A,IT,SCH,9,4,999,1B,2011,153.0,2011
A,IT,SCH,9,4,999,1B,2012,156.0,2012
A,IT,SCH,9,4,999,1B,2013,146.0,2013
A,IT,SCH,9,4,999,1B,2014,104.0,2014
A,IT,SCH,9,4,999,2,2010,1527.0,2010
A,IT,SCH,9,4,999,2,2011,1550.0,2011
A,IT,SCH,9,4,999,2,2012,1638.0,2012
A,IT,SCH,9,4,999,2,2013,1679.0,2013
A,IT,SCH,9,4,999,2,2014,1654.0,2014
A,IT,SCH,9,4,999,9,2010,6846.0,2010
A,IT,SCH,9,4,999,9,2011,6876.0,2011
A,IT,SCH,9,4,999,9,2012,7058.0,2012
A,IT,SCH,9,4,999,9,2013,7105.0,2013
A,IT,SCH,9,4,999,9,2014,7041.0,2014
A,IT,CLSS,9,4,102,1,2010,8960.0,2010
A,IT,CLSS,9,4,102,1,2011,8725.0,2011
A,IT,CLSS,9,4,102,1,2012,8456.0,2012
A,IT,CLSS,9,4,102,1,2013,8270.0,2013
A,IT,CLSS,9,4,102,1,2014,8238.0,2014
A,IT,CLSS,9,4,102,1A,2010,8907.0,2010
A,IT,CLSS,9,4,102,1A,2011,8675.0,2011
A,IT,CLSS,9,4,102,1A,2012,8417.0,2012
A,IT,CLSS,9,4,102,1A,2013,8219.0,2013
A,IT,CLSS,9,4,102,1A,2014,8212.0,2014
A,IT,CLSS,9,4,102,1B,2010,53.0,2010
A,IT,CLSS,9,4,102,1B,2011,50.0,2011
A,IT,CLSS,9,4,102,1B,2012,39.0,2012
A,IT,CLSS,9,4,102,1B,2013,51.0,2013
A,IT,CLSS,9,4,102,1B,2014,26.0,2014
A,IT,CLSS,9,4,102,2,2010,200.0,2010
A,IT,CLSS,9,4,102,2,2011,193.0,2011
A,IT,CLSS,9,4,102,2,2012,177.0,2012
A,IT,CLSS,9,4,102,2,2013,159.0,2013
A,IT,CLSS,9,4,102,2,2014,138.0,2014
A,IT,CLSS,9,4,102,9,2010,9160.0,2010
A,IT,CLSS,9,4,102,9,2011,8918.0,2011
A,IT,CLSS,9,4,102,9,2012,8633.0,2012
A,IT,CLSS,9,4,102,9,2013,8429.0,2013
A,IT,CLSS,9,4,102,9,2014,8376.0,2014
A,IT,CLSS,9,4,104,1,2010,7954.0,2010
A,IT,CLSS,9,4,104,1,2011,7728.0,2011
A,IT,CLSS,9,4,104,1,2012,7284.0,2012
A,IT,CLSS,9,4,104,1,2013,7054.0,2013
A,IT,CLSS,9,4,104,1,2014,6795.0,2014
A,IT,CLSS,9,4,104,1A,2010,7746.0,2010
A,IT,CLSS,9,4,104,1A,2011,7532.0,2011
A,IT,CLSS,9,4,104,1A,2012,7113.0,2012
A,IT,CLSS,9,4,104,1A,2013,6834.0,2013
A,IT,CLSS,9,4,104,1A,2014,6735.0,2014
A,IT,CLSS,9,4,104,1B,2010,208.0,2010
A,IT,CLSS,9,4,104,1B,2011,196.0,2011
A,IT,CLSS,9,4,104,1B,2012,171.0,2012
A,IT,CLSS,9,4,104,1B,2013,220.0,2013
A,IT,CLSS,9,4,104,1B,2014,60.0,2014
A,IT,CLSS,9,4,104,2,2010,49.0,2010
A,IT,CLSS,9,4,104,2,2011,45.0,2011
A,IT,CLSS,9,4,104,2,2012,43.0,2012
A,IT,CLSS,9,4,104,2,2013,31.0,2013
A,IT,CLSS,9,4,104,2,2014,27.0,2014
A,IT,CLSS,9,4,104,9,2010,8003.0,2010
A,IT,CLSS,9,4,104,9,2011,7773.0,2011
A,IT,CLSS,9,4,104,9,2012,7327.0,2012
A,IT,CLSS,9,4,104,9,2013,7085.0,2013
A,IT,CLSS,9,4,104,9,2014,6822.0,2014
A,IT,CLSS,9,4,105,1,2010,6775.0,2010
A,IT,CLSS,9,4,105,1,2011,7030.0,2011
A,IT,CLSS,9,4,105,1,2012,7381.0,2012
A,IT,CLSS,9,4,105,1,2013,7705.0,2013
A,IT,CLSS,9,4,105,1,2014,8041.0,2014
A,IT,CLSS,9,4,105,1A,2010,6727.0,2010
A,IT,CLSS,9,4,105,1A,2011,6988.0,2011
A,IT,CLSS,9,4,105,1A,2012,7310.0,2012
A,IT,CLSS,9,4,105,1A,2013,7631.0,2013
A,IT,CLSS,9,4,105,1A,2014,8041.0,2014
A,IT,CLSS,9,4,105,1B,2010,48.0,2010
A,IT,CLSS,9,4,105,1B,2011,42.0,2011
A,IT,CLSS,9,4,105,1B,2012,71.0,2012
A,IT,CLSS,9,4,105,1B,2013,74.0,2013
A,IT,CLSS,9,4,105,2,2010,234.0,2010
A,IT,CLSS,9,4,105,2,2011,244.0,2011
A,IT,CLSS,9,4,105,2,2012,230.0,2012
A,IT,CLSS,9,4,105,2,2013,254.0,2013
A,IT,CLSS,9,4,105,2,2014,269.0,2014
A,IT,CLSS,9,4,105,9,2010,7009.0,2010
A,IT,CLSS,9,4,105,9,2011,7274.0,2011
A,IT,CLSS,9,4,105,9,2012,7611.0,2012
A,IT,CLSS,9,4,105,9,2013,7959.0,2013
A,IT,CLSS,9,4,105,9,2014,8310.0,2014
A,IT,CLSS,9,4,199,1,2010,3585.0,2010
A,IT,CLSS,9,4,199,1,2011,3201.0,2011
A,IT,CLSS,9,4,199,1,2012,3109.0,2012
A,IT,CLSS,9,4,199,1,2013,3075.0,2013
A,IT,CLSS,9,4,199,1,2014,3118.0,2014
A,IT,CLSS,9,4,199,1A,2010,2975.0,2010
A,IT,CLSS,9,4,199,1A,2011,3019.0,2011
A,IT,CLSS,9,4,199,1A,2012,2955.0,2012
A,IT,CLSS,9,4,199,1A,2013,2999.0,2013
A,IT,CLSS,9,4,199,1A,2014,3044.0,2014
A,IT,CLSS,9,4,199,1B,2010,610.0,2010
A,IT,CLSS,9,4,199,1B,2011,182.0,2011
A,IT,CLSS,9,4,199,1B,2012,154.0,2012
A,IT,CLSS,9,4,199,1B,2013,76.0,2013
A,IT,CLSS,9,4,199,1B,2014,74.0,2014
A,IT,CLSS,9,4,199,2,2010,102.0,2010
A,IT,CLSS,9,4,199,2,2011,85.0,2011
A,IT,CLSS,9,4,199,2,2012,105.0,2012
A,IT,CLSS,9,4,199,2,2013,118.0,2013
A,IT,CLSS,9,4,199,2,2014,130.0,2014
A,IT,CLSS,9,4,199,9,2010,3687.0,2010
A,IT,CLSS,9,4,199,9,2011,3286.0,2011
A,IT,CLSS,9,4,199,9,2012,3214.0,2012
A,IT,CLSS,9,4,199,9,2013,3193.0,2013
A,IT,CLSS,9,4,199,9,2014,3248.0,2014
A,IT,CLSS,9,4,202,1,2010,12991.0,2010
A,IT,CLSS,9,4,202,1,2011,12790.0,2011
A,IT,CLSS,9,4,202,1,2012,12973.0,2012
A,IT,CLSS,9,4,202,1,2013,13428.0,2013
A,IT,CLSS,9,4,202,1,2014,13887.0,2014
A,IT,CLSS,9,4,202,1A,2010,12777.0,2010
A,IT,CLSS,9,4,202,1A,2011,12577.0,2011
A,IT,CLSS,9,4,202,1A,2012,12757.0,2012
A,IT,CLSS,9,4,202,1A,2013,13199.0,2013
A,IT,CLSS,9,4,202,1A,2014,13766.0,2014
A,IT,CLSS,9,4,202,1B,2010,214.0,2010
A,IT,CLSS,9,4,202,1B,2011,213.0,2011
A,IT,CLSS,9,4,202,1B,2012,216.0,2012
A,IT,CLSS,9,4,202,1B,2013,229.0,2013
A,IT,CLSS,9,4,202,1B,2014,121.0,2014
A,IT,CLSS,9,4,202,2,2010,577.0,2010
A,IT,CLSS,9,4,202,2,2011,553.0,2011
A,IT,CLSS,9,4,202,2,2012,583.0,2012
A,IT,CLSS,9,4,202,2,2013,557.0,2013
A,IT,CLSS,9,4,202,2,2014,507.0,2014
A,IT,CLSS,9,4,202,9,2010,13568.0,2010
A,IT,CLSS,9,4,202,9,2011,13343.0,2011
A,IT,CLSS,9,4,202,9,2012,13556.0,2012
A,IT,CLSS,9,4,202,9,2013,13985.0,2013
A,IT,CLSS,9,4,202,9,2014,14394.0,2014
A,IT,CLSS,9,4,205,1,2010,20334.0,2010
A,IT,CLSS,9,4,205,1,2011,19885.0,2011
A,IT,CLSS,9,4,205,1,2012,19664.0,2012
A,IT,CLSS,9,4,205,1,2013,19505.0,2013
A,IT,CLSS,9,4,205,1,2014,19216.0,2014
A,IT,CLSS,9,4,205,1A,2010,19824.0,2010
A,IT,CLSS,9,4,205,1A,2011,19378.0,2011
