freq,tipologia_fam,fam_anziani,fam_minori,tipo_dato,titolo_studio_pperc,classe_eta_pperc,cond_prof_prev_pperc,itter107,misura1,n_comp_fam,sesso_pperc,time_period,obs_value,year
A,17,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,43.7,2021
A,17,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,44.3,2022
A,17,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,45.0,2023
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,27.4,2010
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,31.4,2011
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,35.3,2012
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,34.5,2013
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,32.8,2014
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,34.5,2015
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,35.4,2016
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,35.2,2017
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,30.9,2018
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,30.3,2019
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,26.8,2020
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,28.0,2021
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,29.5,2022
A,17,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,23.2,2023
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,80.2,2010
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,77.8,2011
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,81.3,2012
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,82.8,2013
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,81.7,2014
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,81.6,2015
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,78.6,2016
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,76.1,2017
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,68.4,2018
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,55.8,2019
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,48.0,2020
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,53.4,2021
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,55.0,2022
A,18,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,52.9,2023
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,51.8,2010
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,51.7,2011
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,59.4,2012
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,57.2,2013
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,54.8,2014
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,56.9,2015
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,52.3,2016
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,48.2,2017
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,46.8,2018
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,45.9,2019
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,42.4,2020
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,41.7,2021
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,37.8,2022
A,18,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,38.8,2023
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,67.5,2010
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,69.7,2011
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,74.6,2012
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,71.3,2013
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,76.1,2014
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,75.8,2015
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,75.2,2016
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,72.1,2017
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,63.4,2018
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,52.9,2019
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,41.6,2020
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,51.9,2021
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,46.5,2022
A,19,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,46.3,2023
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,37.5,2010
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,46.8,2011
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,49.6,2012
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,45.6,2013
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,44.8,2014
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,48.0,2015
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,45.4,2016
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,41.5,2017
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,41.7,2018
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,41.1,2019
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,38.9,2020
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,39.3,2021
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,37.4,2022
A,19,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,33.5,2023
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,63.0,2010
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,64.5,2011
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,67.6,2012
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,68.0,2013
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,68.4,2014
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,69.9,2015
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,69.2,2016
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,68.9,2017
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,63.0,2018
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,48.0,2019
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,46.7,2020
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,51.9,2021
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,49.4,2022
A,2,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,46.7,2023
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,35.4,2010
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,42.7,2011
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,43.8,2012
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,43.2,2013
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,41.3,2014
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,41.0,2015
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,45.9,2016
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,43.6,2017
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,40.3,2018
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,34.3,2019
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,39.5,2020
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,39.2,2021
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,38.0,2022
A,2,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,33.2,2023
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,71.9,2010
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,66.5,2011
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,72.3,2012
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,73.2,2013
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,72.4,2014
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,77.9,2015
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,72.3,2016
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,71.4,2017
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,63.0,2018
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,57.7,2019
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,43.5,2020
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,51.7,2021
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,47.7,2022
A,23,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,42.8,2023
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,43.6,2010
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,48.1,2011
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,43.0,2012
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,46.3,2013
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,48.8,2014
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,49.1,2015
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,48.9,2016
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,48.4,2017
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,45.6,2018
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,46.0,2019
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,39.6,2020
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,44.3,2021
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,40.6,2022
A,23,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,33.5,2023
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,68.7,2010
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,70.5,2011
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,75.1,2012
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,73.3,2013
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,74.7,2014
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,74.2,2015
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,75.3,2016
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,74.7,2017
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,65.0,2018
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,54.0,2019
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,45.6,2020
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,49.6,2021
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,50.7,2022
A,5,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,50.4,2023
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,42.3,2010
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,49.9,2011
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,51.1,2012
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,46.4,2013
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,43.1,2014
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,47.1,2015
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,52.0,2016
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,48.5,2017
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,44.9,2018
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,45.0,2019
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,40.0,2020
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,39.1,2021
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,42.0,2022
A,5,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,39.2,2023
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2010,55.8,2010
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2011,57.3,2011
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2012,63.1,2012
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2013,65.4,2013
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2014,67.3,2014
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2015,67.0,2015
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2016,64.4,2016
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2017,65.3,2017
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2018,56.8,2018
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2019,48.6,2019
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2020,37.7,2020
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2021,42.0,2021
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2022,40.6,2022
A,7,9,9,FAM_RISP,99,9,99,IT,10,99,9,2023,39.6,2023
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,27.0,2010
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,31.6,2011
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,33.5,2012
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,32.7,2013
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,32.2,2014
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,32.6,2015
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,31.9,2016
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,32.3,2017
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,29.3,2018
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,26.9,2019
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,27.1,2020
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,26.2,2021
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,28.4,2022
A,7,9,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,24.0,2023
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2010,66.6,2010
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2011,67.2,2011
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2012,73.1,2012
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2013,72.3,2013
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2014,73.5,2014
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2015,73.6,2015
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2016,73.1,2016
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2017,72.7,2017
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2018,63.0,2018
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2019,52.4,2019
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2020,43.0,2020
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2021,48.3,2021
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2022,47.7,2022
A,99,1,9,FAM_RISP,99,9,99,IT,10,99,9,2023,48.8,2023
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,37.9,2010
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,45.0,2011
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,47.2,2012
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,43.7,2013
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,41.1,2014
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,43.2,2015
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,47.3,2016
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,43.4,2017
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,41.6,2018
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,40.5,2019
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,36.9,2020
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,36.8,2021
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,39.1,2022
A,99,1,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,35.1,2023
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2010,61.4,2010
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2011,60.9,2011
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2012,66.8,2012
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2013,68.2,2013
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2014,69.1,2014
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2015,68.2,2015
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2016,68.6,2016
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2017,70.6,2017
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2018,59.0,2018
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2019,48.2,2019
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2020,35.3,2020
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2021,38.9,2021
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2022,42.9,2022
A,99,2,9,FAM_RISP,99,9,99,IT,10,99,9,2023,42.7,2023
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,28.3,2010
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,33.1,2011
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,34.4,2012
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,31.4,2013
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,29.6,2014
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,33.1,2015
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,39.0,2016
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,33.7,2017
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,29.0,2018
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,29.8,2019
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,27.2,2020
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,26.4,2021
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,29.4,2022
A,99,2,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,24.2,2023
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2010,65.8,2010
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2011,65.3,2011
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2012,70.4,2012
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2013,69.9,2013
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2014,71.3,2014
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2015,71.5,2015
