STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1990,,5.272727273,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1991,,8.318890815,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1992,,3.865546218,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1993,,6.814580032,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1994,,6.859756098,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1995,,4.881656805,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1997,,-2.826379542,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1998,,5.759162304,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1999,,1.285241388,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2000,,5.841494537,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2001,,-1.19037681,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2002,,4.028722625,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2003,,2.908124794,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2004,,-0.786648531,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2005,,2.111324376,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2006,,0.269058296,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2007,,2.653399668,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2008,,0.729335494,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2009,,-2.233094667,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2010,,-1.576576577,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2011,,-2.256186317,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2012,,-1.730103806,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2013,,0.470430108,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2014,,-1.344890218,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2015,,-4.755700326,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2016,,-4.227176655,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2017,,-3.474190784,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2018,,-1.24384392,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2019,,0.947197491,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUS,Australia,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2020,,-5.408513392,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUT,Austria,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2002,,-28.00821355,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUT,Austria,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2006,,-17.39130435,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUT,Austria,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2010,,-20.64538515,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUT,Austria,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2014,,-21.52139461,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,AUT,Austria,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2018,,-20.31043122,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1999,,-31.60568655,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2000,,-30.45341821,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2001,,-26.32997685,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2002,,-24.57836898,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2003,,-24.16980558,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2004,,-25.79867127,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2005,,-27.26101972,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2006,,-22.61168788,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2007,,-22.57769057,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2008,,-25.23802008,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2009,,-25.66538204,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2010,,-25.34545116,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2011,,-24.74201258,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2012,,-24.18470422,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2013,,-24.79005302,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2014,,-24.55523347,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2015,,-24.44597117,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2016,,-24.17152157,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2017,,-23.52110059,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2018,,-23.54732532,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2019,,-23.81711571,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2020,,-23.9385612,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2021,,-24.08352913,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,BEL,Belgium,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2022,,-24.19983681,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,CAN,Canada,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1997,,-5.014064902,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AGE_WAGE_GAP(1.0),Wage gap by age,I,CAN,Canada,S_PA_WP,Senior to prime-age wage gap,PT_WG_SAL_PA,Percentage of prime-age employees wage,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1998,,-5.174837211,,,,A,Normal value,0,Units,1,One
