STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,BEL,Belgium,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,BEL,Belgium,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CAN,Canada,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CAN,Canada,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CAN,Canada,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
