ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_TIPOLOGIA_PERSONALE;DESCRIZIONE_TIPOLOGIA_PERSONALE;NUMERO
2024;0422;Trentino Alto Adige - Trento;111;Dipendente dall'Ente a tempo determinato maschio - numero;1
2024;0422;Trentino Alto Adige - Trento;112;Dipendente dall'Ente a tempo determinato femmina - numero;1
2024;0422;Trentino Alto Adige - Trento;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;12
2024;0422;Trentino Alto Adige - Trento;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;12
2024;0422;Trentino Alto Adige - Trento;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;0422;Trentino Alto Adige - Trento;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;0422;Trentino Alto Adige - Trento;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;0422;Trentino Alto Adige - Trento;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;0422;Trentino Alto Adige - Trento;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;0422;Trentino Alto Adige - Trento;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;0422;Trentino Alto Adige - Trento;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;0422;Trentino Alto Adige - Trento;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;0422;Trentino Alto Adige - Trento;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;0422;Trentino Alto Adige - Trento;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;0422;Trentino Alto Adige - Trento;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;0422;Trentino Alto Adige - Trento;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;05;Veneto;111;Dipendente dall'Ente a tempo determinato maschio - numero;3
2024;05;Veneto;112;Dipendente dall'Ente a tempo determinato femmina - numero;10
2024;05;Veneto;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;36
2024;05;Veneto;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;48
2024;05;Veneto;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;05;Veneto;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;05;Veneto;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;05;Veneto;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;05;Veneto;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;05;Veneto;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;05;Veneto;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;05;Veneto;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;05;Veneto;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;05;Veneto;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;05;Veneto;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;05;Veneto;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;06;Friuli-Venezia Giulia;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;06;Friuli-Venezia Giulia;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;115;Dipendente dalla Regione a tempo determinato maschio - numero;1
2024;06;Friuli-Venezia Giulia;116;Dipendente dalla Regione a tempo determinato femmina - numero;1
2024;06;Friuli-Venezia Giulia;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;12
2024;06;Friuli-Venezia Giulia;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;12
2024;06;Friuli-Venezia Giulia;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;06;Friuli-Venezia Giulia;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;06;Friuli-Venezia Giulia;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;06;Friuli-Venezia Giulia;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;1
2024;06;Friuli-Venezia Giulia;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;06;Friuli-Venezia Giulia;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;12
2024;07;Liguria;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;07;Liguria;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;07;Liguria;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;07;Liguria;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;07;Liguria;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;07;Liguria;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;07;Liguria;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;07;Liguria;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;07;Liguria;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;07;Liguria;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;07;Liguria;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;07;Liguria;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;07;Liguria;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;07;Liguria;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;07;Liguria;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;07;Liguria;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;08;Emilia-Romagna;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;08;Emilia-Romagna;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;08;Emilia-Romagna;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;08;Emilia-Romagna;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;08;Emilia-Romagna;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;08;Emilia-Romagna;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;08;Emilia-Romagna;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;08;Emilia-Romagna;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;08;Emilia-Romagna;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;08;Emilia-Romagna;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;08;Emilia-Romagna;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;08;Emilia-Romagna;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;08;Emilia-Romagna;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;08;Emilia-Romagna;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;08;Emilia-Romagna;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;08;Emilia-Romagna;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;09;Toscana;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;09;Toscana;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;09;Toscana;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;09;Toscana;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;09;Toscana;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;09;Toscana;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;09;Toscana;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;09;Toscana;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;09;Toscana;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;09;Toscana;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;09;Toscana;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;09;Toscana;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;09;Toscana;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;09;Toscana;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;09;Toscana;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;09;Toscana;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;10;Umbria;111;Dipendente dall'Ente a tempo determinato maschio - numero;1
2024;10;Umbria;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;10;Umbria;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;12
2024;10;Umbria;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;10;Umbria;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;10;Umbria;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;10;Umbria;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;10;Umbria;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;10;Umbria;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;10;Umbria;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;10;Umbria;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;10;Umbria;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;10;Umbria;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;10;Umbria;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;10;Umbria;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;10;Umbria;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;11;Marche;111;Dipendente dall'Ente a tempo determinato maschio - numero;2
2024;11;Marche;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;11;Marche;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;14
2024;11;Marche;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;11;Marche;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;11;Marche;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;11;Marche;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;11;Marche;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;11;Marche;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;11;Marche;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;11;Marche;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;11;Marche;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;11;Marche;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;11;Marche;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;11;Marche;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;11;Marche;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;12;Lazio;111;Dipendente dall'Ente a tempo determinato maschio - numero;19
2024;12;Lazio;112;Dipendente dall'Ente a tempo determinato femmina - numero;29
2024;12;Lazio;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;30
2024;12;Lazio;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;43
2024;12;Lazio;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;12;Lazio;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;12;Lazio;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;12;Lazio;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;12;Lazio;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;12;Lazio;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;12;Lazio;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;12;Lazio;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;12;Lazio;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;12;Lazio;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;12;Lazio;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;12;Lazio;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;13;Abruzzo;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;13;Abruzzo;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;13;Abruzzo;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;13;Abruzzo;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;13;Abruzzo;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;13;Abruzzo;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;13;Abruzzo;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;13;Abruzzo;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;13;Abruzzo;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;13;Abruzzo;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;13;Abruzzo;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;13;Abruzzo;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;13;Abruzzo;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;13;Abruzzo;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;13;Abruzzo;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;13;Abruzzo;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;14;Molise;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;14;Molise;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;14;Molise;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;14;Molise;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;14;Molise;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;14;Molise;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;14;Molise;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;14;Molise;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;14;Molise;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;14;Molise;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;14;Molise;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;14;Molise;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;14;Molise;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;14;Molise;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;14;Molise;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;14;Molise;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;15;Campania;111;Dipendente dall'Ente a tempo determinato maschio - numero;1
2024;15;Campania;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;15;Campania;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;12
2024;15;Campania;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;15;Campania;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;15;Campania;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;15;Campania;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;15;Campania;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;15;Campania;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;15;Campania;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;15;Campania;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;15;Campania;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;15;Campania;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;15;Campania;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;15;Campania;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;15;Campania;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;16;Puglia;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;16;Puglia;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;16;Puglia;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;16;Puglia;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;16;Puglia;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;16;Puglia;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;16;Puglia;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;16;Puglia;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;16;Puglia;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;16;Puglia;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;16;Puglia;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;16;Puglia;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;16;Puglia;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;16;Puglia;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;16;Puglia;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;16;Puglia;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;17;Basilicata;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;17;Basilicata;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;17;Basilicata;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;17;Basilicata;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;17;Basilicata;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;17;Basilicata;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;17;Basilicata;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;17;Basilicata;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;17;Basilicata;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;17;Basilicata;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;17;Basilicata;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;17;Basilicata;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;17;Basilicata;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;17;Basilicata;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;17;Basilicata;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;17;Basilicata;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;18;Calabria;111;Dipendente dall'Ente a tempo determinato maschio - numero;4
2024;18;Calabria;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;18;Calabria;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;27
2024;18;Calabria;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;18;Calabria;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;18;Calabria;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;18;Calabria;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;18;Calabria;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;18;Calabria;119;Dipendente dall'ateneo a tempo determinato maschio - numero;2
2024;18;Calabria;120;Dipendente dall'ateneo a tempo determinato femmina - numero;1
2024;18;Calabria;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;16
2024;18;Calabria;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;7
2024;18;Calabria;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;18;Calabria;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;18;Calabria;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;18;Calabria;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
