Ripartizione_geografica;WLE_200_mean;ES;WLE_200_sd;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95;GRADO;MATERIA;Ordinatore;FASCIA_1;FASCIA_2;FASCIA_3;FASCIA_4;FASCIA_5;FASCIA_6;LIVELLO_1;LIVELLO_2;LIVELLO_3;LIVELLO_4;LIVELLO_5;Significatività;Perc._Devianza_tra_scuole_su_Devianza_Totale;Perc._Devianza_tra_classi_su_Devianza_Totale;Perc._Devianza_dentro_le_classi_su_Devianza_Totale;Anno_new
Abruzzo;196,339465098059;3,84124482219517;29,7456818106539;1,49513411176224;152,663875719156;176,965845111459;215,01367247476;248,631702763156;10 Istituti tecnici;Matematica;18; ; ; ; ; ; ;9,89247311827957;35,3846646185356;27,0270097286226;17,115975422427;10,5798771121352;NS; ; ; ;2022-2023
Abruzzo;234,659885288068;6,32833657430597;36,0986585207149;2,48207942048667;169,451160924398;214,046344327706;263,769657914977;293,581725450124;10 Licei scientifici;Matematica;18; ; ; ; ; ; ;2,85714285714286;4,36895083236547;16,8159117305459;30,4506387921023;45,5073557878437;NS; ; ; ;2022-2023
Abruzzo;197,393726262942;2,41739429474315;42,5712021200005;1,12263551464787;128,198895261897;168,877191584227;224,448118930659;266,690110097121;2;Matematica;18;6,68484037098598;20,6670424179459;23,2356207512627;25,5068199156622;18,873644021981;5,03203252216213; ; ; ; ; ;S+; ; ; ;2022-2023
Abruzzo;198,006231449405;2,61081877188156;40,385439237959;1,17909745751829;135,479457314383;172,904656879155;226,687694635923;271,620707521135;5;Matematica;18;5,54865640036553;23,8009054782765;26,8379182951164;18,5994141014551;19,216761219032;5,996344505754; ; ; ; ; ;S+; ; ; ;2022-2023
Basilicata;195,779676919305;4,07454246078331;47,6602501176855;2,01035707556851;121,17707084216;164,318652850398;216,950518112653;295,528819517018;5;Inglese L;23; ; ; ; ; ; ;20,6610808446545;79,3389191553451; ; ; ;NS; ; ; ;2022-2023
Basilicata;195,708764151704;3,61043761602054;47,5255817694085;1,77917402300198;119,582165093732;161,20057050563;236,739326836468;272,914263538993;5;Inglese R;23; ; ; ; ; ; ;16,3389918745423;83,6610081254576; ; ; ;NS; ; ; ;2022-2023
Basilicata;192,752246331062;6,44047450388743;38,6704156583775;2,88474587769843;130,419115652871;165,767251619149;221,400389057794;253,882627284883;10;Italiano;23; ; ; ; ; ; ;17,6215359432316;22,4535541881313;28,6739989053763;23,1934684929514;8,05744247030921;NS; ; ; ;2022-2023
Basilicata;190,954985150911;1,09037540296147;29,7076939921241;,430075810534396;141,931409590279;171,981093096766;210,190358953314;237,679592405216;10 Altri licei;Italiano;23; ; ; ; ; ; ;11,4413364413364;30,6682206682206;36,6161616161615;18,8073038073037;2,46697746697746;NS; ; ; ;2022-2023
Basilicata;158,685794179572;5,24801903902463;28,7322379761618;2,23311508087305;110,814523559062;139,495138313913;177,858470283861;205,438829586297;10 Istituti professionali;Italiano;23; ; ; ; ; ; ;45,7613464966407;34,0847387906212;17,4489236253942;2,70499108734403;0;NS; ; ; ;2022-2023
Basilicata;178,098215895598;8,72295206251166;34,0065879987393;3,81166944900041;122,166610117186;151,96218365491;201,649212020355;230,431103320614;10 Istituti tecnici;Italiano;23; ; ; ; ; ; ;25,3249142058324;31,1036611642781;27,7291466305097;15,0089446660465;,833333333333334;NS; ; ; ;2022-2023
Basilicata;218,964018279253;4,77768874609421;30,9198536452787;1,79535440169172;162,714999107009;199,308246728615;241,807181209348;265,627257032912;10 Licei scientifici classici e linguistici;Italiano;23; ; ; ; ; ; ;2,56250081212074;7,51224678075339;30,7436261233395;39,8794014825512;19,3022248012352;NS; ; ; ;2022-2023
Basilicata;205,121775737447;3,76672514896241;45,0977338519137;1,76618180964634;128,664104148543;175,431463621617;228,335063546044;280,211389019987;2;Italiano;23;5,16982824400643;16,9766593180864;26,4090631328399;19,5188767008791;23,1207089450908;8,80486365909695; ; ; ; ; ;S+; ; ; ;2022-2023
Basilicata;193,809385811409;2,97832892585631;41,0862194203883;1,37130275140024;126,552154727727;162,496745152365;222,198403603352;255,771901605364;5;Italiano;23;8,91699469770737;18,9088407300533;29,4529995144788;24,6810545823278;13,4964750375541;4,54363543787801; ; ; ; ; ;NS; ; ; ;2022-2023
Basilicata;191,191258473909;6,60160268996975;35,9551327392136;2,86283168713294;142,867213233798;165,714566482496;214,529081445159;263,05830996525;10;Matematica;23; ; ; ; ; ; ;22,4936764902787;30,5565836291847;19,3860207375007;17,0773445565293;10,4863745865059;NS; ; ; ;2022-2023
Basilicata;180,871268413771;4,5221386768476;23,1820457414797;1,61895569367324;145,66073122353;167,218984268208;197,391948208471;223,728138783304;10 Altri licei;Matematica;23; ; ; ; ; ; ;18,6986671497887;47,7940362230338;23,3067006971102;10,200595930067;0;NS; ; ; ;2022-2023
Basilicata;166,221857244241;3,86062951442244;22,1812125231158;1,41028440256775;134,875705238842;148,688908481928;181,051428277474;209,844509230098;10 Istituti professionali;Matematica;23; ; ; ; ; ; ;51,266563051553;32,0596138141777;13,9400964147414;2,73372671952794;0;NS; ; ; ;2022-2023
Basilicata;187,475409620671;10,2977560644318;34,4895759195148;4,41686750331777;142,511279510245;162,707917057194;210,932444609595;253,536796593548;10 Istituti tecnici;Matematica;23; ; ; ; ; ; ;26,109022556391;28,7717399559505;20,4609250398725;15,476494265968;9,18181818181821;NS; ; ; ;2022-2023
Basilicata;224,818884885508;9,04239018535662;34,4659039930907;3,54047625053964;170,562051342338;201,052201714474;241,072165340797;291,806645340374;10 Licei scientifici;Matematica;23; ; ; ; ; ; ;3,89705882352941;10,4248366013072;16,8545751633987;36,9281045751634;31,8954248366013;NS; ; ; ;2022-2023
Basilicata;201,77226612318;3,36234018611386;44,7641655422649;1,5837118342873;135,919018345538;168,877191584227;232,02241049043;275,446231532286;2;Matematica;23;6,45972748088363;19,1629267117491;20,826381634736;26,7596429022198;19,7695616797531;7,0217595906576; ; ; ; ; ;S+; ; ; ;2022-2023
Basilicata;192,658956928175;3,00865103045112;42,131797854448;1,40696149154083;129,760151360739;164,341400482828;221,409893600851;261,213391480466;5;Matematica;23;9,95013806974122;24,9050434571168;24,6970409479682;18,7034287684769;17,5517631211769;4,19258563551974; ; ; ; ; ;NS; ; ; ;2022-2023
Calabria;183,645869579815;4,32765867295978;48,1674750971626;2,21635517668041;101,825071812105;151,477168435088;212,698182505975;253,145505306008;5;Inglese L;24; ; ; ; ; ; ;30,1502307086035;69,8497692913967; ; ; ;S-; ; ; ;2022-2023
Calabria;187,493167065792;3,41670778072094;47,6916760272711;1,72320285972263;108,069467269892;155,735125776091;218,452425281423;272,914263538993;5;Inglese R;24; ; ; ; ; ; ;21,0329897005022;78,9670102994978; ; ; ;S-; ; ; ;2022-2023
Calabria;185,529086580496;5,58168701261604;40,9123701783469;2,62111935346162;120,191314092963;159,657905233742;212,662671923813;253,125291620238;10;Italiano;24; ; ; ; ; ; ;20,6121847079027;28,3416925913918;27,6585169018124;16,1221201844075;7,26548561448523;NS; ; ; ;2022-2023
Calabria;185,172928322002;1,91810122038421;30,1251513513312;,773655100623503;131,222096205093;167,539373302513;201,649212020355;237,342915965248;10 Altri licei;Italiano;24; ; ; ; ; ; ;13,7312312312312;37,1821821821821;31,7617617617617;15,8433433433433;1,48148148148148;S-; ; ; ;2022-2023
Calabria;146,954871487731;5,74230022345637;31,702989909836;2,66712894416427;95,1224077832649;125,125891338731;167,409975163374;197,877154405372;10 Istituti professionali;Italiano;24; ; ; ; ; ; ;57,7038690476188;29,8988095238094;12,3973214285714;0;0;S-; ; ; ;2022-2023
Calabria;175,889997846967;4,5185028541973;33,20515104059;1,96325503164074;124,482653848478;154,340428502756;195,596844861536;229,131022481739;10 Istituti tecnici;Italiano;24; ; ; ; ; ; ;24,3690555812798;33,2198213030133;30,5867503558506;10,4708374063213;1,35353535353536;S-; ; ; ;2022-2023
Calabria;208,150942945417;6,50424342680032;37,8970026392913;2,77530057979431;152,420647766783;181,218261488863;235,735440448476;263,190442695233;10 Licei scientifici classici e linguistici;Italiano;24; ; ; ; ; ; ;5,24208327340334;21,3395129630165;30,1917594629309;26,8514129781766;16,3752313224725;NS; ; ; ;2022-2023
Calabria;188,542191099424;3,50303712450215;47,197121411533;1,75266220197881;112,130974694496;154,160609294445;216,609720198321;257,860942808156;2;Italiano;24;11,9234832367301;23,573417875699;27,6529224600757;15,2917149114675;17,0119056462474;4,54655586977994; ; ; ; ; ;NS; ; ; ;2022-2023
Calabria;193,978630508577;3,42046562546641;42,9119369688854;1,6087825426279;126,552154727727;162,496745152365;222,198403603352;269,227197544947;5;Italiano;24;9,4298241939223;18,7769907486983;29,8184212973825;22,119275947461;14,8092434196223;5,04624439291359; ; ; ; ; ;NS; ; ; ;2022-2023
Calabria;181,561926415245;4,53628641899136;32,4246121067493;1,91701482540231;136,231797920565;158,247968195267;201,488698455744;239,771001967296;10;Matematica;24; ; ; ; ; ; ;33,1213934306712;29,3173024325988;20,5356219746282;10,9671243321751;6,05855782992635;S-; ; ; ;2022-2023
Calabria;179,049036915399;4,70810398178382;26,2413623290325;1,80240855565336;140,361390208616;158,882149624658;197,391948208471;224,372965892891;10 Altri licei;Matematica;24; ; ; ; ; ; ;31,4609814141929;34,2979381350215;24,3022446402474;7,51956198429189;2,41927382624611;NS; ; ; ;2022-2023
Calabria;158,7315092166;2,82103637561546;21,3994451998627;1,03580587603783;129,373977313559;143,273346514985;174,658716226335;193,395804445514;10 Istituti professionali;Matematica;24; ; ; ; ; ; ;59,0277777777778;32,7083333333333;6,59722222222222;1,66666666666667;0;S-; ; ; ;2022-2023
Calabria;178,096369935728;3,43812898779051;27,3395444905381;1,34707032635252;142,34313340944;158,055745834634;194,869512831709;223,053988324197;10 Istituti tecnici;Matematica;24; ; ; ; ; ; ;35,2897746495447;30,5454672491653;23,6616323198447;8,42773193298325;2,07539384846212;S-; ; ; ;2022-2023
Calabria;201,948553089839;11,3115360745342;37,1345354394105;4,85054133103984;140,896210979059;171,086800923119;228,769202752484;263,05830996525;10 Licei scientifici;Matematica;24; ; ; ; ; ; ;16,5777808088386;20,8333623294507;21,5309671573738;23,0227686791828;18,0351210251543;NS; ; ; ;2022-2023
Calabria;178,092480098114;3,21209295910747;41,3529667207981;1,54781357193626;109,394104111619;150,050741178845;204,514398504748;249,884860528883;2;Matematica;24;15,4074130081327;31,2643488147311;21,9514920997913;19,7429592090595;9,88180513455761;1,75198173372778; ; ; ; ; ;S-; ; ; ;2022-2023
Calabria;183,406899280175;3,30264476736255;41,2567290294716;1,56639549526574;116,788492089798;155,421456722551;207,015710136681;252,567391848158;5;Matematica;24;13,1963758421902;29,4702994904036;25,7075713780804;16,06825893164;12,8750746099606;2,6824197477257; ; ; ; ; ;NS; ; ; ;2022-2023
Campania;195,36565204879;3,70925384381087;49,2310668631051;1,86201027610294;114,956177377532;164,318652850398;228,66446122105;295,528819517018;5;Inglese L;20; ; ; ; ; ; ;23,0224368373445;76,9775631626554; ; ; ;NS; ; ; ;2022-2023
Campania;201,105323805129;3,0614581298284;46,9151742159151;1,47867662304352;119,582165093732;169,06559332773;236,739326836468;272,914263538993;5;Inglese R;20; ; ; ; ; ; ;13,4362998551752;86,5637001448248; ; ; ;NS; ; ; ;2022-2023
Campania;185,965103219175;3,38058933931304;37,2322368126709;1,51264234521696;125,125891338731;161,543976586985;210,53451999848;245,713935074086;10;Italiano;20; ; ; ; ; ; ;19,4537198316801;27,066150140732;31,9383366638582;16,6896790173954;4,8521143463341;S-; ; ; ;2022-2023
Campania;189,883134493756;3,60370861584226;33,0542189432676;1,50355708584806;136,98281669981;166,131970043172;209,272949041844;244,599354473356;10 Altri licei;Italiano;20; ; ; ; ; ; ;13,5102940916895;28,3748180841205;37,4716915995987;15,8459814273768;4,79721479721481;NS; ; ; ;2022-2023
Campania;161,566574884435;4,66774384149667;33,8148234661444;2,13542743342852;110,814523559062;136,98281669981;185,152337806396;217,804840680528;10 Istituti professionali;Italiano;20; ; ; ; ; ; ;39,7955115060379;35,0013290802765;18,6004784688996;5,91915394546974;,683526999316474;NS; ; ; ;2022-2023
Campania;174,26051433289;5,08389984013324;32,6740637930461;2,20140052805715;118,338982417553;152,851573129772;195,151392893603;229,937534161721;10 Istituti tecnici;Italiano;20; ; ; ; ; ; ;25,6731626996377;35,9823095663769;27,3164248062115;9,97314545834283;1,05495746943115;S-; ; ; ;2022-2023
Campania;202,511328620856;3,53278255744732;34,2556949008454;1,45297665633447;142,473497636263;182,326840273351;223,850400555491;253,882627284883;10 Licei scientifici classici e linguistici;Italiano;20; ; ; ; ; ; ;8,82883897196126;17,5275610729097;38,7215721378181;25,8408678522291;9,08115996508177;S-; ; ; ;2022-2023
Campania;193,279897117334;3,38998598362711;47,2072226460519;1,67536247870217;128,664104148543;165,084934047366;217,949787357628;280,211389019987;2;Italiano;20;8,52514381629844;23,1173098445373;26,2023908549118;18,1080318775314;18,7054125433595;5,34171106336088; ; ; ; ; ;NS; ; ; ;2022-2023
Campania;195,015445012453;2,90080742292119;40,4069721399244;1,32042138078949;132,441529096883;167,071341718047;222,198403603352;269,227197544947;5;Italiano;20;6,67067777304505;20,5154728128879;30,54138343337;25,3214653112672;11,8190570643287;5,13194360510135; ; ; ; ; ;NS; ; ; ;2022-2023
Campania;182,671535241032;3,05568905538191;31,2048507769163;1,26294597846309;137,343678288245;160,673623269301;201,488698455744;239,651173756832;10;Matematica;20; ; ; ; ; ; ;28,4115424287065;33,6211140383041;21,7106038975429;10,7222101425728;5,53452949287469;S-; ; ; ;2022-2023
Campania;178,336942620675;2,88762279368371;24,0748664001169;1,06096668186426;140,608229047;162,530872882571;193,398607704838;219,376554749532;10 Altri licei;Matematica;20; ; ; ; ; ; ;26,6494530617254;43,1110974976045;21,5734937036415;7,36040242038166;1,30555331664685;S-; ; ; ;2022-2023
Campania;162,894697169883;2,55148712289741;23,8049673231409;,975379676889219;127,673341757576;145,093424134967;177,683406082501;205,316596126236;10 Istituti professionali;Matematica;20; ; ; ; ; ; ;52,7947845804988;34,9245859960145;9,52174809317665;2,7588813303099;0;NS; ; ; ;2022-2023
Campania;178,672915183157;4,39498542263886;29,063569167638;1,77256655526306;136,499074589493;159,889582998441;197,314474976173;234,221790527364;10 Istituti tecnici;Matematica;20; ; ; ; ; ; ;33,3035282654957;34,078605649029;21,2777919590483;7,28680294080267;4,05327118562412;S-; ; ; ;2022-2023
Campania;204,729575233773;3,39420365561835;32,0388688661966;1,34272226866956;155,781007614743;182,067771764028;224,475785682036;263,827756167944;10 Licei scientifici;Matematica;20; ; ; ; ; ; ;9,06723363952689;21,8494645917872;30,4368690527112;23,2520221495695;15,3944105664051;S-; ; ; ;2022-2023
Campania;189,298389783776;4,0046185492693;48,117450461884;2,01901245809155;119,303007477778;156,554373409118;217,435515305113;275,446231532286;2;Matematica;20;14,6880409084131;23,9238217750899;19,4778997802809;21,4447082959274;14,5205175381414;5,94501170214638; ; ; ; ; ;NS; ; ; ;2022-2023
Campania;191,337967978167;3,51742809372214;43,1405355655089;1,67019590841534;123,577657779975;164,341400482828;216,408224997756;271,620707521135;5;Matematica;20;8,91694154949248;28,799184658523;24,3526325294803;19,2996605528577;12,7000240572089;5,93155665243699; ; ; ; ; ;NS; ; ; ;2022-2023
Centro;204,347827115431;2,29857479879195;48,5561949598004;1,120458955271;127,266607424665;171,182531666168;231,880005773054;295,528819517018;5;Inglese L;12; ; ; ; ; ; ;16,8770651181788;83,1229348818205; ; ; ;NS;17,5339073684995;9,16904824987698;73,2970443816235;2022-2023
Centro;201,778914330386;1,76854975418858;46,899118386669;,8526322024531;124,929501109123;173,073753925461;236,739326836468;272,914263538993;5;Inglese R;12; ; ; ; ; ; ;13,1998635257707;86,80013647423; ; ; ;NS;11,3957348783569;6,78323991995116;81,821025201692;2022-2023
Centro;196,926026582565;2,07530062171677;37,8597663414222;,909951869856276;131,222096205093;172,116824292793;222,33656015997;256,735257660303;10;Italiano;12; ; ; ; ; ; ;14,0777528019377;21,819723640354;31,2131861463506;24,3129364486051;8,57640096275144;NS; ; ; ;2022-2023
Centro;192,618335738061;1,7733156992512;32,9652838076022;,733610697144902;136,98281669981;172,116824292793;216,061937845109;243,789375287534;10 Altri licei;Italiano;12; ; ; ; ; ; ;12,5561591328364;25,9890862227456;35,9245947322718;21,4559529699908;4,07420694215649;NS; ; ; ;2022-2023
Centro;165,337489670757;2,70751603600708;32,8003212585146;1,20593643443479;116,371775172068;142,473497636263;188,597827203748;217,804840680528;10 Istituti professionali;Italiano;12; ; ; ; ; ; ;41,4188707363064;29,8129950814127;21,9005549800435;6,09881182398933;,768767378248623;NS; ; ; ;2022-2023
Centro;186,292709749224;2,00567968612701;33,9301623134044;,855966197634562;128,201934679477;163,659433887239;210,53451999848;241,947198955957;10 Istituti tecnici;Italiano;12; ; ; ; ; ; ;17,7473047012066;28,8958997394338;33,1185204212794;17,0280646920627;3,21021044601767;NS; ; ; ;2022-2023
Centro;214,612859484332;2,12703999119804;34,0812657615122;,847628679608283;156,722007652052;193,054187770555;236,619100920588;270,950441840765;10 Licei scientifici classici e linguistici;Italiano;12; ; ; ; ; ; ;4,23469728290274;13,4326234901085;30,9838321308328;35,3706267376011;15,978220358554;NS; ; ; ;2022-2023
Centro;196,705030003745;2,03434593938596;47,9417027382127;1,00432390748465;128,664104148543;165,084934047366;228,335063546044;280,211389019987;2;Italiano;12;8,87171166665352;20,2803889237127;25,324509406523;16,2709029197017;22,4988297993603;6,75365728404944; ; ; ; ; ;NS;11,9319223483393;4,79745253844325;83,2706251132174;2022-2023
Centro;199,092710667589;1,44796875554125;39,5060344621703;,645005220957768;132,441529096883;171,610493289974;222,198403603352;269,227197544947;5;Italiano;12;5,86071800849221;16,6668228241775;30,3648284290296;27,3978564679332;14,4234696710525;5,28630459931556; ; ; ; ; ;NS;10,9534018924021;6,11360325161692;82,932994855981;2022-2023
Centro;197,803694400547;2,42634055582361;34,4219375314911;1,01216709408696;148,688908481928;172,972439664173;218,755993396817;263,354194450865;10;Matematica;12; ; ; ; ; ; ;15,7498065821381;27,0542036342427;26,8776015921617;16,3401310513861;13,978257140071;NS; ; ; ;2022-2023
Centro;190,77303719901;1,92219401326858;27,097625102106;,724443196748512;150,992131906528;172,972439664173;205,989792280486;239,581306204826;10 Altri licei;Matematica;12; ; ; ; ; ; ;15,0525073171984;33,9714391745936;31,3376316618807;14,221823826379;5,41659801994874;NS; ; ; ;2022-2023
Centro;167,451058717317;1,69941666565101;22,2410242349194;,619345969548194;131,083122311801;153,045066129062;181,460802715655;205,240603117636;10 Istituti professionali;Matematica;12; ; ; ; ; ; ;46,4948929693261;35,6327500012329;15,0019785634685;2,54424727215004;,326131193822328;NS; ; ; ;2022-2023
Centro;193,470422260511;2,83862196978763;28,8394514303364;1,09595763757549;153,045066129062;171,372705561683;210,225498907105;246,276459416805;10 Istituti tecnici;Matematica;12; ; ; ; ; ; ;14,7013424875281;31,2380231844058;30,5069631406611;15,6896661231813;7,8640050642234;NS; ; ; ;2022-2023
Centro;225,824486834663;3,71593407832223;33,6377922422327;1,4341554473528;172,972439664173;201,698285481661;247,852947420096;278,584200900116;10 Licei scientifici;Matematica;12; ; ; ; ; ; ;2,73006729304319;9,92152133229357;23,3594386777754;26,3840797749255;37,6048929219632;NS; ; ; ;2022-2023
Centro;191,944554530175;1,9938959588455;44,5053464291761;,96010932611751;119,303007477778;162,806723716321;217,435515305113;261,153986272638;2;Matematica;12;10,3123709126652;22,2654819944682;21,8486919915593;26,1625216426997;14,5943209832256;4,81661247538281; ; ; ; ; ;NS;13,1376170249085;8,08269239166313;78,7796905834283;2022-2023
Centro;192,404724713231;1,56606892165033;39,767219651043;,711976434007413;129,760151360739;164,341400482828;219,695519214218;261,213391480466;5;Matematica;12;8,34662543440261;25,5384865552841;24,673743257796;20,7728431072916;17,6211815821293;3,04712006309607; ; ; ; ; ;NS;12,6064075075052;9,8218015728818;77,571790919613;2022-2023
Emilia-Romagna;213,37010904873;2,43286722423993;47,069760609773;1,14267470269673;141,509235101303;178,491888625384;250,688396610852;295,528819517018;5;Inglese L;11; ; ; ; ; ; ;12,3189983217727;87,6810016782273; ; ; ;S+; ; ; ;2022-2023
Emilia-Romagna;206,72668495409;1,94581523630195;43,8778700737398;,896450055490335;135,205270706371;178,464845320109;236,739326836468;272,914263538993;5;Inglese R;11; ; ; ; ; ; ;10,1283762996176;89,8716237003817; ; ; ;NS; ; ; ;2022-2023
Emilia-Romagna;197,772493435574;4,43824228579821;39,2147804647921;1,97630039035546;131,222096205093;171,134800863118;227,262618095791;259,562799560051;10;Italiano;11; ; ; ; ; ; ;14,2668474336704;22,5381236327471;28,115304658314;24,9670115672113;10,1127127080572;NS; ; ; ;2022-2023
Emilia-Romagna;197,940434922902;7,07123212420063;33,5750273645025;2,91229940464652;147,74676917592;175,063738961213;222,33656015997;252,217396553666;10 Altri licei;Italiano;11; ; ; ; ; ; ;8,49878724878724;27,9004244629244;31,9141978516978;23,6261261261261;8,0604643104643;NS; ; ; ;2022-2023
Emilia-Romagna;164,617633210747;3,56703908261448;33,7484193395609;1,61508881485058;116,371775172068;139,327668695527;186,834957592302;223,818944160716;10 Istituti professionali;Italiano;11; ; ; ; ; ; ;41,5705332108104;29,8075125709961;20,2144696800808;7,68250423866456;,724980299448385;NS; ; ; ;2022-2023
Emilia-Romagna;189,641405735321;2,84327169544687;31,1405063654285;1,15216482907947;135,032994167065;168,953918163639;210,190358953314;240,907629081566;10 Istituti tecnici;Italiano;11; ; ; ; ; ; ;12,6854363234269;30,8391518638074;34,6188951557459;19,1923410335395;2,66417562348105;NS; ; ; ;2022-2023
Emilia-Romagna;227,661978053274;2,72786674585472;30,8795525347255;1,00464678398592;175,03450320911;210,854807002553;247,696860872983;274,924626339876;10 Licei scientifici classici e linguistici;Italiano;11; ; ; ; ; ; ;1,50758461148494;6,18594553428043;24,0986150501431;42,9327897441722;25,275065059919;S+; ; ; ;2022-2023
Emilia-Romagna;195,722761032301;2,83767406399886;51,2967047471231;1,45273559458639;112,130974694496;165,084934047366;228,335063546044;280,211389019987;2;Italiano;11;11,6517823509185;20,5998274237944;21,3115666971185;16,2697754575505;22,7257215421869;7,44132652843128; ; ; ; ; ;NS; ; ; ;2022-2023
Emilia-Romagna;195,726761919137;1,90144071868175;39,6644804148562;,855970049890485;132,441529096883;171,610493289974;222,198403603352;255,771901605364;5;Italiano;11;6,66851651368613;17,7356401553917;30,899660601668;28,2061691884066;12,7754930234943;3,71452051735328; ; ; ; ; ;NS; ; ; ;2022-2023
Emilia-Romagna;201,287002115409;4,99898302214029;37,0003981532878;2,14327054083522;145,66073122353;173,623759304203;228,209446307811;265,555427170046;10;Matematica;11; ; ; ; ; ; ;15,576410099433;24,1297953542617;25,311694364217;16,5779238736974;18,404176308391;NS; ; ; ;2022-2023
Emilia-Romagna;197,048761413833;6,01160278804121;31,2637514173485;2,39455031481256;143,273346514985;177,504070829246;214,135705712667;254,409012867257;10 Altri licei;Matematica;11; ; ; ; ; ; ;12,6698808279689;25,5909307449699;34,313991754935;17,6205160267403;9,80468064538623;NS; ; ; ;2022-2023
Emilia-Romagna;169,929041358039;2,51269377289778;23,2102749565581;,928636826799408;137,13736257052;155,781007614743;183,275807764955;210,225498907105;10 Istituti professionali;Matematica;11; ; ; ; ; ; ;42,9095441595441;36,8742368742368;16,2678062678063;3,20767195767196;,74074074074074;NS; ; ; ;2022-2023
Emilia-Romagna;197,337641429004;4,28914651553651;29,6770927697954;1,66332299800009;148,688908481928;175,584288750692;215,238697955089;247,852947420096;10 Istituti tecnici;Matematica;11; ; ; ; ; ; ;11,3966446251579;29,5333175515185;30,8036300047282;18,327891639358;9,93851617923727;NS; ; ; ;2022-2023
