codice_ente,anno,mese,codice_gestionale,importo_centesimi
012530851,2026,04,1.01.01.01.008,0
027398073,2026,04,1.03.02.17.002,0
007513498,2026,04,1.03.02.09.008,25797
018912644,2026,04,1.03.02.04.004,83598
011097739,2026,04,1.03.01.02.007,437262
011097118,2026,04,0.00.00.99.999,0
012505326,2026,04,1.03.02.02.999,33160
019126587,2026,01,1.03.02.16.999,1800
019013742,2026,04,1.03.02.11.999,62400
012540201,2026,02,1.03.01.02.001,58753
029401477,2026,04,1.03.02.15.999,796240
009173581,2026,02,1.03.02.05.999,21446
026331535,2026,01,1.03.02.17.002,120000
000713200,2026,04,1.03.02.16.002,3022
012511684,2026,03,1.03.01.02.999,1681479
016368748,2026,02,0.00.00.99.999,0
012539297,2026,02,0.00.00.99.999,0
007521697,2026,03,1.03.02.04.004,0
028840834,2026,04,1.01.01.01.008,0
007508560,2026,03,1.03.02.02.004,0
000707695,2026,04,1.03.02.17.002,0
007548794,2026,03,7.01.99.03.001,0
012504207,2026,03,1.03.02.16.002,0
019126963,2026,04,1.03.01.02.999,0
012540201,2026,04,1.03.01.05.999,0
012520070,2026,04,1.03.02.07.008,0
026331535,2026,03,1.09.99.02.001,0
017428477,2026,01,1.03.02.15.999,8940100
012504357,2026,03,1.03.02.13.003,98000
018990740,2026,04,1.03.02.11.002,3420
007549881,2026,04,1.03.02.07.008,7590
018994346,2026,02,1.03.02.07.008,205730
018911761,2026,03,1.03.01.02.001,78873
026327720,2026,01,1.03.02.13.006,17600
019028267,2026,02,1.03.02.07.004,115290
012530195,2026,04,1.01.01.01.004,3077257
007548608,2026,03,1.03.02.04.004,5720
007553929,2026,02,1.03.01.02.999,62723
007511560,2026,01,1.03.02.17.002,80000
007551817,2026,02,1.03.02.04.004,228100
012512262,2026,02,1.03.02.09.008,245431
035035166,2026,03,1.03.02.15.999,1360000
028841337,2026,02,1.09.99.02.001,2421351
007561833,2026,03,1.03.02.15.999,2041650
018972995,2026,02,0.00.00.99.999,0
017357290,2026,03,1.03.02.17.002,0
017460003,2026,03,1.01.01.01.002,0
012504207,2026,03,1.03.02.02.002,0
028841136,2026,02,0.00.00.99.999,0
018990409,2026,02,1.03.02.07.999,702223
012519666,2026,03,1.03.01.02.007,3821
007515085,2026,02,1.03.02.15.999,130900
028840834,2026,04,1.01.02.01.001,154522
031918690,2026,04,1.03.01.05.999,0
028841413,2026,04,2.02.03.99.001,0
000715634,2026,03,7.01.99.03.001,0
019104377,2026,04,1.03.02.04.004,0
012516258,2026,02,1.03.01.02.001,71201
007530685,2026,03,1.09.99.04.001,19000
007551991,2026,02,1.01.02.01.001,1417997
018940172,2026,04,1.03.01.05.999,102997
019048038,2026,02,1.03.02.02.999,0
029401479,2026,04,1.03.02.07.006,0
007552429,2026,03,1.10.04.01.003,0
026327179,2026,04,1.03.01.02.999,0
007516978,2026,04,7.01.99.03.001,0
019736688,2026,03,1.03.01.02.007,0
026323719,2026,04,1.03.02.19.010,0
012516976,2026,03,1.03.02.16.999,0
000717661,2026,03,1.03.02.16.001,10500
027401523,2026,01,1.03.02.19.002,320000
007543614,2026,04,1.01.01.01.004,0
019075714,2026,04,2.02.03.02.002,0
016756170,2026,04,1.03.02.11.999,0
018941110,2026,02,1.03.02.05.002,0
019013742,2026,04,7.01.99.03.001,0
012530788,2026,04,1.03.01.02.005,0
000717661,2026,04,1.03.01.02.006,0
007514598,2026,03,1.03.02.13.999,0
024619735,2026,03,1.03.02.07.006,84000
026322645,2026,02,1.10.03.01.001,4041
028841388,2026,02,1.03.01.02.006,538
007548133,2026,03,1.03.01.02.007,83800
007515672,2026,04,1.03.01.02.012,13513
007515093,2026,02,1.01.01.01.004,192654
012504976,2026,03,1.03.02.02.999,260417
028838304,2026,02,1.03.02.16.999,75869
007514343,2026,01,1.03.02.13.002,54752
011097611,2026,01,1.03.02.17.002,120000
007525169,2026,03,1.03.02.11.999,358522
012505318,2026,02,1.03.02.07.006,430000
012503970,2026,03,1.03.02.11.999,194708
025233175,2026,02,1.01.01.01.004,1800000
012516369,2026,03,1.03.02.15.999,158635
029401597,2026,03,1.03.01.01.001,25300
007547985,2026,04,1.03.02.11.999,0
021023025,2026,04,1.03.01.05.999,0
000709187,2026,02,1.04.02.03.001,0
026078354,2026,04,1.03.02.09.003,0
012515107,2026,02,1.03.02.10.001,0
007504628,2026,01,1.03.02.13.001,15000
019016061,2026,02,1.03.02.11.999,1341686
029936409,2026,04,1.03.01.02.006,0
011094757,2026,04,1.03.02.07.006,0
007549782,2026,02,1.03.01.02.008,0
000728541,2026,04,1.01.01.01.004,0
007552122,2026,02,0.00.00.99.999,0
000709369,2026,04,1.03.01.02.012,0
007506102,2026,03,1.03.02.18.999,0
019174910,2026,02,1.03.02.02.002,0
019035409,2026,03,1.03.02.15.999,207200
007545529,2026,02,1.03.02.11.999,3067700
007514353,2026,03,1.03.02.04.999,290880
007507448,2026,03,1.03.01.01.001,0
007557675,2026,04,1.03.02.04.004,0
011097451,2026,04,1.03.02.01.008,0
030571478,2026,02,1.03.02.11.999,0
012506300,2026,03,1.01.01.01.002,20310
007544334,2026,02,1.03.02.16.002,5552
019015206,2026,04,1.03.02.13.999,551968
019171320,2026,04,1.03.02.04.004,112200
007505401,2026,04,1.03.01.02.999,0
007556487,2026,04,0.00.00.99.999,0
028837160,2026,03,0.00.00.99.999,0
012530609,2026,04,1.01.02.01.001,0
027778064,2026,04,1.03.02.13.001,0
019047864,2026,03,1.03.02.19.002,55000
007512374,2026,01,1.03.02.15.999,579736
007545529,2026,04,1.04.02.03.001,8490
019165525,2026,01,1.03.02.17.002,37200
029393165,2026,04,1.03.01.02.001,27621
031705874,2026,01,0.00.00.99.999,0
007528213,2026,01,1.03.01.02.999,34729
019016016,2026,04,1.03.01.02.011,73418
007508392,2026,04,1.03.02.11.999,79373
033457456,2026,02,7.01.99.03.001,100000
019035287,2026,04,1.01.02.01.001,430010
019164110,2026,04,0.00.00.99.999,21732
030863259,2026,01,1.03.02.17.002,94100
007565360,2026,01,1.03.01.02.006,4880
007515784,2026,03,1.03.02.15.999,1335406
031918689,2026,02,1.03.02.18.999,1027543
018911760,2026,01,1.03.02.99.005,39980
019104383,2026,02,1.10.04.01.003,0
007549503,2026,04,1.03.01.02.006,0
018647939,2026,04,2.02.01.06.001,0
012506104,2026,04,1.03.02.15.999,0
018972835,2026,04,1.03.02.10.002,335300
011137987,2026,04,1.03.02.13.002,1003958
019053609,2026,02,1.03.02.07.006,332500
019043404,2026,02,1.03.01.02.001,140315
007564086,2026,01,1.03.02.11.999,72350
007565387,2026,04,1.03.02.02.002,33808
019138620,2026,03,1.03.02.07.006,21960
007514353,2026,04,1.03.01.02.008,0
030874512,2026,02,1.03.02.16.002,0
011094825,2026,03,1.03.02.11.999,24400
007554378,2026,04,1.03.02.17.002,6500
033464245,2026,04,1.03.01.02.999,359245
020925866,2026,04,1.03.02.11.002,0
019016061,2026,04,1.03.02.07.006,0
011099268,2026,03,1.03.02.07.004,0
007523367,2026,03,1.03.02.19.002,0
012553324,2026,03,7.01.99.03.001,0
012548490,2026,04,1.03.02.13.999,0
007518881,2026,03,1.03.02.07.999,0
007553433,2026,03,1.03.02.05.001,0
019016016,2026,03,1.01.01.01.004,0
012530585,2026,04,1.03.01.01.002,0
007511560,2026,04,1.03.01.02.006,0
028840985,2026,03,1.03.01.02.999,6196
015736221,2026,02,1.03.02.11.999,4419093
035748184,2026,04,1.03.02.16.002,1163
030564024,2026,04,1.03.02.18.999,60000
029401627,2026,01,1.03.02.99.999,23972
007548794,2026,04,1.03.02.07.008,48556
020974967,2026,04,1.03.02.02.999,17427
028836110,2026,02,1.03.01.02.001,59623
032442525,2026,03,1.03.01.02.007,278636
016552178,2026,04,1.03.01.01.001,0
028841292,2026,04,1.03.02.99.999,0
007565276,2026,03,1.01.01.01.002,0
018973496,2026,03,1.03.02.04.999,0
022305876,2026,04,1.03.02.11.999,6273
007553443,2026,01,2.02.03.99.001,419961
007528213,2026,03,1.03.01.01.001,1753
007552429,2026,02,1.03.02.11.999,811200
019733492,2026,01,1.09.99.04.001,33000
012540636,2026,02,1.03.02.15.999,929600
007563686,2026,04,1.03.01.02.006,46672
007513284,2026,02,1.03.02.17.002,40000
007508223,2026,03,1.03.02.07.006,67010
007553287,2026,03,1.03.02.04.004,105000
019174910,2026,04,1.03.02.01.002,0
007516671,2026,03,1.02.01.01.001,0
007513676,2026,03,1.03.02.17.002,0
011142239,2026,02,1.03.01.02.001,0
000711482,2026,03,1.03.02.09.003,0
007525327,2026,04,1.03.01.01.001,14000
026331237,2026,04,0.00.00.99.999,166826
012509078,2026,03,1.03.01.02.001,108830
007518320,2026,04,1.03.02.11.999,144000
018951803,2026,01,1.01.01.01.004,1157775
019015804,2026,04,1.03.02.11.999,332184
007524980,2026,03,1.10.04.01.003,0
011097061,2026,03,7.01.99.03.001,0
034528646,2026,04,1.03.01.02.012,0
035035058,2026,02,1.03.01.05.999,0
007519937,2026,04,7.01.99.03.001,0
007512060,2026,04,1.03.02.17.002,0
018501988,2026,04,1.03.01.02.999,0
018951803,2026,04,2.02.01.04.002,830000
007511241,2026,03,1.03.02.07.008,212661
007564343,2026,04,1.10.04.01.001,1053183
012539324,2026,04,1.03.02.16.002,2726
007523145,2026,03,0.00.00.99.999,0
019111896,2026,02,0.00.00.99.999,0
032443588,2026,03,1.03.02.99.011,8000
019035617,2026,04,1.03.02.05.999,50508
012530064,2026,02,1.03.01.02.001,71210
007558633,2026,01,1.03.02.17.002,71300
007520251,2026,03,1.03.02.07.006,24100
007507228,2026,02,1.03.02.99.999,587770
035037480,2026,02,1.02.01.01.001,23060
007513374,2026,01,1.03.02.04.004,29300
027774747,2026,02,1.03.02.04.004,236800
028841102,2026,04,1.01.01.01.004,2943900
007507587,2026,04,1.03.01.02.007,303783
007576222,2026,04,1.03.02.11.999,1983856
018994691,2026,02,1.01.01.01.004,5391339
007517755,2026,04,1.03.01.01.001,0
019134475,2026,03,1.03.02.17.002,0
031923600,2026,03,1.03.02.16.002,0
021644144,2026,03,1.03.02.17.002,0
007513284,2026,02,1.03.01.02.001,89783
018992366,2026,02,1.03.01.05.999,21584
007514353,2026,04,1.03.02.11.999,3504181
012511895,2026,04,1.03.01.02.001,105780
029942765,2026,02,1.03.01.02.006,54900
029402251,2026,02,1.03.02.11.999,1733500
015735784,2026,01,1.03.02.99.999,143261
018940824,2026,03,1.10.03.01.001,277466
007516978,2026,01,1.03.02.15.999,325000
026327810,2026,03,1.03.02.13.002,215887
007548003,2026,04,1.03.02.02.005,5000
007515274,2026,04,1.03.02.99.999,0
012512768,2026,03,1.03.02.17.002,0
000712216,2026,04,2.02.01.03.003,0
007546984,2026,03,1.03.01.02.999,0
012514867,2026,04,0.00.00.99.999,0
007510902,2026,04,1.04.02.03.001,0
029960180,2026,04,7.01.99.03.001,0
029401650,2026,03,0.00.00.99.999,0
007551782,2026,04,0.00.00.99.999,0
011097611,2026,03,1.03.02.09.006,0
028840685,2026,04,1.10.04.01.001,0
029973864,2026,02,1.03.02.02.999,0
035035058,2026,03,1.03.02.02.999,0
007516080,2026,03,1.03.02.05.001,0
007575811,2026,04,1.03.02.07.006,0
007566404,2026,04,1.02.01.01.001,0
029401729,2026,04,1.03.02.16.002,8179
019134170,2026,04,1.03.02.15.999,382555
018944440,2026,03,1.03.01.02.001,66240
007564343,2026,04,2.02.01.01.001,60000
012506392,2026,03,1.03.02.02.999,50000
035041425,2026,04,1.03.02.04.999,89250
007511820,2026,04,1.03.01.02.999,89566
018991709,2026,02,0.00.00.99.999,0
000728541,2026,03,1.03.02.19.010,660000
021023025,2026,01,1.03.02.07.008,26640
029386729,2026,01,1.03.02.15.999,16000
021023025,2026,01,1.03.01.02.001,31320
019104011,2026,02,1.03.02.11.999,14884
007508819,2026,01,1.03.02.11.999,45000
012515727,2026,04,1.03.02.07.006,181100
028841383,2026,03,1.03.02.13.999,41175
007544674,2026,01,1.03.02.15.999,188818
019134163,2026,03,1.03.02.15.999,646886
029401698,2026,02,1.03.02.17.002,100000
026321613,2026,01,1.03.02.16.999,800
019105027,2026,03,1.03.02.04.999,360000
007516978,2026,03,1.03.02.11.999,80000
007516557,2026,04,1.03.01.01.001,0
007520216,2026,04,1.03.01.01.002,0
023392442,2026,03,1.03.02.04.999,0
019124823,2026,04,2.02.01.07.999,0
019104377,2026,04,1.03.02.16.999,0
018944440,2026,03,1.03.02.04.004,0
016552178,2026,02,1.03.02.07.006,283000
007563110,2026,02,1.03.02.07.006,1830
019037477,2026,03,1.03.02.19.010,73733
012504976,2026,01,1.03.01.02.008,60740
007549503,2026,02,1.03.02.05.999,168400
031674283,2026,03,0.00.00.99.999,0
007547721,2026,02,1.03.01.02.012,45734
028840678,2026,04,1.03.01.02.999,278925
034019898,2026,03,1.09.99.01.001,4675739
007518637,2026,04,1.03.02.15.999,1050600
007548162,2026,02,1.03.02.15.999,184500
007512843,2026,04,1.02.01.01.001,0
011097739,2026,04,1.01.02.01.999,0
007554458,2026,01,1.03.02.09.004,35050
029401652,2026,03,1.03.02.15.999,3931648
028841357,2026,03,1.03.02.07.008,36000
018928798,2026,04,1.03.01.02.999,6703
007559563,2026,02,0.00.00.99.999,0
018544557,2026,01,7.01.99.03.001,50000
019072900,2026,04,1.01.01.01.008,0
035034749,2026,03,1.01.01.01.004,4631137
007521403,2026,03,1.03.01.02.007,25278
007554699,2026,04,1.03.02.04.999,37500
028841007,2026,04,2.02.01.99.001,1500
015736489,2026,04,7.01.99.03.001,0
007504551,2026,04,1.10.04.01.003,0
029401500,2026,02,1.03.02.05.003,1188
018942458,2026,03,1.03.01.02.001,108916
007525494,2026,04,1.03.02.02.001,2671390
030283251,2026,03,1.03.01.02.999,27375
012548488,2026,03,1.03.01.02.999,54295
000712216,2026,01,2.02.01.04.002,99750
007560780,2026,03,1.03.01.02.004,14850
019072955,2026,03,7.01.01.02.001,140729
028841797,2026,04,1.03.02.07.006,58600
019172864,2026,01,1.03.01.02.999,96213
028836117,2026,04,1.03.02.16.002,1334
000702169,2026,01,1.03.01.01.002,44252
031400832,2026,02,2.02.01.04.001,3340000
007515438,2026,01,2.02.01.07.005,49280
028838267,2026,02,1.03.02.15.999,350683
007516746,2026,04,1.03.01.02.012,147466
000750424,2026,03,1.03.02.09.011,37000
007553929,2026,04,1.03.02.15.999,125400
007564086,2026,04,1.03.02.07.006,87108
007513502,2026,03,1.03.02.13.001,124872
000709369,2026,02,1.03.02.07.999,1607206
019075093,2026,03,1.03.02.17.002,0
030557728,2026,02,1.03.02.16.002,0
029943491,2026,03,1.04.02.03.001,0
029396988,2026,04,1.03.02.18.999,76500
021023036,2026,02,0.00.00.99.999,0
028841336,2026,03,1.03.02.02.004,30500
007547317,2026,03,1.03.02.02.999,11066
007555182,2026,03,2.02.03.02.002,325998
031686878,2026,02,1.03.02.19.002,76000
000718905,2026,03,1.03.02.15.999,2944096
000707932,2026,04,1.03.02.02.001,12142
018941099,2026,02,7.01.01.02.001,230943
007505323,2026,02,1.03.02.04.004,20000
012512262,2026,03,2.02.01.03.001,12100
007554458,2026,03,1.03.02.02.004,20670
007560274,2026,04,1.01.02.01.999,3300
011098239,2026,03,1.01.01.01.008,12200
019054661,2026,03,2.02.01.03.003,476434
007544674,2026,03,1.03.02.16.002,4798
018632488,2026,04,1.03.02.15.999,191400
018974569,2026,01,1.03.01.02.001,162135
020966881,2026,04,1.01.01.01.002,473393
028840881,2026,04,1.03.02.19.010,133650
011099259,2026,01,1.10.03.01.001,30822
012539324,2026,04,1.01.02.01.001,0
012539220,2026,02,1.03.02.11.999,0
012511895,2026,03,0.00.00.99.999,0
029396725,2026,02,0.00.00.99.999,0
012530609,2026,02,1.03.02.19.002,0
007544878,2026,03,1.03.02.04.999,1107480
007505122,2026,04,1.03.02.15.999,1047600
007567950,2026,04,1.03.01.02.999,270441
007544737,2026,02,1.03.02.11.999,35000
012530585,2026,04,1.03.02.07.006,334476
026327182,2026,01,1.03.02.15.999,65100
011100677,2026,04,1.03.02.07.008,103339
007556860,2026,03,1.03.02.11.001,414700
019173583,2026,03,1.03.02.15.999,161782
028841027,2026,04,1.03.02.09.011,3960
012519454,2026,03,1.10.04.01.003,1300
007561669,2026,02,1.03.01.02.001,18664
007518277,2026,01,1.03.02.16.002,5817
007521212,2026,02,1.10.03.01.001,254573
007549581,2026,02,1.03.02.99.999,400
028841413,2026,04,1.03.02.19.002,180000
007508392,2026,01,1.03.02.17.002,2200
015897076,2026,02,1.03.01.02.999,144700
028838345,2026,02,1.03.02.11.999,69000
019736691,2026,04,1.03.02.15.999,867700
012522422,2026,03,1.03.02.09.006,135000
007516978,2026,03,1.03.02.07.999,30600
016368801,2026,03,1.03.01.02.012,11292
007552360,2026,03,1.03.02.07.002,772872
007562861,2026,03,1.03.02.09.011,147000
018911761,2026,01,1.03.02.11.002,36399
027431051,2026,02,1.01.01.01.010,85000
021023023,2026,02,1.03.02.05.999,904824
007514343,2026,02,1.03.02.15.999,4634000
018973756,2026,03,1.03.01.02.001,212363
026348915,2026,02,1.03.02.04.004,27738
007513302,2026,01,1.03.02.16.999,17500
035035060,2026,04,1.03.02.15.999,2914841
035035166,2026,03,1.03.02.09.008,128299
027778064,2026,03,1.01.01.01.004,485777
018991606,2026,04,0.00.00.99.999,3887
007566404,2026,01,1.03.02.02.005,10000
007523690,2026,04,1.02.01.01.001,84105
012505086,2026,02,1.03.02.05.999,18868
012512293,2026,04,1.03.01.02.008,0
021010133,2026,04,2.02.01.07.003,0
007553486,2026,02,0.00.00.99.999,0
012539557,2026,02,1.03.02.11.002,0
007553995,2026,02,0.00.00.99.999,0
012514837,2026,03,1.03.02.05.999,0
018994615,2026,03,1.03.02.16.999,0
012530146,2026,03,1.03.02.99.999,96600
007516547,2026,03,0.00.00.99.999,0
029926223,2026,01,1.03.02.16.002,6397
029976692,2026,03,1.09.99.01.001,6295336
018944440,2026,01,1.03.01.02.999,263311
026328548,2026,01,1.01.01.01.004,639748
027431051,2026,04,1.03.02.04.999,10000
024288570,2026,01,1.03.02.17.002,5000
018930195,2026,01,1.03.02.17.002,13640
000713119,2026,04,1.03.02.15.999,2810900
029400887,2026,01,1.03.02.17.002,44780
012530146,2026,03,1.03.02.02.999,55016
031921785,2026,02,1.03.02.02.999,103500
007513620,2026,03,1.03.01.02.999,883761
007516071,2026,04,2.02.01.03.001,0
029401081,2026,03,1.03.01.02.001,0
000702169,2026,03,1.01.02.01.001,0
019072904,2026,04,1.03.01.02.001,0
009181012,2026,04,1.03.02.11.999,0
007560274,2026,04,1.03.02.02.999,0
031918689,2026,03,1.03.02.19.010,0
034527546,2026,02,1.03.02.05.999,0
019072941,2026,03,1.03.02.14.999,251271
007553640,2026,03,1.03.02.13.006,30180
019178119,2026,03,1.03.02.07.999,183183
007548576,2026,03,1.03.01.02.006,18600
007511820,2026,04,1.03.01.05.999,171878
007556789,2026,02,1.03.01.02.001,148913
019164201,2026,03,1.03.02.05.999,468432
007518881,2026,02,1.03.02.11.999,306450
007544435,2026,03,1.01.01.01.002,1838083
012526895,2026,01,1.02.01.99.999,400
012527031,2026,02,2.02.04.03.999,1508500
016552178,2026,02,1.03.02.11.999,95000
007571209,2026,03,1.03.02.07.008,20814
032930940,2026,04,1.03.02.15.999,780
030554624,2026,04,1.01.02.01.001,51383
026323700,2026,02,0.00.00.99.999,0
018929028,2026,03,1.03.02.09.004,10000
012516976,2026,04,1.02.01.01.001,8544
018924097,2026,03,1.03.01.02.007,425226
007557675,2026,03,1.03.02.15.999,3486482
012514695,2026,04,1.03.02.15.999,255579
028836117,2026,01,0.00.00.99.999,0
018501988,2026,03,1.02.01.01.001,168197
007547219,2026,03,1.01.01.01.004,1437140
026325508,2026,02,1.03.02.09.004,14300
007552113,2026,01,1.03.02.11.999,92000
019736692,2026,02,1.02.01.01.001,10795
019176287,2026,02,1.03.01.02.001,402861
035748184,2026,03,1.02.01.01.001,384984
019072904,2026,03,1.03.01.02.001,147860
035042439,2026,04,1.03.02.17.002,30000
018919588,2026,03,1.03.01.02.006,72750
016553117,2026,02,1.09.99.04.001,10000
007511104,2026,04,1.03.02.07.999,23180
007568137,2026,04,1.03.02.99.999,312500
033457456,2026,03,1.01.01.01.002,1715427
019054661,2026,03,1.03.02.04.004,43400
012520781,2026,02,1.01.01.01.004,0
007506746,2026,04,1.09.99.04.001,0
020972856,2026,03,1.03.02.16.999,0
007516506,2026,04,1.03.02.13.004,0
029992099,2026,03,1.03.01.02.011,0
007553475,2026,02,1.03.01.01.001,94892
019018730,2026,02,1.03.02.11.999,364272
018942202,2026,02,1.03.02.05.999,4421
029398906,2026,03,1.03.02.15.999,152727
030560840,2026,03,1.03.02.17.002,4640
018912155,2026,04,1.03.02.07.002,1311840
007506572,2026,03,1.03.02.07.008,713
007548549,2026,01,1.03.02.16.002,3201
018973498,2026,03,1.03.02.99.999,531000
019165468,2026,03,1.03.02.11.999,158429
012530851,2026,02,0.00.00.99.999,0
034016739,2026,04,1.03.02.13.006,21560
007507587,2026,02,1.03.02.13.003,18000
019124026,2026,04,1.03.02.07.004,39979
007565022,2026,04,1.04.02.05.999,64800
019047864,2026,04,1.03.01.02.001,5000
029928460,2026,03,1.03.02.07.008,354638
007559622,2026,03,1.03.02.02.004,9020
007523013,2026,03,1.03.01.02.001,234590
007516294,2026,03,1.03.01.02.001,189360
007552358,2026,01,0.00.00.99.999,0
026319531,2026,02,1.03.01.02.008,222988
029534612,2026,04,1.03.02.16.002,24020
029401424,2026,04,1.03.02.04.004,14000
019073688,2026,02,1.03.02.02.002,2200
021623115,2026,03,1.03.02.15.999,3513186
007547219,2026,04,1.04.02.03.001,20000
007508732,2026,03,1.03.01.02.001,167981
028841414,2026,03,0.00.00.99.999,898546
012537807,2026,03,1.03.01.01.002,71062
029400941,2026,04,1.03.02.05.999,6698
012553324,2026,03,1.03.02.16.002,4799
028835860,2026,01,1.03.01.02.008,162102
012522919,2026,04,1.03.01.02.006,244662
028826773,2026,02,1.03.02.16.002,1067
007543544,2026,02,0.00.00.99.999,0
007544140,2026,02,1.01.01.01.002,77000
015742702,2026,04,1.03.01.02.007,44203
012517581,2026,02,1.03.02.99.999,3565750
000715634,2026,03,1.03.02.99.999,34262
012538713,2026,03,1.03.02.16.002,753
007554449,2026,04,1.03.02.02.999,32116
011097021,2026,04,1.03.01.02.001,14000
030554624,2026,04,1.03.02.05.999,10026
007504781,2026,03,1.03.02.07.002,10000
007553107,2026,01,7.01.99.03.001,20000
018973498,2026,03,7.01.01.02.001,39063
012516584,2026,02,1.03.02.15.999,18252500
019048542,2026,01,0.00.00.99.999,0
029936409,2026,03,1.03.02.07.006,252522
028841177,2026,04,0.00.00.99.999,0
012555541,2026,04,1.03.02.09.004,24400
007549782,2026,01,1.03.01.02.008,63800
007516034,2026,01,1.01.01.01.002,332857
028841292,2026,04,1.01.02.01.001,96687
012516907,2026,02,1.10.03.01.001,45798
012505418,2026,02,2.02.01.04.002,450000
007554766,2026,03,2.02.01.07.999,145154
007555901,2026,01,1.03.02.11.999,707686
007506102,2026,03,1.03.02.04.004,10960
007553213,2026,02,1.03.01.02.999,65730
012505326,2026,04,1.03.01.01.001,9900
018912155,2026,01,1.01.02.01.001,29814
015735784,2026,01,1.03.01.02.999,91661
035035301,2026,04,1.03.01.02.012,0
028838293,2026,03,1.03.02.05.001,0
007521403,2026,04,1.03.02.04.004,0
012531402,2026,02,1.03.02.07.006,0
007525599,2026,03,1.03.02.09.008,0
012503900,2026,03,1.01.02.01.001,0
007555919,2026,03,0.00.00.99.999,0
000702169,2026,03,1.03.02.05.999,32526
007513284,2026,03,1.03.01.02.007,73706
007553486,2026,01,0.00.00.99.999,0
007509467,2026,04,1.03.02.11.999,218765
029401600,2026,03,1.01.01.01.004,367648
007548285,2026,02,1.03.02.15.999,60255
011099268,2026,01,2.02.01.07.005,156750
021023025,2026,04,1.03.02.16.002,10887
009145488,2026,03,1.03.01.02.006,169336
028834710,2026,04,1.03.02.15.999,712814
011094757,2026,02,0.00.00.99.999,0
024262053,2026,02,1.03.02.04.999,120000
019076552,2026,03,1.03.02.07.006,219600
011096821,2026,04,1.03.01.02.001,62550
007554458,2026,03,1.03.02.07.006,170632
028840873,2026,02,1.03.02.02.999,20000
007554449,2026,02,1.03.02.19.002,117900
000702315,2026,04,1.03.02.02.999,4530
007579938,2026,04,1.03.02.05.999,3404
007554096,2026,04,1.03.02.16.002,1776
007548445,2026,02,0.00.00.99.999,0
012530005,2026,03,1.01.01.01.002,4361538
018501988,2026,02,1.03.02.15.999,4164650
011100732,2026,01,1.03.02.09.008,27000
031405828,2026,03,2.02.01.07.999,115900
007523367,2026,04,1.03.02.05.002,10264
026342475,2026,04,1.03.02.16.999,1207600
007559153,2026,02,1.03.02.02.999,26990
006883152,2026,04,1.03.02.02.999,260750
028841109,2026,04,1.01.01.01.004,366450
012530851,2026,04,1.04.02.03.001,100000
029401477,2026,04,1.03.01.02.999,45700
012516258,2026,01,1.10.03.01.001,20317
012505125,2026,03,1.03.02.04.004,1133
030554624,2026,02,1.03.02.05.002,16040
007553770,2026,02,1.03.01.02.011,4456
007554403,2026,04,1.03.01.02.999,0
012547556,2026,04,1.03.02.18.999,0
029401703,2026,04,1.09.99.01.001,0
007512060,2026,03,1.03.02.17.002,0
028840855,2026,04,1.03.01.02.001,0
028841349,2026,03,1.03.01.02.001,0
027405760,2026,04,1.03.02.04.004,0
017027079,2026,04,1.03.02.11.999,0
029400883,2026,03,1.01.02.01.001,4477
018911610,2026,03,0.00.00.99.999,0
028835860,2026,02,1.01.02.01.001,985407
