codice_ente,anno,mese,codice_gestionale,importo_centesimi
012531402,2025,06,1.01.01.01.004,1107173
007513009,2025,10,1.01.01.02.999,0
007513302,2025,03,0.00.00.99.999,0
007514327,2025,12,1.03.01.05.999,23241
007504551,2025,11,1.03.02.02.999,0
007506446,2025,04,1.10.04.01.003,0
007507448,2025,10,1.03.02.18.999,180400
007506746,2025,06,1.03.02.15.999,116664
007508956,2025,09,1.03.02.16.002,1776
007504860,2025,12,1.10.04.01.003,0
007508560,2025,08,1.03.02.99.999,0
007506102,2025,08,1.10.04.01.002,0
007512340,2025,07,1.03.02.05.999,0
007516506,2025,04,1.03.02.15.999,4276573
007516578,2025,10,1.03.02.11.999,159000
007512957,2025,03,1.03.01.02.999,28800
007513121,2025,11,1.01.01.01.004,0
007507587,2025,05,7.01.99.03.001,0
007507052,2025,07,7.01.99.03.001,0
007508305,2025,11,1.10.03.01.001,11762
007523078,2025,12,1.03.02.11.002,0
007514716,2025,02,1.03.02.17.002,0
007523901,2025,12,1.03.02.07.002,49500
007517502,2025,12,1.03.02.04.004,74580
007518277,2025,11,1.03.02.11.001,0
007517104,2025,09,1.03.02.02.999,0
007519676,2025,10,1.03.02.02.004,0
007520087,2025,12,2.02.01.03.001,0
007520087,2025,08,2.02.01.07.999,0
007516506,2025,07,2.02.01.07.999,0
007516978,2025,03,1.03.02.99.999,199487
007517975,2025,12,1.02.01.01.001,0
007521403,2025,03,1.03.02.15.999,377553
007545230,2025,06,1.03.02.15.999,317089
007518072,2025,03,1.03.01.02.001,0
007519359,2025,11,1.03.02.09.011,0
007518027,2025,06,1.03.02.09.008,0
007518637,2025,05,1.03.02.07.008,0
007523141,2025,09,1.01.01.01.008,0
007518072,2025,12,1.03.02.10.001,0
007518512,2025,04,1.03.01.05.999,41320
007518637,2025,05,1.03.01.05.999,51764
007518637,2025,12,1.03.02.99.999,0
007518670,2025,08,1.03.02.09.008,0
007523030,2025,12,1.03.02.11.999,331000
007545858,2025,12,1.03.02.15.999,0
007519359,2025,09,1.03.02.99.999,0
007520126,2025,09,1.03.02.05.001,166136
007525327,2025,04,1.03.02.17.002,0
007527453,2025,09,1.01.02.01.001,0
007528204,2025,08,1.03.01.02.008,0
007528204,2025,04,1.03.02.07.008,19645
007528364,2025,12,2.02.01.05.001,0
007520216,2025,04,1.02.01.01.001,23631
019015307,2025,05,1.04.02.03.001,92000
018913998,2025,07,7.01.99.03.001,0
018914024,2025,07,1.03.02.09.001,0
018929028,2025,04,2.02.01.05.001,0
019016203,2025,08,1.01.02.01.999,0
007567776,2025,08,1.10.04.01.001,0
007571733,2025,12,1.03.02.04.004,40000
019733492,2025,07,1.02.01.01.001,0
007554932,2025,11,1.10.03.01.001,0
007554838,2025,05,1.03.02.07.008,0
007557595,2025,09,0.00.00.99.999,0
007557675,2025,03,1.03.02.07.008,239974
007571823,2025,06,1.03.01.02.006,114000
007571823,2025,09,1.03.01.02.007,0
007554699,2025,10,1.03.02.04.999,0
007555162,2025,02,1.03.01.02.001,41073
007555685,2025,04,1.03.01.02.001,190463
007581710,2025,04,1.03.01.02.008,427875
007559153,2025,06,1.03.02.19.002,0
007555901,2025,01,2.02.03.99.001,1205500
007563348,2025,03,1.03.02.02.001,1006355
007571742,2025,08,1.03.02.15.999,22400
007556664,2025,08,1.03.02.02.999,0
007559622,2025,12,1.01.01.01.002,0
007565276,2025,10,1.03.02.07.006,190180
007566243,2025,05,1.03.02.07.006,0
007560013,2025,10,1.10.03.01.001,278584
007562861,2025,05,1.03.02.07.999,512293
007563348,2025,10,1.03.02.04.999,100000
000725065,2025,09,1.03.02.09.003,0
000743927,2025,11,1.03.01.05.999,137186
029401481,2025,02,1.03.02.11.999,0
029401506,2025,06,0.00.00.99.999,0
029402251,2025,11,1.03.02.01.008,0
029402251,2025,10,2.02.01.04.001,0
029401082,2025,10,2.02.01.03.002,0
029401424,2025,07,1.03.01.02.005,0
029401570,2025,08,1.03.02.09.006,0
029401647,2025,02,1.03.02.11.999,321560
029401692,2025,09,1.03.02.11.001,0
007506652,2025,12,1.03.01.02.999,40078
029401570,2025,12,1.01.01.01.008,0
029401590,2025,11,1.01.01.01.002,30544
029401673,2025,06,1.09.99.01.001,100000
029940097,2025,09,2.02.01.07.999,0
029958033,2025,05,1.03.02.11.999,335500
007514986,2025,08,1.01.02.01.001,0
007515730,2025,06,1.02.01.01.001,110237
007508305,2025,11,1.03.02.16.999,0
007507303,2025,07,1.03.02.10.002,0
007506339,2025,09,2.02.01.99.002,0
007506446,2025,05,1.03.02.07.008,0
007506558,2025,12,1.03.01.02.001,128180
007506339,2025,03,1.10.04.01.003,0
007506572,2025,05,1.03.01.02.001,23612
007506572,2025,09,1.03.01.02.001,200000
007507052,2025,09,1.03.01.02.006,0
007507392,2025,08,2.02.01.03.003,0
007512340,2025,12,1.10.04.01.003,0
007505401,2025,07,1.03.02.11.002,0
007507841,2025,12,1.03.02.17.002,0
007511468,2025,11,1.03.02.02.999,0
007507765,2025,07,0.00.00.99.999,0
007513009,2025,06,1.03.02.07.999,0
007506446,2025,03,1.03.02.05.006,1469580
007517104,2025,10,1.10.04.01.003,0
007517917,2025,10,1.02.01.99.999,30353
007508993,2025,06,1.03.01.02.001,23540
007513498,2025,07,1.03.01.01.002,21538
007509523,2025,04,1.09.99.04.001,360000
007518072,2025,12,1.03.02.07.006,0
007518277,2025,05,1.03.01.01.002,0
007511387,2025,10,0.00.00.99.999,0
007512529,2025,04,1.02.01.01.001,329014
007514065,2025,04,1.03.02.99.999,123000
007514343,2025,04,1.03.01.01.001,7000
007505608,2025,11,1.03.02.19.002,0
007514380,2025,08,1.03.02.09.006,0
007506446,2025,01,1.03.02.05.006,624195
007508819,2025,08,2.02.01.04.002,0
007506746,2025,06,0.00.00.99.999,0
007513841,2025,12,1.03.02.16.999,315
007513302,2025,06,0.00.00.99.999,0
007508956,2025,10,1.03.01.02.012,2633
007515672,2025,02,1.03.02.02.999,23690
000719730,2025,09,1.03.02.05.002,103335
000724236,2025,12,1.09.99.04.001,98000
000743927,2025,12,1.10.04.01.003,0
000743927,2025,04,1.03.02.05.001,19020
000743927,2025,07,1.03.02.05.004,306951
007515474,2025,04,7.01.99.03.001,0
007516522,2025,12,2.02.01.03.003,0
007516757,2025,04,1.03.02.17.002,0
007516294,2025,05,1.02.01.01.001,26836
007517084,2025,09,1.03.02.04.999,0
007516477,2025,12,1.03.02.09.004,578956
007543747,2025,08,1.03.02.07.999,0
007516522,2025,04,1.03.02.07.008,0
007517084,2025,10,1.03.01.02.999,48313
007517104,2025,06,2.02.01.05.001,12905038
007516557,2025,03,0.00.00.99.999,0
007516578,2025,11,1.01.02.01.001,0
007518072,2025,04,1.02.01.01.001,249138
007518953,2025,12,1.03.01.02.999,42372
007519018,2025,08,1.03.02.09.001,0
007519359,2025,11,1.03.01.02.011,0
007516294,2025,12,1.03.01.01.001,0
007544140,2025,10,1.03.01.02.001,0
007544234,2025,07,1.03.02.11.002,0
007516840,2025,11,2.02.01.07.999,0
007517883,2025,01,1.03.02.19.010,265000
007518637,2025,05,1.03.02.18.999,16000
007520126,2025,07,1.04.02.03.001,0
007516465,2025,12,1.03.02.15.999,0
007517300,2025,04,1.03.01.01.002,0
007519359,2025,05,1.03.01.01.002,0
007519359,2025,11,1.03.02.13.999,0
000707695,2025,11,2.02.01.99.999,0
000707695,2025,11,7.01.99.03.001,0
000707695,2025,08,1.03.01.01.002,0
012547092,2025,12,1.03.01.02.004,0
012538449,2025,11,1.03.02.13.006,80561
012531145,2025,12,1.09.99.02.001,71000
000728541,2025,10,1.03.02.13.006,0
007504893,2025,09,1.03.02.15.999,0
007504893,2025,09,2.02.01.07.004,0
007506102,2025,02,1.01.02.01.001,9612
007513187,2025,06,1.03.01.02.001,0
007507841,2025,05,1.03.02.11.999,211222
017807119,2025,04,0.00.00.99.999,0
007517104,2025,08,1.03.01.02.005,0
007517755,2025,08,1.01.02.01.001,0
007508732,2025,10,1.03.02.09.004,0
007512529,2025,07,1.03.02.11.999,200000
018924097,2025,09,1.03.02.17.002,90
007512843,2025,12,1.10.04.01.003,1167050
007513498,2025,03,1.03.02.04.004,0
018928803,2025,03,1.03.02.02.999,0
017807119,2025,06,0.00.00.99.999,0
007513841,2025,10,1.03.01.02.012,100146
007514065,2025,09,1.03.02.02.999,0
007507587,2025,08,1.03.02.18.999,0
018930195,2025,08,1.03.01.02.001,0
018933849,2025,09,1.03.01.05.999,0
017935805,2025,05,1.03.02.07.004,17160
018940814,2025,10,0.00.00.99.999,0
017935805,2025,04,1.03.02.09.004,25000
007514391,2025,04,1.02.01.06.001,0
007508732,2025,12,1.03.02.09.004,0
007509686,2025,08,1.03.02.01.002,0
007511387,2025,05,1.03.02.11.999,0
007519359,2025,06,1.03.02.99.999,231550
017357290,2025,10,2.02.03.99.001,99800
007520087,2025,09,1.03.02.01.002,0
007514343,2025,07,1.03.02.16.002,0
018941112,2025,07,1.03.01.02.999,0
007513676,2025,11,1.03.02.13.002,36600
018944440,2025,09,1.03.02.07.008,168360
007515274,2025,05,1.01.01.01.004,2796428
007513302,2025,05,1.03.02.09.004,309870
007513498,2025,03,1.03.02.09.004,437000
018520029,2025,09,7.01.99.99.999,0
019018730,2025,11,1.01.02.01.001,88995
018944440,2025,12,1.03.02.04.004,0
018944549,2025,09,1.03.02.99.999,0
018940814,2025,02,1.10.04.01.003,0
018946485,2025,03,1.03.01.02.001,1582155
018946485,2025,09,1.03.01.05.999,0
018992366,2025,06,1.01.02.01.999,9500
018992366,2025,12,1.02.01.01.001,7990
018944549,2025,03,1.03.01.02.007,0
019036828,2025,07,1.03.02.07.006,0
018941108,2025,03,1.03.01.02.999,478148
018944549,2025,11,1.04.02.03.001,0
018944549,2025,04,1.09.99.02.001,0
018944639,2025,08,1.03.02.99.999,0
018973752,2025,05,1.03.01.02.999,0
018972834,2025,08,2.02.01.99.999,778997
018973496,2025,09,1.02.01.06.001,0
019070372,2025,10,1.03.02.17.002,0
018944684,2025,02,2.02.01.04.001,400000
018973182,2025,10,1.03.02.02.999,0
018973182,2025,07,1.03.02.11.999,1724001
018973756,2025,02,1.03.02.02.001,0
018963080,2025,09,1.10.04.01.003,0
018973351,2025,11,1.03.02.13.001,43920
018973498,2025,06,1.03.02.09.006,0
018993949,2025,11,1.03.01.02.001,27092
019032671,2025,12,1.01.02.01.001,91061
019035295,2025,11,1.03.02.04.999,0
019035843,2025,08,1.03.01.02.999,0
019036824,2025,11,1.03.02.15.999,58400
018992274,2025,06,1.10.03.01.001,609130
018974569,2025,06,2.02.01.04.001,0
018990732,2025,03,1.03.01.05.999,0
019013249,2025,01,1.03.02.07.008,102055
019013051,2025,07,2.02.01.05.001,3627049
019103154,2025,12,1.03.01.02.007,1400
019104377,2025,02,1.03.01.05.999,66832
018940824,2025,09,1.03.02.04.004,0
019054587,2025,12,1.09.99.04.001,3500
019070372,2025,09,1.03.02.10.001,0
018911760,2025,03,1.03.02.04.999,0
018994685,2025,08,1.01.02.01.999,0
019012837,2025,05,1.03.02.02.001,598981
018940824,2025,09,1.10.03.01.001,82687
019072719,2025,10,1.03.02.05.001,0
019072955,2025,11,1.03.02.07.999,27409
007581710,2025,03,1.03.02.15.999,4878634
007555165,2025,09,1.03.02.17.002,0
007559826,2025,11,1.01.01.02.002,0
007563337,2025,07,1.03.02.02.999,15018
007564254,2025,05,2.02.01.07.999,100000
007562861,2025,08,1.03.01.02.007,0
007562386,2025,05,1.03.02.17.002,0
007563348,2025,10,1.03.02.05.999,0
007566404,2025,07,1.01.02.01.001,173174
009197659,2025,08,1.02.01.01.001,21651
007575811,2025,12,1.02.01.99.999,81530
009181012,2025,12,1.03.02.07.008,72000
007566243,2025,11,1.03.02.09.004,0
007564343,2025,08,1.03.02.09.001,0
007579732,2025,05,1.03.01.01.002,0
007566404,2025,11,1.03.02.02.005,0
019000480,2025,04,0.00.00.99.999,0
019012838,2025,03,1.03.02.11.999,278
019098739,2025,03,1.03.02.04.004,89000
019133198,2025,11,1.03.02.15.999,117600
019172874,2025,07,7.01.01.02.001,365880
019174908,2025,05,7.01.03.02.001,0
019013742,2025,09,1.10.04.01.002,0
019111896,2025,12,1.03.01.02.004,0
019176734,2025,04,1.03.01.02.007,0
019134819,2025,12,1.03.02.17.002,0
019015827,2025,08,1.03.02.15.999,617500
019016165,2025,12,1.03.02.07.004,32940
019707010,2025,08,1.03.01.02.001,0
019134819,2025,03,1.03.01.02.001,293617
019053609,2025,11,1.03.02.16.002,6044
019054582,2025,05,1.01.02.01.001,0
019054585,2025,02,7.01.99.03.001,70000
019070373,2025,08,1.03.02.13.001,0
019178119,2025,09,7.01.03.01.001,23100
019016203,2025,06,2.02.03.02.002,0
019018730,2025,10,1.09.99.01.001,0
019028636,2025,07,1.03.02.07.002,0
019138144,2025,06,1.03.02.01.002,0
019138144,2025,07,7.01.01.02.001,14334
019193014,2025,08,1.03.02.05.001,34855
019193014,2025,06,1.03.02.19.002,0
019204930,2025,10,0.00.00.99.999,0
019205232,2025,05,1.03.01.02.006,0
019206194,2025,12,1.03.02.15.999,115000
019172872,2025,09,2.02.01.07.999,0
019124213,2025,12,1.03.01.02.004,0
019124272,2025,09,1.03.02.15.999,1800
019707774,2025,12,1.03.02.05.999,0
019718779,2025,09,1.03.01.02.007,121064
019176734,2025,02,1.03.01.02.007,381460
019138144,2025,12,1.03.02.07.008,0
019138620,2025,12,1.03.02.07.999,0
019745927,2025,03,1.03.02.16.999,0
019718779,2025,10,1.03.02.15.999,0
019138144,2025,11,1.03.02.07.999,651100
019178119,2025,11,1.03.02.05.999,0
019172719,2025,10,1.03.02.15.999,0
021623115,2025,10,1.03.02.07.006,253000
021623115,2025,11,2.02.01.07.999,6490
023204241,2025,03,1.03.02.05.002,2928
019749501,2025,06,1.09.99.04.001,0
021021750,2025,12,1.03.02.02.004,0
021621199,2025,11,1.03.01.02.006,0
021621199,2025,12,1.03.02.02.999,0
024205423,2025,12,1.03.02.15.999,2634923
024258678,2025,06,0.00.00.99.999,0
019742113,2025,11,0.00.00.99.999,0
021644144,2025,12,1.03.02.17.002,109000
021321554,2025,06,1.03.02.11.002,0
029397937,2025,12,1.03.02.09.003,11000
029399411,2025,02,1.03.02.11.999,77000
029401477,2025,01,1.03.01.02.001,87741
029401082,2025,07,1.03.02.18.999,22500
029400972,2025,06,1.03.02.13.006,12400
029401647,2025,05,1.03.01.05.999,0
029401439,2025,09,1.03.01.02.999,402653
029401500,2025,10,1.03.02.17.002,25000
029401649,2025,05,0.00.00.99.999,0
029401699,2025,10,1.03.02.02.001,0
029398906,2025,12,1.03.01.02.011,0
028832695,2025,05,1.03.02.09.006,0
028841332,2025,03,1.03.02.99.999,0
028841353,2025,07,1.03.02.02.004,0
028840971,2025,08,1.03.01.02.001,0
028841225,2025,10,2.02.01.07.999,0
028841024,2025,06,2.02.01.07.999,0
028841088,2025,08,1.03.02.04.004,0
028842150,2025,10,1.10.04.01.003,0
028841138,2025,11,1.03.01.01.001,0
029943490,2025,12,1.03.02.15.999,70000
029945307,2025,11,1.03.02.11.002,0
029945307,2025,06,1.04.02.03.001,0
029402251,2025,02,1.03.02.16.002,998
029393165,2025,03,1.03.01.02.008,378420
029399411,2025,02,1.03.02.07.008,13514
029929063,2025,09,1.03.02.15.999,0
029401354,2025,07,1.01.01.01.002,79000
029401481,2025,04,1.03.01.02.001,14000
007512416,2025,08,1.02.01.01.001,80944
029973864,2025,04,1.03.02.02.999,371475
029960180,2025,07,1.03.02.17.002,35000
029401506,2025,04,1.02.01.01.001,0
029401558,2025,12,1.10.04.01.003,0
029401570,2025,07,1.03.02.07.999,4598
029401574,2025,09,1.01.02.01.001,0
029401652,2025,04,1.03.02.16.999,562218
029400883,2025,10,1.03.02.07.008,29846
029976743,2025,12,1.03.01.02.012,8000
029400886,2025,10,0.00.00.99.999,0
029936406,2025,08,1.03.02.16.999,0
029936409,2025,05,1.03.02.07.006,0
029401703,2025,05,1.03.01.02.999,799406
007505323,2025,09,0.00.00.99.999,0
007511820,2025,10,1.03.01.02.001,18910
007515698,2025,07,1.10.04.99.999,0
007504551,2025,10,1.03.02.99.999,0
007504781,2025,08,1.03.02.01.002,0
007509523,2025,03,1.03.02.04.999,355500
007509523,2025,11,1.01.02.01.001,0
007516493,2025,11,1.03.02.04.004,66000
007516493,2025,05,1.03.02.16.999,180000
007511820,2025,10,1.03.01.01.001,0
007512529,2025,01,1.03.01.02.012,21719
007505608,2025,07,1.03.01.02.007,14550
007506652,2025,04,1.03.02.11.999,2898721
007508993,2025,02,1.03.01.05.999,13169
007507303,2025,11,1.01.01.01.002,2011661
007507587,2025,03,1.01.01.01.002,3608968
007516840,2025,09,2.02.01.07.999,0
007508732,2025,11,1.03.02.15.999,0
007513374,2025,12,1.03.02.02.999,50000
007513841,2025,02,7.01.99.03.001,100000
007507765,2025,12,2.02.01.99.002,19180
007508993,2025,02,1.03.02.01.008,0
007515784,2025,02,1.03.01.02.007,99701
007513374,2025,11,1.03.02.16.999,0
007513620,2025,11,1.03.01.02.001,127497
007513841,2025,08,1.03.02.16.999,315
007513678,2025,11,1.03.02.11.999,105000
007512060,2025,12,1.01.01.01.008,0
007513841,2025,12,1.01.01.01.004,0
007512060,2025,02,1.03.02.05.999,6169
007514538,2025,10,1.03.02.02.999,197040
007549282,2025,12,1.03.02.09.008,0
007547465,2025,06,1.03.02.07.008,0
007549688,2025,10,7.01.99.03.001,0
007548763,2025,06,0.00.00.99.999,0
007551780,2025,09,1.03.02.04.004,145000
007549179,2025,04,1.03.02.09.003,0
007550804,2025,05,1.03.02.07.006,0
007549442,2025,10,1.03.02.15.999,7573400
030574597,2025,07,1.03.01.02.007,0
007549351,2025,08,1.01.01.01.002,166158
007551792,2025,11,1.03.02.18.999,0
007550157,2025,04,2.02.01.99.001,0
007550384,2025,08,1.03.01.02.006,0
007552429,2025,05,1.01.01.01.004,230592
030586645,2025,10,1.03.02.04.999,219600
007549282,2025,06,1.04.02.03.001,0
007549308,2025,06,1.01.01.01.004,167500
007550804,2025,10,1.03.01.02.011,70841
007550157,2025,05,7.01.99.03.001,0
007550804,2025,05,1.03.02.02.004,0
007551632,2025,03,1.03.02.13.003,3843
007552743,2025,04,1.03.02.19.002,2256
007553064,2025,11,1.03.01.02.006,0
030867648,2025,12,1.03.02.18.999,0
007551665,2025,04,1.03.02.07.008,73500
007552349,2025,10,1.03.02.99.999,0
007551817,2025,05,1.03.02.04.004,122000
007552113,2025,10,1.03.01.02.006,0
030550035,2025,05,1.01.01.01.004,241026
007549866,2025,07,1.03.02.15.999,1780250
007547985,2025,09,2.02.01.07.999,0
007550804,2025,02,1.03.02.15.999,1971163
007548474,2025,11,1.03.02.18.999,0
007505122,2025,10,1.03.01.05.999,0
007506572,2025,12,1.03.01.01.002,0
007507052,2025,11,1.03.02.07.006,0
007507303,2025,07,2.02.01.03.003,0
007508993,2025,08,1.03.02.07.008,0
007510691,2025,06,1.03.02.09.011,6000
007546984,2025,10,1.01.01.01.002,23334
007521697,2025,12,1.03.02.99.999,0
007520183,2025,10,1.03.02.17.002,0
007547518,2025,03,1.03.02.04.004,0
007523030,2025,10,5.01.01.01.001,0
007523145,2025,04,1.03.01.02.005,0
007520183,2025,10,1.04.02.03.001,0
007523030,2025,02,5.01.01.01.001,497970
007527453,2025,10,1.01.02.01.001,0
007542732,2025,12,1.03.02.07.006,0
007543205,2025,03,1.03.01.02.012,0
007543205,2025,03,2.02.01.99.999,2839237
007543047,2025,12,1.03.02.16.999,88410
007543160,2025,01,0.00.00.99.999,0
007523013,2025,07,1.01.01.01.002,0
007523078,2025,11,1.03.02.05.001,66640
007523901,2025,12,1.03.02.07.006,6380
007527406,2025,02,1.03.01.02.001,225890
007543819,2025,10,1.03.02.99.999,0
007543960,2025,11,1.03.02.04.999,91400
007543960,2025,12,1.03.02.11.999,0
007548474,2025,05,1.03.02.09.011,2615
007527453,2025,01,1.03.02.13.001,16000
007544187,2025,09,1.01.01.01.004,0
007544210,2025,09,1.03.02.02.001,0
007525201,2025,10,1.03.02.15.999,177273
007527406,2025,11,1.03.02.04.004,176256
007528364,2025,09,1.03.01.02.999,0
007536314,2025,06,1.03.01.02.001,0
007544736,2025,10,1.03.02.11.002,0
007542946,2025,05,1.03.02.01.001,0
007549688,2025,02,1.03.02.16.002,7834
007544674,2025,03,1.09.99.04.001,0
007543160,2025,09,1.10.03.01.001,0
007542630,2025,12,1.10.03.01.001,72672
007542946,2025,07,1.03.02.11.999,79445
007550384,2025,05,1.03.02.09.004,80000
007544140,2025,04,1.03.02.15.999,6999008
007550818,2025,04,1.03.02.09.006,42500
007550818,2025,10,2.02.01.03.001,0
007550996,2025,12,1.01.02.01.999,0
007544736,2025,05,1.03.02.02.004,0
007545529,2025,10,1.03.02.17.002,0
007544663,2025,07,1.01.01.01.002,1058398
007546329,2025,12,2.02.01.99.002,0
007543960,2025,12,1.03.02.17.002,0
007544663,2025,09,1.03.01.02.007,731542
007545653,2025,07,1.03.01.02.007,10689
007545695,2025,10,1.10.04.01.003,0
007545780,2025,06,1.01.01.02.999,0
007545092,2025,11,1.03.02.17.002,90000
007547465,2025,04,1.03.02.16.002,0
007555162,2025,03,1.03.02.11.999,1098400
007553231,2025,03,2.02.01.01.001,6410
007553929,2025,08,1.03.01.05.999,0
007554900,2025,09,1.04.01.02.999,0
007555162,2025,03,1.03.02.17.002,1350
007556664,2025,08,1.03.01.02.007,0
007556540,2025,12,1.03.02.05.001,0
007556664,2025,10,1.10.04.01.003,0
007554791,2025,12,2.02.03.99.001,2357211
007579732,2025,12,1.03.02.18.999,159900
007581710,2025,10,1.03.01.02.012,0
007556664,2025,10,1.03.02.16.999,0
007557675,2025,09,2.02.01.03.003,0
007554403,2025,03,1.03.02.17.002,2222
007554791,2025,04,1.03.01.02.001,7930
007554699,2025,11,2.02.01.03.001,0
007556721,2025,03,1.03.02.04.999,2720
007563110,2025,11,1.03.01.02.001,38230
007563337,2025,07,1.01.01.01.002,269150
007563337,2025,11,1.03.01.02.011,10151
