codice_ente,anno,mese,codice_gestionale,importo_centesimi
028834708,2021,12,1.01.01.01.008,630000
007554699,2021,01,1.03.02.07.006,80520
023392442,2021,01,1.03.01.02.006,13884
011137987,2021,02,1.03.02.05.006,1182633
019072941,2021,10,1.03.02.19.004,7928
025242329,2021,01,1.03.02.14.999,681091
019172874,2021,04,1.02.01.01.001,850
019172864,2021,10,1.03.02.09.006,150443
007553433,2021,04,1.03.02.04.999,36500
032991391,2021,03,2.02.01.06.001,1000034
019072955,2021,10,0.00.00.99.999,0
012530754,2021,12,2.02.01.07.999,2228940
019138144,2021,12,1.03.02.04.999,41527
018973752,2021,07,1.03.01.02.999,27450
007514353,2021,08,1.03.02.16.002,4763
019047613,2021,01,1.03.02.01.002,1806
019035085,2021,07,1.03.02.09.006,15093
019178119,2021,06,7.01.01.02.001,175580
019072945,2021,11,2.02.01.07.003,20618
018941110,2021,05,1.03.02.19.001,36424
000717661,2021,10,1.03.02.13.999,677806
018520029,2021,06,1.03.02.11.999,1009222
018520029,2021,03,7.01.03.01.001,20000
018941110,2021,05,1.03.02.11.999,1582224
018941110,2021,04,1.03.02.17.999,600
018990403,2021,07,0.00.00.99.999,0
019174908,2021,02,1.03.02.11.999,1998743
019172872,2021,01,2.02.01.07.999,141520
007553433,2021,02,7.01.99.03.001,100000
019072945,2021,11,1.03.02.04.999,94499
018941110,2021,03,1.03.01.02.001,7743
017384804,2021,01,1.03.02.11.999,506566
018941108,2021,08,1.03.02.10.002,350000
018913998,2021,02,1.03.02.99.999,42500
019028636,2021,02,1.03.02.11.999,1512390
019172868,2021,03,1.03.02.16.002,944
007555901,2021,03,1.10.04.01.001,668600
019174908,2021,05,7.01.03.02.001,14976
019072941,2021,11,7.01.01.02.001,291374
019015206,2021,04,7.01.03.01.001,28800
007553433,2021,04,7.01.03.01.001,33900
011138356,2021,12,1.03.02.13.999,936473
019111896,2021,09,1.03.02.13.002,1055701
018990409,2021,03,1.03.02.09.006,27450
019172864,2021,12,1.03.02.04.999,90000
011303762,2021,07,1.03.02.02.002,40440
018941110,2021,11,1.03.02.07.008,34770
012530754,2021,06,1.03.02.10.001,10500
019028636,2021,10,7.01.01.02.001,283680
018911760,2021,08,1.03.02.99.999,20000
007544234,2021,10,1.03.01.05.001,3210
018911760,2021,03,1.02.01.01.001,2742
012512466,2021,07,1.03.02.11.999,827100
000709369,2021,03,1.03.01.05.999,273690
018973497,2021,11,1.03.02.05.002,827
019028636,2021,11,1.09.99.04.001,13850
007576222,2021,01,2.02.01.07.999,1667301
011138356,2021,11,1.02.01.06.001,194220
011137987,2021,05,1.03.02.05.004,170275
018520029,2021,02,1.03.02.13.999,939083
018990403,2021,02,1.03.01.05.999,23180
018911761,2021,03,1.03.02.11.999,4702240
007563110,2021,03,1.03.02.05.004,389352
019138144,2021,07,1.03.02.05.001,61293
007544234,2021,03,2.02.01.07.002,450180
018941110,2021,12,1.03.02.05.001,75638
007555901,2021,02,1.03.02.07.999,11669
015736032,2021,01,0.00.00.99.999,0
018941112,2021,10,1.03.02.17.999,600
007554838,2021,11,1.10.05.01.001,10600
019172872,2021,12,1.03.02.16.002,8655
028841383,2021,02,1.03.02.07.008,19886
012541491,2021,08,1.03.02.02.002,2688
019174909,2021,05,1.03.02.09.003,19642
007514353,2021,06,1.03.01.02.999,126744
018941099,2021,10,1.03.02.05.999,173044
020925866,2021,11,1.03.02.13.001,73322
007544234,2021,01,1.03.02.09.006,104614
011138356,2021,06,1.03.02.13.999,668560
019035085,2021,03,1.03.01.05.999,292065
019035085,2021,07,1.03.02.09.011,29280
019138144,2021,11,1.03.02.14.999,92028
000709369,2021,05,2.02.01.05.999,36832
032991391,2021,03,1.10.99.99.999,26000
018973497,2021,04,1.02.01.01.001,121955
019072945,2021,02,1.03.01.02.006,1980
007553433,2021,05,7.01.01.02.001,148664
019174908,2021,12,7.01.01.02.001,62449
010736473,2021,12,1.03.02.99.999,452400
018941099,2021,03,1.03.02.01.001,3010
019072944,2021,12,1.03.02.14.999,364849
019174908,2021,02,1.03.01.05.999,161505
018911763,2021,01,1.03.02.19.006,12200
012530754,2021,09,1.03.02.09.005,27252
007544234,2021,04,1.03.02.17.999,1200
012541490,2021,07,0.00.00.99.999,0
000709369,2021,04,2.02.01.05.999,147168
019172864,2021,05,1.03.01.02.999,4024
019178119,2021,08,1.04.01.02.999,43400
007514353,2021,02,1.03.02.11.999,1258652
007514353,2021,04,1.03.02.05.001,130293
007554791,2021,02,1.03.02.11.999,1382981
007514353,2021,12,1.03.02.05.999,21100
007554699,2021,05,0.00.00.99.999,0
023392442,2021,12,1.03.02.07.002,45000
019138134,2021,12,1.03.01.02.006,393499
007514353,2021,04,1.03.02.11.999,1638552
019124207,2021,07,1.03.02.05.999,573923
012541491,2021,03,2.02.01.07.999,508240
019111896,2021,10,1.03.02.07.004,224358
018941110,2021,06,1.03.02.11.999,707220
011137987,2021,02,1.03.02.05.004,148196
011138356,2021,08,1.03.02.05.005,46954
007514353,2021,01,1.03.01.02.999,440184
007555901,2021,02,1.03.02.07.002,1152008
018973496,2021,02,1.03.02.13.999,531676
019178119,2021,12,2.02.03.99.001,771528
019035085,2021,04,1.03.02.19.001,76860
018973496,2021,11,1.03.02.09.006,66282
017384804,2021,05,1.03.02.09.006,7500
018973752,2021,10,2.02.01.04.001,599192
011138356,2021,12,2.02.01.03.999,139080
007555901,2021,05,1.03.02.17.999,13565
019076394,2021,05,7.01.03.01.001,21600
028841383,2021,06,1.03.02.04.999,32500
019076394,2021,10,1.03.02.05.001,88244
018941099,2021,09,1.03.02.19.005,183000
011303762,2021,08,1.03.02.05.005,43390
007554791,2021,09,1.03.02.10.001,1659417
011138356,2021,12,2.02.03.99.001,414800
015736032,2021,10,1.03.02.07.006,20130
018911760,2021,12,1.03.02.04.999,24400
015736221,2021,01,7.02.99.99.999,11315
019072944,2021,05,1.03.02.99.999,49500
019015206,2021,03,1.03.02.14.999,499040
019174909,2021,11,1.03.01.05.999,439112
010736473,2021,11,0.00.00.99.999,0
007555901,2021,08,7.01.03.02.001,9959
032991391,2021,04,1.03.02.05.006,570839
007553443,2021,08,1.03.02.05.003,248880
019028636,2021,03,1.03.02.13.002,820960
019174908,2021,08,1.03.02.04.999,18300
019172864,2021,12,1.03.02.99.999,23850
018941110,2021,03,1.03.02.09.006,14030
018941099,2021,11,1.03.02.14.999,393053
007554791,2021,10,2.02.03.99.001,1361764
012530754,2021,06,1.03.01.02.001,61181
007514353,2021,02,1.03.02.11.002,351904
018990409,2021,11,2.02.01.07.999,1172054
007514353,2021,03,1.02.01.06.001,1254373
007554791,2021,02,1.03.02.07.007,75396
007554699,2021,12,1.03.02.99.999,25350
000717661,2021,06,7.02.99.99.999,245000
019172874,2021,11,7.01.01.02.001,112508
019111896,2021,09,1.03.02.07.006,4900
019172864,2021,07,1.02.01.01.001,211055
000717661,2021,01,7.01.01.02.001,1358710
012541490,2021,11,2.02.01.03.001,286700
007554791,2021,05,7.01.03.01.001,316328
028841383,2021,11,1.03.02.05.004,104882
028834708,2021,07,1.03.02.07.006,520000
015736032,2021,03,7.01.03.01.001,4918
018941099,2021,10,7.01.03.02.001,14050
019072945,2021,12,2.02.01.07.003,20618
007554699,2021,12,1.03.02.13.999,361715
023204241,2021,11,1.03.02.13.999,630325
011138356,2021,04,1.03.02.99.999,431690
019172864,2021,01,1.03.01.05.999,214744
018520029,2021,12,0.00.00.99.999,0
018911761,2021,05,0.00.00.99.999,0
019172864,2021,11,1.02.01.01.001,7565
007555901,2021,10,0.00.00.99.999,0
019174909,2021,04,1.03.01.02.999,5160
018973500,2021,05,1.03.02.04.004,29200
019174908,2021,01,0.00.00.99.999,0
015736489,2021,01,1.03.02.11.999,1973102
020925866,2021,06,1.03.02.02.002,9552
015736032,2021,07,1.03.02.07.999,18300
019076390,2021,10,1.03.02.11.999,477477
007554838,2021,11,1.03.02.13.001,43920
007563110,2021,03,1.03.01.02.006,4880
019111896,2021,10,1.03.01.01.002,16400
019111896,2021,03,1.03.01.02.006,57682
007514598,2021,06,1.03.02.11.999,4173633
018973500,2021,12,1.03.01.02.011,7546
018973496,2021,07,7.01.01.02.001,430113
019172868,2021,01,1.03.02.99.999,56100
019047613,2021,05,2.02.01.07.999,625860
023392442,2021,09,1.03.02.04.004,10980
017384804,2021,09,1.03.02.09.011,227
007544234,2021,12,1.03.02.10.002,307727
007563110,2021,12,1.03.02.05.006,1706370
000717661,2021,07,0.00.00.99.999,0
015736489,2021,11,7.01.01.02.001,106223
018911760,2021,07,2.02.01.04.001,439200
019172872,2021,12,1.03.01.02.001,513841
007555901,2021,09,1.03.02.13.001,141520
000717661,2021,04,7.01.01.02.001,553885
015736032,2021,09,1.03.02.13.999,8308
018911761,2021,04,1.03.01.02.001,1500
011137987,2021,05,1.03.01.02.012,9140
010736473,2021,05,0.00.00.99.999,0
019124207,2021,08,1.03.01.02.999,13806
023392442,2021,02,1.03.02.16.002,5856
012530788,2021,04,1.03.02.11.999,392963
028834708,2021,11,1.01.01.01.002,53785
007554791,2021,07,7.01.03.02.001,680
012530754,2021,02,7.02.04.02.001,129000
012541490,2021,10,1.03.01.02.001,103461
018973498,2021,01,1.03.02.17.002,3600
019015206,2021,05,1.03.02.07.006,43920
019174908,2021,04,1.03.02.13.999,11207
018941110,2021,11,7.01.01.02.001,536687
012530788,2021,04,1.03.02.99.999,134460
007554699,2021,03,1.03.02.99.999,4000
011303762,2021,10,0.00.00.99.999,0
011138356,2021,11,7.01.01.02.001,551631
019111896,2021,03,1.03.02.11.999,1858016
019072945,2021,06,1.03.01.02.006,25743
015735784,2021,09,0.00.00.99.999,0
000717661,2021,11,1.03.02.13.001,315166
007554791,2021,12,1.03.02.13.999,697028
007563110,2021,04,0.00.00.99.999,0
019111896,2021,08,1.02.01.01.001,43350
007554900,2021,12,1.03.01.05.999,712221
007553433,2021,02,2.02.01.07.999,362950
018973496,2021,04,1.03.01.01.001,58730
007554791,2021,02,1.03.02.13.999,276180
007554900,2021,05,1.03.02.13.999,55754
019076390,2021,05,1.03.02.05.001,27995
018941108,2021,07,1.03.02.05.001,219654
015735784,2021,03,1.03.01.05.999,114100
019172872,2021,08,1.02.01.01.001,8925
018520029,2021,08,1.03.02.09.011,136494
018941099,2021,12,1.03.02.16.002,4520
019111896,2021,09,7.01.01.02.001,445296
019111896,2021,11,1.04.01.02.017,20000
010736473,2021,10,1.03.02.07.007,985150
023392442,2021,11,1.03.02.02.002,1900
007514598,2021,12,1.02.01.01.001,14348
019172868,2021,04,2.02.01.03.999,34843
019138144,2021,03,1.03.02.11.999,1682791
015735784,2021,06,7.01.03.01.001,29400
032991391,2021,10,1.03.01.02.014,216062
028834708,2021,11,1.03.02.11.999,433560
019028636,2021,03,1.03.01.05.999,24132
007514353,2021,09,2.02.01.07.999,54778
007576222,2021,01,1.03.01.02.999,32679
018973496,2021,01,1.03.02.02.004,10370
019015206,2021,01,1.03.02.11.999,362700
019076390,2021,08,1.03.02.02.002,400
019035085,2021,06,7.01.01.02.001,175146
012541491,2021,02,1.03.02.17.002,5000
019124207,2021,08,1.03.02.05.005,267566
012541490,2021,11,7.01.99.99.999,1654177
019178119,2021,02,7.01.01.02.001,128262
019072955,2021,01,1.03.02.09.006,24252
026345691,2021,12,1.10.03.01.001,863808
007554791,2021,08,1.03.02.05.004,108786
019178119,2021,11,1.04.01.02.999,25000
007514598,2021,03,2.02.01.03.999,693570
019174908,2021,12,1.03.02.14.999,565275
018973756,2021,11,1.09.99.04.001,2500
018990409,2021,11,1.03.02.11.999,2720664
018913998,2021,01,1.03.02.99.999,55200
019076394,2021,04,1.03.01.02.999,973313
018941112,2021,07,1.02.01.01.001,67218
018911763,2021,09,1.03.01.05.999,75796
019124213,2021,03,7.01.03.01.001,94140
015735784,2021,08,2.02.01.07.003,80520
018973756,2021,01,7.01.99.03.001,80000
018913998,2021,07,1.03.02.09.006,232877
023392442,2021,01,7.01.03.01.001,220777
000709369,2021,11,1.03.02.05.002,4160
012530754,2021,09,1.03.02.17.002,2550
019174908,2021,01,7.01.01.02.001,273530
018973756,2021,01,1.03.02.11.999,3865934
018941108,2021,02,1.03.02.10.001,144000
015735784,2021,05,7.01.01.02.001,305703
019172867,2021,12,1.03.01.01.001,18000
020925866,2021,01,1.03.02.09.006,41955
019138144,2021,02,1.03.02.09.005,2039
019172874,2021,07,1.03.02.10.001,1267501
019178119,2021,04,1.03.02.14.999,139498
019174908,2021,09,7.02.04.01.001,15000
018940817,2021,10,0.00.00.99.999,0
015736221,2021,09,1.03.02.09.011,18910
018911763,2021,03,1.03.02.07.007,124269
007555901,2021,09,1.03.02.05.001,63384
007553443,2021,09,1.03.02.05.001,77923
018941108,2021,07,1.03.02.16.002,3846
019178119,2021,05,1.04.01.02.017,28571
018990409,2021,09,2.02.01.07.002,869250
018990409,2021,10,1.03.02.17.002,3600
007514353,2021,10,1.03.01.02.006,1178
018911761,2021,09,1.03.01.02.001,81038
018941110,2021,02,1.03.01.02.014,7746
018941112,2021,10,1.03.01.02.999,254927
012541490,2021,10,2.02.01.03.999,711114
007576222,2021,12,1.03.02.09.012,61000
019111896,2021,09,1.03.01.01.001,5600
018973500,2021,07,1.03.02.11.999,3547478
012530754,2021,06,1.03.02.05.001,24986
015735784,2021,05,0.00.00.99.999,0
012541491,2021,02,1.03.01.05.999,186121
019174909,2021,12,1.03.02.99.999,30730
019015206,2021,07,1.03.02.99.999,138500
032991391,2021,10,1.03.02.11.002,48000
007554699,2021,11,1.03.01.02.009,1950
007544234,2021,10,1.03.01.02.999,98390
000709369,2021,01,2.02.03.99.001,34272
019172864,2021,02,1.03.02.04.999,80000
019124207,2021,12,1.03.02.04.999,119000
019178119,2021,03,1.03.02.05.999,2440
007554900,2021,06,1.03.02.05.001,114646
018973756,2021,10,1.03.01.05.999,216518
018941110,2021,02,1.03.02.05.002,793
017384804,2021,02,1.03.02.16.002,2375
019124207,2021,11,7.01.01.02.001,217882
019172867,2021,05,7.01.01.02.001,489352
007514353,2021,08,1.03.02.05.001,1951
019076394,2021,04,1.03.02.09.005,40718
015735784,2021,07,2.02.01.03.999,1470409
015735784,2021,03,1.03.02.13.999,46238
028841383,2021,04,1.03.01.02.012,64416
007555901,2021,06,1.03.02.09.008,100000
028841383,2021,11,1.04.02.05.999,106975
011303762,2021,03,1.03.01.02.006,128551
018973498,2021,07,1.03.02.04.999,45000
011303762,2021,04,0.00.00.99.999,0
007554900,2021,06,1.03.02.11.999,1857226
010736473,2021,12,1.03.02.11.999,3764712
011137987,2021,11,1.03.02.09.004,82350
000717661,2021,12,1.03.02.17.002,60000
032991391,2021,05,1.03.02.05.006,408784
018520029,2021,01,1.03.02.05.999,9000
028834708,2021,11,1.03.02.13.999,37000
018941108,2021,01,1.10.04.01.001,47750
019047613,2021,08,1.03.01.02.001,592796
028841383,2021,01,7.01.03.01.001,43350
018973500,2021,03,1.03.02.11.002,182442
000709369,2021,04,1.02.01.06.001,758389
018911760,2021,11,1.03.01.05.999,196099
018973496,2021,02,1.04.02.05.999,13400
019072955,2021,12,7.01.03.01.001,57000
019138144,2021,07,7.01.01.02.001,96317
007514353,2021,03,1.03.02.13.999,484019
023392442,2021,07,1.03.02.10.001,926000
010736473,2021,12,1.03.02.16.002,4138
032991391,2021,03,2.02.01.05.999,1904513
015735784,2021,01,1.03.02.04.999,17129
019172874,2021,05,1.03.01.05.999,34209
019028636,2021,02,0.00.00.99.999,0
019015206,2021,12,0.00.00.99.999,0
010736473,2021,08,1.03.02.09.006,20203
018941099,2021,02,1.03.01.02.006,61000
007514353,2021,08,1.03.02.17.002,2318
019124207,2021,01,1.03.02.05.004,419777
018941108,2021,07,1.03.01.02.001,89552
019124207,2021,12,1.10.04.01.999,15000
000717661,2021,04,1.03.02.05.002,3904
023392442,2021,05,1.03.02.99.999,148800
018520029,2021,03,1.03.01.02.004,169702
019072944,2021,10,2.02.01.07.004,174460
018973500,2021,07,1.03.02.10.001,76250
018913998,2021,04,1.03.02.07.007,28426
019138134,2021,04,1.03.01.05.999,20364
018973500,2021,04,1.03.01.02.999,21150
019111896,2021,09,1.03.02.05.001,283
015736489,2021,09,1.03.02.19.004,22204
018941099,2021,03,1.03.02.09.006,4691
011303762,2021,08,1.03.02.09.004,88000
019124213,2021,03,7.01.01.02.001,575344
007553433,2021,07,1.03.02.99.999,10000
018973496,2021,11,1.03.02.05.999,419519
028834708,2021,11,1.03.02.05.999,19000
018520029,2021,12,2.02.01.07.999,52460
018911763,2021,08,1.03.02.13.999,8540
018520029,2021,11,1.03.02.05.006,424818
019138134,2021,07,1.03.02.02.002,28712
018973498,2021,04,1.03.02.09.004,40349
019178119,2021,12,1.03.02.19.005,12932
032991391,2021,04,1.03.02.13.001,36600
007554900,2021,10,1.03.02.05.001,115851
007554900,2021,05,1.03.02.19.011,7239
023204241,2021,04,1.03.01.02.004,58865
018973498,2021,07,1.03.02.09.004,36668
015736221,2021,06,1.03.01.02.001,43829
018973496,2021,01,1.03.02.13.999,1735572
018941099,2021,12,1.02.01.01.001,11263
007554838,2021,02,1.03.02.13.001,43920
019111896,2021,01,1.03.02.13.002,472596
007554900,2021,04,1.03.01.02.011,4028
018973756,2021,08,1.03.02.05.001,107112
019138144,2021,09,1.03.02.10.001,164700
018973756,2021,04,7.01.03.01.001,14682
007555901,2021,11,1.03.02.10.001,241843
018520029,2021,08,1.02.01.06.001,114083
015735784,2021,04,0.00.00.99.999,0
018520029,2021,06,1.03.02.01.002,22483
018973756,2021,04,1.03.01.05.999,206195
019172874,2021,06,1.03.01.05.999,169049
015749590,2021,05,1.03.02.99.999,255445
019111896,2021,09,2.02.01.03.999,1281000
007554791,2021,06,1.03.02.13.002,1255767
019138134,2021,10,1.03.02.11.999,53300
019072955,2021,08,1.03.01.02.004,58465
007563110,2021,08,7.01.01.02.001,174817
032991391,2021,06,1.03.02.11.999,552900
007576222,2021,06,1.03.02.05.999,1219
007554699,2021,07,1.03.01.02.001,13969
019172874,2021,07,7.01.03.01.001,231701
019172864,2021,09,2.02.01.05.999,159088
018990403,2021,07,1.03.02.99.999,67320
012541491,2021,02,1.03.02.10.001,149767
019072945,2021,02,1.03.02.09.005,14523
019076394,2021,06,1.03.02.13.999,207052
000709369,2021,11,1.03.01.05.999,212109
010736473,2021,06,1.03.01.05.001,8085
026345691,2021,10,1.01.02.01.001,329606
023392442,2021,03,7.01.01.02.001,493080
019138144,2021,02,1.03.02.02.001,1869
007554900,2021,09,1.03.01.02.999,1163880
000709369,2021,02,7.01.01.02.001,228080
025242329,2021,09,2.02.01.07.999,161992
007576222,2021,04,1.03.02.07.999,8540
018520029,2021,12,1.03.02.17.002,2600
007555901,2021,05,1.03.02.05.001,64802
018520029,2021,06,1.03.02.07.002,30000
018990403,2021,03,1.02.01.01.001,11900
018941110,2021,05,1.03.02.07.006,30866
007554699,2021,07,7.01.01.02.001,542635
019174909,2021,11,1.03.02.02.001,1075
019172867,2021,12,1.03.02.11.999,7930005
007553443,2021,12,1.03.02.05.003,260592
012530754,2021,09,1.03.02.16.002,2307
012530754,2021,07,1.04.02.05.999,312050
019072944,2021,06,1.03.02.10.001,50000
018911763,2021,10,1.03.02.10.001,109800
023204241,2021,04,1.03.01.02.999,1350605
018520029,2021,02,1.03.01.02.001,270697
017384804,2021,04,1.03.02.17.002,800
012541491,2021,01,1.03.01.02.001,106049
019072945,2021,03,1.03.02.09.005,126880
007555901,2021,02,1.03.01.05.006,67253
019172874,2021,05,1.03.02.99.999,32960
019076394,2021,11,1.03.02.14.999,140303
019111896,2021,05,1.03.02.05.004,313806
019072945,2021,12,1.03.02.10.001,50325
019174908,2021,02,1.03.01.02.999,117908
019072944,2021,01,7.01.03.01.001,33000
019174909,2021,08,1.03.01.05.999,41381
007554900,2021,10,1.03.02.10.001,344000
007554900,2021,11,1.03.02.10.001,321710
019172868,2021,01,7.01.99.01.001,3200
019172872,2021,03,7.01.99.99.999,19115
018990409,2021,05,1.03.02.19.009,92232
019035085,2021,04,0.00.00.99.999,0
012541490,2021,11,1.03.02.05.006,28025
012530754,2021,04,2.02.01.07.999,378200
000709369,2021,12,1.03.02.07.008,13988
019076394,2021,12,1.03.02.05.001,76004
007544234,2021,10,1.03.02.11.999,1523569
019174909,2021,01,1.03.02.04.004,22570
012530788,2021,05,1.03.02.05.004,138770
025242329,2021,03,1.03.02.19.010,151969
012530754,2021,12,1.03.02.10.001,386957
018913998,2021,02,1.03.02.05.002,49502
019047613,2021,08,0.00.00.99.999,0
019124207,2021,08,7.01.01.02.001,340249
019072955,2021,07,0.00.00.99.999,0
007555901,2021,08,1.03.02.17.001,1300
015736489,2021,07,1.03.01.02.999,79773
019076394,2021,03,1.03.02.09.004,124840
018911761,2021,06,1.03.02.11.999,4442107
019172864,2021,02,0.00.00.99.999,0
015736489,2021,05,1.03.02.14.999,173423
018911761,2021,02,1.03.02.11.999,815504
018911760,2021,03,1.03.01.05.999,34770
012541491,2021,09,1.03.02.05.999,18252
011137987,2021,11,0.00.00.99.999,0
010736473,2021,04,1.03.01.01.001,63800
018973498,2021,04,1.03.02.17.002,1000
007576222,2021,12,2.02.01.07.003,111020
007554791,2021,08,1.03.02.10.002,31500
019028636,2021,07,7.01.01.02.001,226689
007554838,2021,02,1.03.02.09.010,99125
026345691,2021,07,1.03.02.07.008,32400
019072955,2021,02,1.03.02.19.005,353800
023392442,2021,06,1.03.02.02.002,3208
007554791,2021,10,1.03.01.02.006,30305
019138144,2021,05,2.02.01.07.999,97234
018973752,2021,08,1.03.01.02.999,41048
019072944,2021,11,1.03.02.04.999,176608
018911761,2021,10,2.02.01.07.999,423584
012541491,2021,05,7.01.01.02.001,145483
018973752,2021,11,1.03.02.11.999,1019057
018941110,2021,10,1.03.01.02.001,104676
028841383,2021,12,1.03.02.05.001,21966
007554699,2021,12,1.03.01.02.006,6100
015736221,2021,06,1.03.02.13.999,21838
007563110,2021,08,1.03.02.02.001,81694
018990409,2021,04,0.00.00.99.999,0
019015206,2021,11,7.01.01.02.001,28935
028841383,2021,01,1.02.01.01.001,12193
015736032,2021,02,2.02.01.03.001,52460
011137987,2021,06,1.03.02.99.999,152346
032991391,2021,04,1.03.01.02.011,1310526
007544234,2021,04,1.03.02.09.011,119312
007544234,2021,09,2.02.01.07.002,45018
018973497,2021,03,1.03.01.02.999,63412
007544234,2021,05,1.03.02.02.002,20216
011138356,2021,11,1.03.02.07.006,99735
007553433,2021,04,1.03.02.09.004,201666
019072944,2021,08,7.01.01.02.001,334422
007576222,2021,01,1.03.02.02.999,107900
011138356,2021,01,1.03.02.11.002,45951
011137987,2021,12,1.03.02.99.999,55046
012530788,2021,07,1.03.02.07.002,397005
018973497,2021,11,1.03.02.11.999,3446016
019124213,2021,05,7.01.01.02.001,147114
020925866,2021,05,2.02.01.03.999,110998
007563110,2021,12,1.03.02.13.999,1058664
023204241,2021,09,1.03.02.05.006,58366
018973498,2021,09,2.02.01.07.999,50020
019076394,2021,05,1.03.01.05.999,4900
007544234,2021,02,1.03.02.02.002,89969
025242329,2021,05,1.03.01.05.999,93445
012530754,2021,11,1.02.01.01.001,8628
018520029,2021,07,0.00.00.99.999,0
018941099,2021,01,0.00.00.99.999,0
019174908,2021,02,0.00.00.99.999,0
019178119,2021,05,1.03.02.14.999,104218
018973496,2021,10,2.02.01.03.001,445300
018911763,2021,02,1.03.01.02.001,2506
018973497,2021,12,1.03.02.05.999,380273
018990403,2021,01,1.03.01.02.999,83914
015735784,2021,01,2.02.01.07.999,2145858
017384804,2021,11,1.03.02.09.006,3304
007554699,2021,01,1.03.02.05.004,118562
000709369,2021,06,1.03.02.05.006,12825
015736221,2021,10,1.03.01.02.999,4281148
018520029,2021,02,1.03.02.09.012,36600
007576222,2021,08,1.03.02.05.001,100516
018973752,2021,12,1.03.01.02.001,43347
015749590,2021,05,7.01.01.02.001,180594
019172874,2021,04,1.03.02.19.001,92476
019174910,2021,02,1.03.02.17.002,2200
019076394,2021,12,1.03.02.14.999,637687
019111896,2021,02,7.02.04.01.001,30000
007576222,2021,09,1.03.02.05.004,295022
007553443,2021,06,1.03.01.02.001,18370
019172864,2021,02,2.02.01.03.999,169068
019076394,2021,07,1.03.01.02.999,23294
032991391,2021,05,1.03.02.13.002,887288
015736032,2021,10,2.02.01.03.999,493084
007554900,2021,03,7.01.01.02.001,79408
032991391,2021,12,1.10.99.99.999,252563
010736473,2021,05,1.03.02.07.007,73200
025242329,2021,11,1.03.02.09.005,9760
028841383,2021,01,1.03.02.07.008,133457
019174909,2021,06,1.03.01.05.999,72045
018973756,2021,04,1.03.02.09.004,100650
018941110,2021,01,7.01.01.02.001,562537
