codice_ente,anno,mese,codice_gestionale,importo_centesimi
019072945,2023,04,7.01.99.03.001,0
018941110,2023,01,1.03.02.05.001,85742
018941112,2023,03,1.03.02.17.002,0
019174910,2023,07,7.01.03.01.001,70400
018973752,2023,05,1.03.02.04.999,0
019172872,2023,08,1.03.02.01.002,6040
019173583,2023,12,0.00.00.99.999,0
018911760,2023,07,2.02.01.04.001,0
019139707,2023,08,1.03.02.15.999,0
019028636,2023,05,1.09.99.04.001,0
018992366,2023,02,2.02.01.03.003,82500
019072944,2023,07,1.02.01.99.999,0
019048038,2023,02,1.03.02.18.999,151500
031925969,2023,11,1.03.02.09.004,9333
031925969,2023,12,1.03.02.13.006,158600
019111896,2023,10,2.02.01.03.001,0
007547518,2023,12,1.03.02.11.999,53200
019178119,2023,06,1.03.02.99.999,3418980
019178119,2023,12,1.03.02.13.999,9760
019100830,2023,12,1.03.02.04.999,0
019035085,2023,03,7.01.99.03.001,0
019072945,2023,07,1.03.02.02.002,16633
019048038,2023,08,1.03.02.07.004,2465
019138134,2023,06,1.03.01.05.999,5746
019072945,2023,07,0.00.00.99.999,0
019072945,2023,12,2.02.01.05.999,85400
019073688,2023,06,2.02.01.07.005,0
019111896,2023,08,1.03.02.19.010,0
019172867,2023,07,1.03.02.11.999,8227390
019174910,2023,06,1.03.02.11.999,491352
019172864,2023,08,0.00.00.99.999,0
019172872,2023,11,7.01.03.01.001,0
019174909,2023,07,1.03.02.02.002,1360
007551780,2023,06,0.00.00.99.999,0
019052729,2023,08,2.02.01.04.002,0
007551780,2023,11,1.03.02.15.999,95000
007521212,2023,11,1.03.01.01.001,0
028834652,2023,09,1.01.01.01.004,0
007552122,2023,08,1.03.02.07.008,18473
000717661,2023,08,1.03.01.02.014,0
024265503,2023,12,2.02.01.03.001,0
019749460,2023,11,1.10.03.01.001,45604
015736489,2023,06,1.03.02.07.999,366300
030867648,2023,12,2.02.01.05.001,0
032991390,2023,03,1.10.05.01.001,437
032444848,2023,11,1.01.01.01.004,0
012506020,2023,12,2.02.01.03.002,0
019072944,2023,07,1.03.02.04.999,0
019172874,2023,11,1.03.01.02.004,0
020925866,2023,07,1.02.01.10.001,46003
032991391,2023,11,1.03.01.05.999,0
007561811,2023,10,1.03.02.02.005,0
011097451,2023,05,1.03.02.11.999,0
007549214,2023,11,1.03.02.07.002,0
012530788,2023,02,0.00.00.99.999,0
007554699,2023,07,1.03.02.02.004,0
020925866,2023,08,1.03.02.09.005,0
032441972,2023,05,1.03.02.11.002,0
007560013,2023,12,1.09.99.04.001,3500
019035085,2023,07,1.03.02.11.999,1014240
011097558,2023,09,1.03.01.02.001,0
007554968,2023,10,1.03.02.10.002,0
028841336,2023,09,1.03.02.11.002,0
027773157,2023,12,1.03.01.02.999,402285
007547518,2023,10,1.03.01.02.007,0
018973496,2023,06,1.10.04.01.003,0
018973496,2023,05,1.03.01.01.002,0
019139707,2023,12,1.03.02.04.999,0
028838416,2023,02,1.03.02.09.011,45000
018913998,2023,02,1.03.02.07.002,124080
017384804,2023,03,1.03.02.07.002,32340
028838416,2023,09,1.03.01.02.007,0
019100830,2023,08,1.10.99.99.999,0
018501988,2023,09,1.01.01.01.008,0
000743927,2023,09,1.03.02.09.003,0
007554096,2023,12,1.03.01.02.003,0
025242329,2023,12,1.09.99.04.001,0
028841195,2023,06,1.03.02.16.002,1949
007553443,2023,12,1.03.02.01.002,0
019178119,2023,12,1.03.02.09.011,19890
012505949,2023,12,1.03.01.02.001,94633
029401728,2023,04,1.03.02.02.001,225833
032929699,2023,08,2.02.01.03.003,0
029401082,2023,08,1.03.02.99.999,272568
019072945,2023,11,1.03.02.07.006,0
019111896,2023,07,1.03.01.02.004,0
019172872,2023,08,1.03.02.19.007,0
018973752,2023,07,1.03.02.04.999,0
028840792,2023,08,7.01.99.03.001,0
007576222,2023,11,1.03.01.02.999,223336
012541491,2023,03,1.03.01.02.001,13741
030862963,2023,07,1.03.02.02.001,0
019076390,2023,11,1.03.02.17.999,0
007507303,2023,11,1.03.02.07.006,0
012541491,2023,07,1.09.99.04.001,0
018929441,2023,11,1.03.02.16.002,0
007516557,2023,07,1.03.02.07.008,31380
019193014,2023,06,1.03.01.02.011,1309
018940817,2023,07,1.03.02.16.999,3080709
023204241,2023,03,1.03.02.07.008,0
007547518,2023,06,7.01.99.03.001,0
018990403,2023,07,1.03.02.07.002,92400
032991391,2023,12,1.09.99.04.001,14700
011097451,2023,05,1.03.02.07.006,0
018990409,2023,09,1.03.02.04.999,0
007507303,2023,10,1.03.02.07.006,0
012539724,2023,09,1.03.02.11.999,0
018941108,2023,02,1.02.01.01.001,9520
007547270,2023,05,1.03.02.15.999,15922522
019072941,2023,01,1.03.02.14.999,176423
019174909,2023,06,1.03.02.17.002,0
028841383,2023,08,2.02.01.06.001,0
012506020,2023,10,1.03.02.02.002,0
018973498,2023,09,1.03.02.02.001,0
018929441,2023,11,1.02.01.10.001,0
012514711,2023,03,1.03.02.15.999,2062511
007548763,2023,09,1.03.02.13.006,0
007513111,2023,07,1.03.01.02.001,0
025242329,2023,09,1.03.02.99.999,0
019073688,2023,09,1.01.01.01.004,0
007576222,2023,07,1.10.04.01.999,0
029401728,2023,12,1.03.01.02.001,0
028840924,2023,12,1.03.01.05.999,50879
010736473,2023,10,1.03.02.17.002,600
011097558,2023,09,2.02.01.07.999,0
011097932,2023,08,1.03.02.17.002,0
023204241,2023,09,7.01.99.99.999,0
018973500,2023,11,1.03.02.02.999,31000
019072955,2023,06,7.01.03.01.001,9880
018912648,2023,12,1.03.02.16.002,23998
018973496,2023,04,1.03.02.13.999,270840
000718138,2023,06,1.03.02.18.999,52800
007511820,2023,10,1.03.02.07.002,593636
007554900,2023,08,7.01.99.03.001,0
012530754,2023,07,7.01.99.03.001,0
028840976,2023,11,1.01.01.01.004,0
018941108,2023,11,2.02.01.07.999,0
019124207,2023,08,1.03.02.07.006,0
007555901,2023,03,1.03.01.02.001,23310
007544234,2023,11,1.03.02.07.002,125831
007514353,2023,12,1.03.02.04.999,0
019174908,2023,08,1.04.01.02.999,0
032991391,2023,05,7.01.03.01.001,0
012522919,2023,11,1.03.01.05.999,0
012517321,2023,07,1.03.02.17.002,30000
018911760,2023,02,2.02.01.05.999,0
007545836,2023,10,2.02.01.07.999,0
007554838,2023,06,1.10.05.01.001,0
032991391,2023,06,1.10.04.01.999,0
007545836,2023,06,1.03.01.02.999,23188
019165468,2023,12,2.02.01.07.999,0
007515879,2023,11,1.03.02.17.002,140000
023204241,2023,07,1.03.02.17.002,0
018941108,2023,07,1.03.02.13.999,0
026345691,2023,05,1.03.02.11.999,166200
011100688,2023,06,0.00.00.99.999,0
007545836,2023,11,1.10.03.01.001,1255937
012514711,2023,07,1.03.02.15.999,40000
015736032,2023,10,1.03.01.02.999,2194634
018911763,2023,10,1.03.02.11.002,0
011137987,2023,10,2.02.01.03.999,0
018520029,2023,09,1.03.02.05.006,0
017428477,2023,10,1.03.02.16.002,1530
031921785,2023,08,1.01.02.01.001,0
019172864,2023,10,2.02.01.07.004,0
018973498,2023,10,1.03.02.14.999,0
019072955,2023,12,1.03.01.02.014,13340
023392162,2023,03,1.09.99.04.001,513000
007514353,2023,06,0.00.00.99.999,0
018990403,2023,08,1.02.01.01.001,0
015736221,2023,08,2.02.01.99.002,0
007553433,2023,03,7.01.03.01.001,0
019072955,2023,07,1.03.02.09.005,17196
011138356,2023,09,1.03.02.07.002,0
007517472,2023,11,1.03.02.19.002,0
007552394,2023,09,1.03.02.13.003,0
018501988,2023,05,1.03.01.01.002,36000
019174909,2023,03,1.03.02.09.011,60848
019099614,2023,10,1.03.02.11.002,240000
007518320,2023,12,2.02.01.07.999,6595779
032929699,2023,11,1.03.02.02.002,3857
028841195,2023,04,1.03.02.07.008,36000
019171320,2023,03,1.10.04.01.003,1162400
007554984,2023,09,1.03.02.11.999,0
015735784,2023,09,1.03.02.14.999,0
018941099,2023,10,7.01.99.03.001,0
019172872,2023,06,1.03.02.19.003,0
007512843,2023,12,1.03.02.16.002,1170
019072944,2023,12,1.03.02.02.002,6099
028838328,2023,11,1.10.03.01.001,340101
012530754,2023,04,2.02.01.03.999,0
011138356,2023,04,1.09.99.04.001,0
011303762,2023,04,1.03.02.17.002,0
019054585,2023,12,1.03.02.17.002,0
029401082,2023,09,1.01.02.01.001,0
029401728,2023,12,1.03.01.02.011,0
029958887,2023,06,1.03.02.02.999,0
018911763,2023,09,1.03.02.11.002,0
012539469,2023,11,1.03.02.15.999,910400
018929441,2023,12,1.03.01.02.001,209400
012530754,2023,01,0.00.00.99.999,0
012516584,2023,10,1.10.03.01.001,163196
012516594,2023,12,1.03.02.09.004,348554
012541491,2023,08,1.03.02.09.006,112362
012541491,2023,09,1.10.04.01.001,0
030546933,2023,10,2.02.01.04.001,0
030867648,2023,12,1.03.02.04.004,0
031921785,2023,12,1.03.02.04.004,0
019000150,2023,11,1.03.01.02.001,205560
019053609,2023,12,1.09.99.04.001,0
007514353,2023,03,7.02.99.99.999,0
007512843,2023,08,1.03.01.01.001,0
007561811,2023,11,1.03.02.14.999,0
007554900,2023,03,1.03.01.02.999,3681
027401523,2023,12,1.03.02.05.999,41618
027401523,2023,06,1.03.02.07.002,626419
019012837,2023,11,1.03.01.02.012,0
028838267,2023,12,1.04.02.03.001,0
007511820,2023,11,1.03.02.05.003,40100
019135813,2023,07,1.03.02.11.002,0
019054585,2023,09,2.02.01.07.999,0
019072955,2023,09,1.03.02.07.006,10248
028838526,2023,08,1.10.03.01.001,10773
028841336,2023,02,1.03.02.09.006,164700
026328548,2023,11,1.03.01.02.001,109702
007512843,2023,07,1.03.02.07.008,0
012506104,2023,02,1.03.02.15.999,2641000
030862963,2023,02,1.03.02.19.010,24400
028841015,2023,10,1.04.02.05.999,0
015736489,2023,05,1.03.01.01.001,0
012506104,2023,10,1.03.01.02.001,0
007576222,2023,11,1.03.02.19.006,0
007553433,2023,09,1.03.02.07.999,0
019172868,2023,11,2.02.03.99.001,0
023204241,2023,09,1.03.02.05.004,529486
019072955,2023,07,1.03.02.99.999,432300
019171320,2023,07,1.03.01.02.008,0
019135813,2023,12,1.01.01.01.004,0
007554699,2023,11,1.03.02.05.005,0
011097558,2023,10,2.02.01.07.999,0
011097558,2023,11,1.03.01.02.006,130640
011097932,2023,07,1.03.02.11.002,20520
000717661,2023,02,1.03.02.05.002,6344
000717661,2023,08,0.00.00.99.999,0
019052729,2023,07,1.03.02.15.999,67079
012505949,2023,07,1.02.01.01.001,89548
012506020,2023,11,1.03.02.02.005,0
012530754,2023,03,2.02.01.99.002,0
012530754,2023,12,7.01.01.02.001,569046
012512466,2023,10,1.03.02.05.001,0
012506104,2023,01,1.03.01.02.012,16500
012514711,2023,08,1.01.01.01.004,1209964
020925866,2023,05,7.01.03.01.001,22893
026328688,2023,05,0.00.00.99.999,0
026348915,2023,12,1.03.02.01.002,15611
032991390,2023,05,1.03.02.07.006,4800
029401728,2023,10,2.02.01.05.001,124000
028834708,2023,10,1.03.02.11.999,728368
007555901,2023,01,1.03.02.07.002,594100
019174909,2023,11,2.02.01.07.999,0
019035048,2023,10,1.03.02.16.002,0
028838416,2023,12,2.02.01.03.003,0
026328688,2023,08,1.03.01.02.007,4770
007571733,2023,03,1.03.02.15.999,1749550
019016167,2023,12,1.03.02.11.002,0
019124213,2023,05,1.03.01.02.011,3086
019124213,2023,08,1.09.99.04.001,0
019111896,2023,06,1.03.01.02.009,43299
019124207,2023,05,1.03.01.02.999,21292
019035048,2023,11,1.03.02.07.002,5000
019035085,2023,12,7.01.03.01.001,10000
019139656,2023,06,1.03.02.07.006,0
019172868,2023,10,1.03.02.07.999,0
019172867,2023,01,1.03.01.02.004,192640
023392162,2023,05,0.00.00.99.999,0
019124213,2023,08,1.02.01.99.999,0
019135813,2023,08,0.00.00.99.999,0
024265503,2023,07,2.02.01.99.002,0
028840976,2023,07,1.03.02.18.999,0
007517472,2023,11,1.03.02.07.004,0
007514353,2023,09,1.03.02.09.006,0
019172867,2023,12,1.03.02.17.002,0
000709369,2023,03,1.04.02.05.999,1464260
032443588,2023,05,1.03.01.02.001,110328
012522919,2023,08,1.03.02.05.004,432826
028840976,2023,02,1.03.02.11.999,287000
019099614,2023,11,1.03.01.02.999,7000
019099614,2023,10,1.03.02.18.999,0
019054585,2023,02,2.02.01.99.999,734947
007553443,2023,07,2.02.01.07.999,0
018941099,2023,10,1.04.01.02.999,0
029936404,2023,06,1.03.02.11.002,156000
007581710,2023,12,1.02.01.99.999,0
007516557,2023,12,1.03.02.15.999,0
015749590,2023,12,1.03.02.16.999,0
019072955,2023,09,1.03.01.02.006,26230
012505949,2023,11,1.03.02.13.001,0
024613316,2023,12,2.02.01.03.001,0
007554699,2023,02,1.03.02.09.006,0
007571733,2023,05,1.03.01.02.999,71399
029936404,2023,06,1.03.02.16.002,0
019138134,2023,10,1.03.02.17.002,27233
026328688,2023,08,1.09.99.04.001,5890
007576222,2023,04,1.03.01.02.999,0
019047613,2023,05,7.01.99.03.001,0
000717661,2023,08,1.03.02.11.999,19600
007523078,2023,09,1.03.02.19.002,121770
007554968,2023,07,1.03.01.02.007,201379
019111896,2023,05,1.03.02.05.002,1438
010736473,2023,10,1.03.01.02.999,5246
007554378,2023,11,1.03.02.07.006,119033
000717661,2023,02,1.03.01.05.999,319099
018973498,2023,09,1.03.01.05.999,65293
019138144,2023,01,2.02.01.05.999,92400
007581710,2023,12,1.03.02.02.999,2939988
007554984,2023,06,1.03.02.15.999,45700
019174910,2023,12,1.03.02.02.002,3460
019053609,2023,12,1.03.01.02.001,14490
007514598,2023,02,1.03.02.14.999,406254
012542835,2023,12,1.03.01.02.007,12607
019174908,2023,02,1.03.02.99.999,1116900
018928803,2023,09,1.03.02.18.999,0
012516907,2023,11,1.03.02.07.008,128400
019736688,2023,12,1.03.02.18.999,3660
007547270,2023,05,1.03.02.16.001,3500
029958887,2023,10,1.03.02.10.002,0
019171320,2023,07,2.02.01.99.002,0
007553433,2023,06,1.03.01.02.011,12088
019174908,2023,11,1.09.99.04.001,2937308
000717661,2023,07,7.02.99.99.999,850596
007556009,2023,12,1.03.02.15.999,240000
012515504,2023,11,1.03.02.02.005,4670
011097932,2023,12,1.03.01.02.006,29168
018990409,2023,01,1.03.02.09.006,182571
007513111,2023,06,1.03.02.07.006,0
007552358,2023,11,1.03.02.05.999,281005
024265503,2023,01,1.03.02.11.002,204000
024265503,2023,12,1.03.02.04.004,0
007517472,2023,11,1.03.01.02.006,37504
032991391,2023,02,1.02.01.01.001,81698
000709369,2023,11,1.03.02.07.002,0
018911761,2023,05,1.03.01.02.007,67253
019073688,2023,07,1.03.01.02.007,0
029936404,2023,12,1.03.02.15.999,2021113
018941108,2023,05,1.03.02.99.999,3133658
012530788,2023,07,0.00.00.99.999,0
007561811,2023,04,1.03.02.07.006,274400
011097451,2023,04,0.00.00.99.999,0
011097558,2023,10,1.03.02.19.002,216500
007512843,2023,09,1.03.02.18.999,0
012506020,2023,09,1.03.02.11.999,0
028841383,2023,06,1.03.02.05.001,21035
027401523,2023,12,1.03.02.04.004,0
007519815,2023,06,2.02.01.99.999,0
007571285,2023,12,1.01.01.01.004,183565
000743927,2023,04,1.03.02.05.001,33308
011137987,2023,05,1.09.99.04.001,1200
018501988,2023,08,1.03.02.09.003,62430
007547270,2023,11,1.03.01.02.012,279965
018941110,2023,07,1.03.02.11.999,1802111
018990732,2023,10,1.03.02.10.003,85400
018973497,2023,02,1.03.02.11.999,2329143
020925866,2023,10,1.03.02.01.002,50162
000717661,2023,05,1.03.02.13.001,345666
007521212,2023,05,1.01.01.01.002,0
007554838,2023,05,1.03.02.05.005,47150
019172872,2023,01,7.01.03.01.001,36900
011137987,2023,05,1.03.02.13.999,503039
019172867,2023,12,2.02.01.07.999,1493280
023392442,2023,11,1.03.01.02.011,1349547
019172874,2023,03,1.03.01.02.004,89426
018973182,2023,11,1.09.99.04.001,0
007518320,2023,09,0.00.00.99.999,0
010736473,2023,08,1.03.02.05.999,51638
011097558,2023,01,1.10.03.01.001,99428
000709369,2023,05,1.03.01.02.006,0
026331701,2023,12,1.03.02.99.999,0
012539724,2023,07,1.03.02.16.002,679
012541490,2023,04,7.01.99.99.999,190000
000743927,2023,07,1.03.02.02.004,0
030574597,2023,12,0.00.00.99.999,0
019749460,2023,12,1.03.02.02.999,30000
007553107,2023,07,1.03.02.11.999,60000
012539395,2023,11,1.03.01.02.001,0
012541490,2023,11,1.03.02.01.008,0
018929441,2023,10,1.03.02.09.004,0
015736221,2023,08,7.01.99.03.001,0
012541491,2023,08,1.03.01.02.999,8368
018973496,2023,12,1.03.02.04.999,36200
019073688,2023,11,1.01.02.01.001,64561
012541491,2023,10,1.03.02.16.002,0
012530788,2023,10,1.03.02.07.006,0
018973496,2023,05,2.02.01.06.001,0
025242329,2023,10,1.03.02.01.002,0
028721987,2023,12,1.09.99.01.001,74865
023392442,2023,07,1.03.01.02.999,13614
007513121,2023,11,1.03.01.02.999,0
019073688,2023,08,1.03.01.05.999,0
019073688,2023,12,1.03.01.01.002,17386
018911763,2023,08,1.03.02.19.005,0
019052729,2023,03,1.01.01.01.004,405159
019076390,2023,03,1.03.01.02.999,15039
028841258,2023,08,1.03.01.02.001,3066
018941108,2023,06,1.03.02.07.007,0
019000150,2023,09,1.03.02.16.002,0
007514353,2023,11,1.03.02.13.001,21960
007514353,2023,06,1.02.01.06.001,0
007514353,2023,07,7.02.99.99.999,1048460
007554699,2023,10,1.03.02.11.999,1389651
007514598,2023,03,1.03.02.16.002,1358
007515730,2023,11,1.03.02.18.999,76000
007517387,2023,10,1.03.02.15.999,234079
007551780,2023,09,1.03.01.05.999,0
007536625,2023,12,2.02.01.09.999,0
007507303,2023,04,1.03.02.05.001,3947
018929441,2023,10,1.03.02.11.001,0
018501988,2023,09,1.03.02.02.999,0
018992366,2023,10,2.02.01.07.004,0
019047613,2023,09,1.03.02.11.002,0
019047613,2023,12,7.01.99.03.001,0
015736489,2023,10,1.03.02.99.999,1153590
019076394,2023,01,0.00.00.99.999,0
015749590,2023,12,0.00.00.99.999,0
007514598,2023,06,7.01.01.02.001,518784
012516584,2023,12,1.02.01.01.001,0
007554699,2023,08,1.03.02.01.002,0
019111896,2023,07,1.03.01.02.007,0
007525169,2023,09,2.02.03.02.002,11500
007544234,2023,07,1.03.02.02.999,4070
007536625,2023,10,1.03.02.05.999,19600
007571733,2023,03,2.02.01.07.999,33880
012541490,2023,04,1.03.02.07.004,0
007553447,2023,12,1.03.02.05.999,0
007507303,2023,05,1.03.02.01.008,0
018568567,2023,12,2.02.01.99.999,335962
028841258,2023,08,1.03.01.05.999,44483
018520029,2023,08,2.02.01.03.999,0
029401728,2023,07,1.03.02.02.001,0
017384804,2023,08,1.09.99.04.001,0
019073688,2023,05,1.03.02.02.999,0
007547270,2023,09,1.03.01.02.007,3168
007552394,2023,03,1.03.02.16.002,0
007552429,2023,11,1.03.02.16.002,0
007551231,2023,06,1.01.02.01.001,128636
007551231,2023,02,1.09.99.02.001,5160
007552394,2023,10,1.03.02.11.002,0
007554699,2023,06,1.03.02.02.004,0
007555901,2023,02,1.03.02.11.999,446585
007551231,2023,05,1.03.01.02.006,211500
007551780,2023,10,1.01.01.01.004,0
007552122,2023,08,1.03.02.18.999,3100
007554791,2023,10,1.03.01.01.001,19990
007571733,2023,05,1.03.01.01.002,0
028841195,2023,06,1.03.02.15.999,557253
019138144,2023,04,1.03.02.11.002,0
