codice_ente,anno,mese,codice_gestionale,importo_centesimi
018973496,2020,07,2.02.01.07.999,3240320
019172867,2020,08,1.03.01.02.001,31243
007554699,2020,08,1.03.02.17.002,41475
015736032,2020,10,1.03.01.05.999,75640
007554699,2020,11,7.01.01.02.001,1810749
007554791,2020,10,1.03.01.02.007,283369
019072944,2020,10,1.03.02.14.999,225030
019178119,2020,08,1.03.02.11.999,1967273
011138356,2020,12,1.03.02.04.999,344406
000709369,2020,08,1.03.02.05.002,2080
018973752,2020,09,1.03.02.11.002,150000
012530754,2020,12,0.00.00.99.999,0
007554791,2020,12,7.01.99.99.999,55250
023204241,2020,10,1.03.02.05.005,147839
012530788,2020,11,1.03.01.05.999,37100
017384804,2020,10,1.02.01.01.001,6460
019138144,2020,11,0.00.00.99.999,0
019174909,2020,11,0.00.00.99.999,0
019172867,2020,12,7.01.99.99.999,4028
023204241,2020,08,0.00.00.99.999,0
019111896,2020,10,1.03.01.02.009,46653
011303762,2020,12,1.04.01.02.001,121400
019138134,2020,09,1.03.01.02.999,697294
019178119,2020,12,1.04.01.02.999,42448
019076390,2020,10,1.03.02.11.999,1492531
007514353,2020,12,2.02.01.03.999,1698168
018973498,2020,11,1.03.02.19.005,39772
019138134,2020,11,1.03.02.13.999,24527
007554699,2020,08,1.03.02.13.003,98820
019174909,2020,09,1.03.02.05.999,29158
018941099,2020,10,1.03.02.16.002,5049
007554791,2020,10,1.09.99.04.001,87600
007555901,2020,08,1.03.02.09.003,456203
007554699,2020,07,1.03.02.07.006,311070
018941112,2020,10,1.03.01.05.001,72000
012530788,2020,12,1.03.01.05.999,537316
007555901,2020,09,1.03.02.04.999,109800
011138356,2020,12,1.03.01.05.999,745382
019076390,2020,08,1.03.02.17.999,16700
023204241,2020,08,1.03.02.05.006,86993
019076390,2020,11,1.03.01.02.999,35709
019174910,2020,08,7.01.01.02.001,17462
019172874,2020,11,1.03.02.13.999,89304
023392442,2020,12,1.02.01.01.001,1473135
007553433,2020,12,1.02.01.01.001,4922
018911761,2020,09,1.03.01.05.999,302924
012530754,2020,11,7.01.01.02.001,862559
018973756,2020,10,1.03.02.02.001,3984
023392442,2020,12,1.03.02.13.001,20252
018911761,2020,12,1.03.02.11.999,4652832
018973496,2020,08,1.03.02.05.004,159649
018941110,2020,07,1.03.01.02.999,152988
007553433,2020,08,1.03.01.05.999,474215
019174908,2020,11,1.03.02.02.999,8568
012530788,2020,10,1.03.01.02.007,27450
018973496,2020,08,1.02.01.01.001,820855
019076394,2020,10,0.00.00.99.999,0
007554699,2020,09,1.03.02.13.002,347127
019174908,2020,10,1.03.02.10.002,301419
007553443,2020,11,1.03.02.05.004,277133
019124207,2020,09,1.03.02.09.006,10780
000709369,2020,08,7.01.01.99.999,105964
018911763,2020,09,1.03.01.05.999,73464
015735784,2020,08,1.03.02.13.004,59800
007555901,2020,08,0.00.00.99.999,0
019072955,2020,07,1.03.02.99.999,31680
007563110,2020,10,1.03.02.13.999,2561220
023392442,2020,12,1.03.01.02.999,2412900
007514598,2020,09,1.03.02.11.999,338000
012530754,2020,09,7.01.01.02.001,265938
019138144,2020,10,1.03.01.02.999,1674529
007554900,2020,11,1.03.02.14.002,454260
019015206,2020,09,2.02.01.05.999,36607
019072944,2020,08,0.00.00.99.999,0
019111896,2020,11,1.03.02.16.002,1927
007544234,2020,08,1.03.02.17.002,12100
012530754,2020,12,1.03.01.05.999,49303
019047613,2020,11,1.03.02.11.999,1905030
019138134,2020,11,7.01.03.01.001,22000
015749590,2020,12,1.03.02.14.999,523270
007553433,2020,08,1.03.02.09.012,104094
018520029,2020,11,1.03.02.09.006,18605
012541490,2020,07,1.03.02.05.004,181281
019174909,2020,09,1.03.02.05.001,76762
020925866,2020,12,1.03.02.13.999,855307
019015206,2020,11,1.03.02.11.999,4027956
019172867,2020,11,1.03.02.10.001,96900
019172874,2020,10,1.03.01.02.001,1478947
018911760,2020,11,7.02.01.01.001,6687
018941099,2020,11,1.03.02.16.002,1783
018973497,2020,11,7.01.03.01.001,7465
019076390,2020,12,1.03.02.13.999,44170
007576222,2020,07,7.01.03.01.001,69900
018973496,2020,10,1.03.02.13.999,357353
000717661,2020,10,7.01.99.99.999,684406
018520029,2020,10,1.03.02.02.002,3168
019124207,2020,08,1.03.01.05.999,4404
019172868,2020,09,1.03.01.02.999,39544
019076394,2020,09,1.03.02.16.002,656
007576222,2020,12,1.03.01.02.001,125649
019028636,2020,11,1.02.01.01.001,1428
007563110,2020,08,7.01.01.02.001,476222
019076394,2020,11,1.03.02.10.002,58000
018520029,2020,12,1.03.02.01.002,10416
018990403,2020,12,7.01.01.02.001,584335
018973500,2020,11,1.03.02.14.002,145219
019174908,2020,09,1.03.02.01.008,5256
018911763,2020,11,2.02.01.07.999,236802
032991391,2020,11,1.03.02.13.003,6710
020925866,2020,10,1.03.01.02.001,42198
019172874,2020,12,2.02.01.07.999,1363023
019124213,2020,12,1.03.02.16.999,8489
007555901,2020,09,1.03.01.02.009,26520
007563110,2020,09,1.03.01.02.001,106171
019172872,2020,09,1.03.02.10.001,65880
019174908,2020,12,1.03.02.16.999,915
012541491,2020,08,1.03.02.99.999,32670
017384804,2020,12,1.03.02.02.002,10052
023204241,2020,12,1.03.02.11.002,210000
011138356,2020,12,1.03.02.02.999,8500
012530788,2020,12,1.03.02.19.001,3852
000709369,2020,11,0.00.00.99.999,0
012530788,2020,12,1.03.01.02.006,116022
007554791,2020,12,1.03.02.16.002,6315
012541490,2020,09,1.03.02.05.001,59221
007555901,2020,11,1.03.01.05.999,176345
007576222,2020,12,1.03.01.05.999,333255
007554699,2020,08,1.03.01.02.001,19305
018973498,2020,10,1.03.01.02.001,44286
019172874,2020,11,7.01.01.02.001,679497
018973500,2020,08,1.03.02.99.999,154130
011138356,2020,12,1.02.01.06.001,68674
011138356,2020,09,1.03.02.10.001,1220050
015749590,2020,08,2.02.01.03.001,384588
015749590,2020,07,0.00.00.99.999,0
032991390,2020,12,1.03.01.02.999,2762
007563110,2020,10,1.02.01.06.001,257710
018911760,2020,12,7.01.01.02.001,768460
007563110,2020,12,1.03.01.02.999,50974
023392442,2020,08,1.03.02.07.007,43411
019172872,2020,09,1.03.02.11.999,115610
018911763,2020,12,1.03.01.02.999,134787
028841383,2020,12,7.01.03.01.001,1996429
007544234,2020,09,1.03.02.05.001,124146
015736489,2020,08,0.00.00.99.999,0
028841383,2020,07,2.02.01.07.004,1523048
023392442,2020,09,1.03.02.10.001,232512
018941112,2020,09,1.09.99.04.001,27820
032991391,2020,12,1.03.02.13.002,747616
019035085,2020,11,1.03.02.10.001,106140
012530788,2020,08,1.03.02.05.004,57671
000709369,2020,09,1.03.01.02.999,42710
011138356,2020,12,1.03.02.16.002,11975
023204241,2020,11,1.03.02.13.002,1666962
011137987,2020,11,1.03.02.09.011,96624
018911763,2020,11,2.02.01.07.002,92720
019072945,2020,11,1.03.01.02.001,25998
017384804,2020,10,2.02.03.99.001,1222928
019174908,2020,08,1.03.02.10.002,68000
019172867,2020,09,1.03.02.09.006,6710
019111896,2020,12,1.03.02.10.001,113558
015735784,2020,09,1.03.01.02.001,327188
015749590,2020,12,1.03.01.01.001,10000
028841383,2020,12,1.02.01.02.001,3600
019076394,2020,09,1.03.02.11.999,3270550
011137987,2020,08,1.03.02.05.004,62651
018520029,2020,11,1.03.02.11.999,1117811
015736489,2020,11,1.03.01.02.999,91500
019172868,2020,08,1.03.02.16.999,3150
023392442,2020,07,1.03.02.10.002,87500
018520029,2020,07,1.03.02.09.012,192974
019172874,2020,12,1.03.01.02.001,127909
019138144,2020,11,1.03.01.05.999,280676
015749590,2020,11,1.03.02.11.999,1266528
007554699,2020,08,1.03.02.13.002,347127
007555901,2020,09,1.03.02.17.999,1300
018941112,2020,07,1.03.02.11.999,579912
019174908,2020,07,2.02.01.03.999,399794
019076394,2020,12,1.04.02.05.999,520000
023392442,2020,07,0.00.00.99.999,0
012530788,2020,10,1.03.01.02.005,26596
018973496,2020,09,1.03.02.11.999,1168899
019111896,2020,09,0.00.00.99.999,0
019072945,2020,10,7.01.99.99.999,269508
018941099,2020,11,1.03.02.10.001,23052
028841383,2020,07,1.03.02.10.001,119000
023204241,2020,10,7.01.01.02.001,414705
023392442,2020,10,0.00.00.99.999,0
011303762,2020,11,1.03.02.10.001,110325
011138356,2020,08,1.03.02.10.001,300000
011138356,2020,11,1.03.02.11.999,1242514
011138356,2020,10,1.03.02.05.001,81089
015736489,2020,12,7.01.01.02.001,511395
019072941,2020,10,1.09.99.04.001,104000
023204241,2020,11,0.00.00.99.999,0
011138356,2020,10,1.03.01.01.001,55700
019138134,2020,12,2.02.01.07.999,72834
018941108,2020,07,1.03.02.11.999,530391
019174909,2020,09,0.00.00.99.999,0
018973496,2020,10,1.03.02.07.999,24812
019172872,2020,10,7.01.01.02.001,244915
019172864,2020,07,1.03.01.02.005,20955
019028636,2020,11,0.00.00.99.999,0
018941112,2020,08,0.00.00.99.999,0
019072941,2020,10,1.03.01.05.999,59682
018911760,2020,10,1.03.01.02.999,3132987
018973752,2020,10,1.03.01.02.999,1107918
019035085,2020,10,1.03.02.14.999,61273
007514353,2020,07,1.03.01.02.001,42090
007555901,2020,12,1.03.02.09.006,81008
019172872,2020,10,1.03.01.05.999,616604
015749590,2020,12,0.00.00.99.999,0
018973497,2020,10,1.03.02.11.999,1723756
018941108,2020,08,2.02.01.03.999,938534
019072955,2020,07,1.03.02.10.001,66325
012530754,2020,10,0.00.00.99.999,0
019035085,2020,10,1.03.02.01.002,48106
007554838,2020,12,1.03.02.05.006,5342
018941112,2020,09,1.03.02.07.004,41635
018941099,2020,11,1.03.02.07.004,95160
010736473,2020,11,1.03.02.09.006,25620
015736032,2020,12,1.03.02.14.999,487865
007553443,2020,10,1.03.02.13.999,187854
011138356,2020,11,1.09.99.04.001,6592419
019172868,2020,12,1.03.01.02.001,178525
019174909,2020,11,1.03.02.09.006,208620
000717661,2020,08,7.01.01.02.001,838909
019172868,2020,07,1.03.02.11.999,504000
012530788,2020,10,1.03.02.05.001,7670
019172874,2020,10,1.10.05.01.001,508
018973500,2020,08,7.01.01.02.001,78986
015736221,2020,07,1.03.02.10.001,143425
015749590,2020,09,7.01.01.02.001,128418
007514353,2020,08,1.03.02.05.004,171652
007554838,2020,12,1.03.01.02.011,3710
015735784,2020,11,1.03.01.02.006,82960
018990409,2020,12,1.03.02.09.006,143440
019174909,2020,10,1.03.02.07.002,364650
028841383,2020,09,7.01.01.02.001,56838
018913998,2020,09,1.03.02.09.011,14122
007554900,2020,09,7.01.01.02.001,40201
018973496,2020,08,1.03.01.02.999,28318
019172867,2020,11,1.03.02.11.999,1862143
019174910,2020,08,0.00.00.99.999,0
015736489,2020,10,1.03.01.02.999,1044501
000709369,2020,08,1.03.02.05.004,30875
023392442,2020,10,1.03.02.16.002,18209
018973496,2020,07,1.03.02.05.006,65696
007563110,2020,11,1.03.02.13.001,64233
007544234,2020,11,1.03.02.14.999,501067
007555901,2020,11,1.03.02.05.006,567973
007554699,2020,09,1.04.02.05.999,11000
007554699,2020,10,2.02.01.07.003,2589328
019111896,2020,09,1.03.01.02.001,108030
015736032,2020,12,1.03.02.09.006,19500
019138134,2020,11,1.03.01.02.011,1788
018941099,2020,11,1.03.01.01.001,20000
011138356,2020,08,1.02.01.01.001,6460
011137987,2020,09,2.02.01.07.999,2286158
019015206,2020,11,7.01.01.02.001,492077
019072955,2020,11,7.01.01.02.001,298610
007514598,2020,11,1.03.01.02.011,24993
011137987,2020,10,1.03.02.17.002,2517
015749590,2020,12,7.01.01.02.001,347514
018913998,2020,09,1.03.02.04.999,28560
019172864,2020,12,1.03.01.02.001,291623
018941099,2020,09,1.03.01.02.001,103700
019124207,2020,12,1.03.02.04.999,20000
007563110,2020,09,1.03.02.09.005,20806
019076394,2020,11,1.03.02.05.999,12927
015736221,2020,10,1.03.02.05.999,6730
015736032,2020,12,1.03.02.02.001,1200
018973496,2020,08,1.03.02.05.999,205414
011137987,2020,08,7.02.01.02.001,88250
018941108,2020,11,7.01.01.02.001,286953
018973756,2020,11,1.03.02.10.001,30195
023392442,2020,09,1.02.01.01.001,122911
018520029,2020,11,1.03.02.05.001,159625
018990403,2020,12,7.01.03.01.001,18900
019028636,2020,10,0.00.00.99.999,0
007553433,2020,11,1.03.02.09.006,124657
018973752,2020,10,1.03.01.02.001,319410
032991391,2020,11,2.02.01.05.002,51601
007514353,2020,10,1.03.02.13.001,21960
007554838,2020,12,1.03.02.10.001,120000
019076394,2020,07,1.03.02.16.002,2582
018973496,2020,11,1.03.01.01.002,3795
019015206,2020,11,1.03.02.99.999,45540
018913998,2020,12,1.03.01.02.006,1200
018973756,2020,10,7.01.03.01.001,5600
018973500,2020,10,1.03.02.11.999,10188
007563110,2020,11,1.03.01.02.001,812701
023204241,2020,12,1.03.02.07.006,41381
007563110,2020,10,2.02.03.99.001,941090
017384804,2020,08,0.00.00.99.999,0
000709369,2020,07,7.01.01.99.999,49355
007555901,2020,08,1.03.01.02.999,18300
019072941,2020,12,1.03.01.05.999,37480
007514353,2020,11,1.03.02.09.006,152285
012541490,2020,11,1.03.01.02.006,423584
028841383,2020,11,1.03.02.07.008,51240
019076394,2020,10,1.03.02.10.001,230000
019124213,2020,10,1.03.01.02.007,36900
019015206,2020,11,7.01.99.99.999,128000
019172867,2020,10,1.03.02.11.002,20400
007555901,2020,12,1.03.01.02.999,39419
018973498,2020,08,0.00.00.99.999,0
019178119,2020,08,1.03.02.07.999,106677
032991390,2020,12,1.03.02.13.999,18883
020925866,2020,10,1.03.02.09.005,310155
018973752,2020,11,1.02.01.01.001,14769
019172867,2020,12,1.03.02.11.002,30000
019172868,2020,12,1.03.01.05.999,2400
018941112,2020,10,7.01.01.02.001,71489
019076394,2020,07,7.01.01.02.001,953635
019124207,2020,10,2.02.01.04.001,33977
019174908,2020,08,0.00.00.99.999,0
007553443,2020,08,1.03.02.05.999,184831
007554900,2020,10,1.03.02.05.001,81330
019124207,2020,07,1.03.02.05.004,58989
019047613,2020,07,7.01.01.02.001,79564
023392442,2020,07,1.03.02.10.001,2733957
018973500,2020,12,1.03.02.04.004,147132
007554791,2020,12,1.03.02.09.006,10990
018911760,2020,10,2.02.01.03.001,264720
012530754,2020,10,1.03.02.99.999,30000
018973498,2020,09,1.03.02.11.999,2968851
018911761,2020,07,1.03.02.11.999,1518018
019174910,2020,10,2.02.03.99.001,2500
019174908,2020,07,1.03.02.17.999,1400
025242329,2020,11,1.03.01.02.001,6058
019072941,2020,09,1.03.02.11.999,355740
025242329,2020,10,1.03.02.05.999,20563
012530788,2020,11,1.10.05.01.001,6003
018911760,2020,08,1.03.02.10.001,214530
032991391,2020,11,1.03.02.13.002,30722
019028636,2020,12,1.02.01.01.001,7140
011137987,2020,11,1.03.02.05.004,131301
015736032,2020,08,0.00.00.99.999,0
011303762,2020,07,7.01.01.02.001,87703
019076394,2020,09,1.03.02.05.999,10853
028841383,2020,11,1.03.02.05.004,152938
018973752,2020,11,0.00.00.99.999,0
025242329,2020,11,1.03.02.05.001,78393
018973496,2020,09,1.03.02.13.001,29280
015736032,2020,11,1.03.02.07.008,9882
018973752,2020,12,1.03.02.10.001,530607
028841383,2020,10,0.00.00.99.999,0
015736221,2020,11,1.03.01.02.001,265034
007553443,2020,12,1.03.02.99.999,264000
007514353,2020,11,1.03.02.17.002,1121
018941108,2020,07,2.02.01.05.999,212280
011138356,2020,12,1.09.99.04.001,352811
019138134,2020,11,7.01.01.02.001,11263
019174908,2020,11,1.03.01.05.999,133282
007514353,2020,12,7.01.03.01.001,60958
007554838,2020,11,1.09.99.04.001,2937850
012530754,2020,11,1.03.02.10.001,65392
007553443,2020,10,1.03.02.05.999,292680
023392442,2020,07,1.03.02.05.001,230248
019047613,2020,10,1.03.02.11.999,723234
000717661,2020,12,1.03.02.05.002,3904
000717661,2020,09,1.09.99.04.001,3909922
018973496,2020,08,7.01.03.02.001,25065
018990403,2020,10,1.03.01.05.999,67780
018973496,2020,10,7.01.01.02.001,241575
019076390,2020,07,1.03.02.10.001,30600
018990409,2020,08,1.03.02.17.002,22450
007514598,2020,11,1.03.02.09.005,247172
010736473,2020,12,2.02.03.99.001,999634
015736032,2020,11,1.03.02.11.999,305708
007514353,2020,09,0.00.00.99.999,0
007554699,2020,12,1.03.02.05.003,41184
015735784,2020,12,1.02.01.01.001,1360
007554900,2020,08,1.03.02.09.006,85852
017384804,2020,08,1.03.02.17.002,19300
018913998,2020,09,1.03.01.02.001,68471
015736221,2020,12,1.02.01.01.001,8033
018941112,2020,11,0.00.00.99.999,0
018990409,2020,07,1.03.02.11.999,2801480
019172874,2020,11,0.00.00.99.999,0
007554900,2020,12,7.01.01.02.001,661031
019172874,2020,09,1.03.01.02.999,118291
018973500,2020,08,0.00.00.99.999,0
018911761,2020,08,1.03.02.17.002,5300
019028636,2020,12,1.03.01.02.001,54474
019076390,2020,12,1.03.01.05.999,355521
007514598,2020,12,7.01.01.02.001,1188771
007555901,2020,12,1.03.01.02.006,6991
018911760,2020,11,1.03.02.11.999,3166925
015736489,2020,12,2.02.03.99.001,1297470
012530788,2020,12,1.03.02.07.001,3000000
000709369,2020,11,1.03.01.05.999,212883
000717661,2020,11,1.03.02.13.001,315167
018973496,2020,12,1.03.02.10.001,116876
019072955,2020,08,1.03.01.02.999,9980
018911760,2020,11,1.03.01.05.999,151757
019174909,2020,12,1.03.02.10.001,152160
017384804,2020,12,1.03.01.02.006,119560
019124213,2020,11,7.01.01.02.001,183938
015736489,2020,08,7.01.99.01.001,20123
007563110,2020,11,0.00.00.99.999,0
019124213,2020,09,7.01.99.03.001,20000
011303762,2020,09,1.03.02.05.004,118579
019174910,2020,12,1.03.01.05.999,35718
000717661,2020,11,1.09.99.04.001,2246000
018941108,2020,09,0.00.00.99.999,0
007554699,2020,10,1.03.01.02.001,42188
012530754,2020,12,1.03.02.10.001,65392
007554791,2020,07,1.03.01.02.999,56909
015736489,2020,12,1.10.05.01.001,103
012530754,2020,11,7.01.03.01.001,12690
007555901,2020,08,1.09.99.04.001,77700
011137987,2020,07,1.03.02.05.006,126808
007514353,2020,11,1.03.02.13.003,151524
018990409,2020,10,2.02.01.07.002,1222928
007554699,2020,12,1.03.01.05.999,7400
019111896,2020,11,1.03.01.02.009,29040
007554791,2020,09,1.03.02.05.999,82960
007514353,2020,11,1.03.02.13.005,10991
007553433,2020,11,2.02.01.05.999,983930
018941110,2020,11,1.03.02.10.001,201300
019072955,2020,12,1.03.01.02.014,153475
007554900,2020,07,1.03.01.02.999,40902
007554791,2020,08,1.09.99.04.001,17800
018911760,2020,11,1.03.02.02.999,42024
019174910,2020,10,1.03.01.02.999,23919
012530754,2020,11,1.03.02.09.004,209785
019111896,2020,12,1.03.01.02.009,4988
023392442,2020,09,1.03.02.10.002,17500
007553443,2020,11,1.03.01.02.001,214428
007563110,2020,11,1.03.02.05.006,11004
019172867,2020,11,1.03.02.99.999,109395
007555901,2020,07,0.00.00.99.999,0
019047613,2020,11,1.03.02.99.999,10000
019015206,2020,12,1.03.02.11.999,5039542
018973496,2020,11,1.10.04.01.003,290000
019047613,2020,12,1.03.02.05.999,1220
019028636,2020,07,1.03.02.13.999,311161
019172867,2020,07,1.03.02.11.999,1533480
018911761,2020,11,2.02.03.99.001,1203225
011303762,2020,10,1.03.02.99.999,20000
010736473,2020,08,1.02.01.01.001,2231
019172867,2020,12,1.03.01.02.004,12761
018941108,2020,12,1.03.01.01.001,27900
007554791,2020,10,1.03.01.05.999,530882
023392442,2020,07,1.03.02.07.999,9556
