codice_ente,anno,mese,codice_gestionale,importo_centesimi
012530788,2022,03,1.03.01.02.007,308410
007514353,2022,09,1.03.02.99.999,0
007555901,2022,06,1.03.02.09.005,0
007553443,2022,09,2.02.01.07.999,0
019072945,2022,07,2.02.01.07.999,894261
019072944,2022,02,1.03.02.17.002,0
019076394,2022,10,1.03.02.19.005,0
025242329,2022,04,1.03.02.11.002,0
020925866,2022,10,1.02.01.01.001,11050
018990403,2022,05,7.01.99.03.001,0
018973756,2022,04,1.03.02.02.001,0
018973500,2022,07,1.03.02.14.002,449460
012530754,2022,07,1.03.02.13.999,664900
019124213,2022,03,1.03.02.10.001,0
007554699,2022,07,1.03.02.01.002,0
019178119,2022,08,7.01.03.01.001,121600
018911761,2022,02,1.03.02.07.008,0
018941099,2022,12,1.03.02.09.005,0
019178119,2022,12,1.03.02.09.008,0
019072941,2022,07,1.03.02.04.999,0
018973500,2022,07,1.02.01.01.001,5440
012530754,2022,09,1.10.04.01.003,0
019047613,2022,11,1.03.02.07.006,0
019076394,2022,12,1.03.02.10.002,0
007514353,2022,01,1.03.02.17.002,16948
007554699,2022,08,1.03.02.16.002,0
032991391,2022,04,2.02.01.03.001,0
028841383,2022,09,1.09.99.01.001,0
019174909,2022,03,1.03.02.14.999,247833
007554791,2022,06,7.01.03.01.001,287000
018973497,2022,10,1.03.02.14.999,0
019165468,2022,10,1.02.01.01.001,18020
007554699,2022,07,1.03.02.17.002,7725
019072945,2022,09,1.03.01.01.001,0
015736489,2022,04,7.02.01.01.001,0
019076394,2022,04,1.03.02.02.999,0
007576222,2022,08,1.03.01.02.012,0
018992366,2022,04,1.03.02.05.999,130198
007514598,2022,02,1.03.02.14.002,354647
019133198,2022,12,1.03.01.05.999,143380
018973496,2022,08,1.03.02.99.999,121900
018973756,2022,08,0.00.00.99.999,0
028834708,2022,12,7.01.99.03.001,0
019111896,2022,05,7.01.01.02.001,984315
026345691,2022,08,1.03.02.07.008,0
011138356,2022,10,7.01.99.03.001,0
018941108,2022,11,1.03.01.05.999,203747
012530754,2022,11,1.03.02.09.011,0
012514711,2022,12,1.03.02.13.003,0
019072955,2022,06,1.03.02.09.005,0
019076390,2022,12,1.03.02.14.999,0
011137987,2022,07,1.03.02.07.006,42944
019172868,2022,12,1.03.02.16.002,0
015736489,2022,05,1.03.02.07.002,163000
000709369,2022,05,7.02.01.02.001,61000
015749590,2022,03,0.00.00.99.999,0
010736473,2022,08,1.03.02.17.999,0
019138144,2022,11,1.03.02.07.002,0
012530754,2022,06,7.01.03.01.001,0
007554838,2022,03,1.03.02.17.002,0
012530788,2022,07,1.03.02.07.002,0
018973752,2022,10,1.02.01.01.001,0
032991391,2022,09,0.00.00.99.999,0
019076394,2022,12,1.03.02.14.002,196356
018911761,2022,08,1.03.02.10.001,0
015736489,2022,08,1.03.01.01.001,0
018520029,2022,10,1.03.02.07.002,530677
011137987,2022,10,2.02.01.05.001,0
007576222,2022,12,1.03.02.09.012,15050
007553433,2022,12,1.03.02.11.002,0
007563110,2022,10,1.03.01.02.012,68084
023392442,2022,05,1.03.01.02.004,0
007554699,2022,10,1.10.99.99.999,50000
018520029,2022,05,1.03.02.09.003,118340
007554838,2022,08,1.03.02.17.002,0
018973496,2022,08,1.03.02.05.006,133976
019076390,2022,04,1.03.02.16.002,0
007553443,2022,03,1.03.01.02.006,0
018911761,2022,12,1.03.02.16.002,1145
019072955,2022,02,1.03.02.02.002,0
019172867,2022,12,1.03.01.02.011,14690
000717661,2022,08,7.02.01.01.001,0
017384804,2022,04,1.03.02.04.999,0
018940817,2022,04,1.03.02.09.003,0
019072944,2022,08,1.03.02.19.004,0
010736473,2022,09,1.03.02.17.999,0
011097558,2022,11,1.03.02.16.002,920
019165468,2022,09,0.00.00.99.999,0
018973500,2022,12,1.02.01.02.001,200
015736489,2022,10,1.03.01.01.001,0
018911763,2022,03,1.03.02.17.002,0
015749590,2022,11,2.02.01.05.999,0
018941112,2022,05,1.03.02.07.002,138434
018941099,2022,09,1.03.01.05.999,197232
018941110,2022,05,1.03.02.04.999,0
018973496,2022,10,0.00.00.99.999,0
018973496,2022,11,2.02.01.04.002,0
018973500,2022,07,1.03.02.07.002,160540
018973500,2022,05,1.03.02.10.001,152500
019076390,2022,06,2.02.01.05.999,0
019076394,2022,12,1.03.01.01.002,7480
020925866,2022,12,1.03.01.05.999,24020
023204241,2022,08,7.01.03.01.001,0
011138356,2022,10,1.03.02.07.002,0
018973752,2022,09,1.03.02.09.005,0
012541490,2022,03,7.01.99.99.999,30000
010736473,2022,05,1.03.02.11.999,1993616
019072944,2022,10,1.02.01.99.999,0
019172872,2022,12,1.03.02.14.002,0
023204241,2022,12,1.10.05.01.001,5133
007576222,2022,08,1.03.02.02.999,0
018520029,2022,04,1.03.02.17.001,1200
018520029,2022,01,1.03.02.05.004,271484
018973756,2022,10,1.03.02.17.002,0
018911760,2022,06,0.00.00.99.999,0
019028636,2022,08,1.03.02.11.002,0
018911760,2022,02,0.00.00.99.999,0
019072944,2022,05,2.02.01.07.004,0
018940817,2022,09,2.02.01.07.999,0
019072944,2022,03,7.01.01.02.001,67288
018941108,2022,08,1.03.01.02.007,0
019076390,2022,06,1.03.02.11.999,1436257
018941112,2022,04,1.03.02.99.003,0
019138144,2022,01,7.01.03.01.001,12000
019172874,2022,04,7.01.99.03.001,0
015736221,2022,02,1.03.02.05.999,3770
015736032,2022,11,2.02.01.05.999,289311
019072955,2022,11,1.03.02.19.001,0
019072945,2022,08,1.03.02.02.001,0
018941108,2022,06,1.09.99.04.001,25000
007544234,2022,12,1.03.02.11.001,8750
020925866,2022,01,1.03.02.05.006,2415111
018992366,2022,07,1.03.02.09.004,163739
000709369,2022,04,1.09.99.04.001,0
000709369,2022,08,1.03.01.02.001,0
000709369,2022,07,1.03.01.05.006,0
000709369,2022,11,0.00.00.99.999,0
007553433,2022,06,1.03.02.05.999,0
000717661,2022,09,1.03.02.11.002,0
025242329,2022,08,1.03.02.17.002,0
000717661,2022,11,1.03.02.11.002,0
007554791,2022,10,1.03.02.19.004,0
019124213,2022,11,1.03.02.99.999,366500
019172867,2022,11,1.03.02.99.999,107440
007554838,2022,07,2.02.01.05.001,433573
018973756,2022,06,1.03.02.99.999,652801
019172867,2022,10,1.03.02.17.002,0
025242329,2022,06,7.01.01.02.001,189372
007563110,2022,09,1.03.01.02.006,0
012530754,2022,11,2.02.01.03.001,0
007553433,2022,09,1.03.02.02.001,0
015736489,2022,08,1.02.01.01.001,0
019172868,2022,10,1.03.02.10.001,0
015735784,2022,07,1.03.01.02.999,11772
007554838,2022,04,1.03.02.13.999,414766
007555901,2022,03,1.03.01.02.012,20000
018911761,2022,10,1.03.02.07.002,0
018911763,2022,06,1.03.02.16.999,0
018911761,2022,11,1.03.02.07.002,0
019072944,2022,12,1.03.02.02.999,0
019072945,2022,11,0.00.00.99.999,0
019076390,2022,05,7.01.99.99.999,0
018941108,2022,02,1.03.02.07.999,9760
018941112,2022,10,1.03.01.02.999,4929410
018941112,2022,11,1.04.01.02.999,0
018973500,2022,05,1.09.99.04.001,3400
019172872,2022,03,1.03.02.11.002,2021758
019172872,2022,08,1.03.02.17.001,0
018973496,2022,07,1.03.02.99.999,209895
018973500,2022,12,1.03.01.02.009,1400
019178119,2022,11,1.03.02.11.002,0
019174908,2022,02,1.03.02.19.001,76250
012541491,2022,09,7.02.01.01.001,0
000709369,2022,02,1.03.02.05.004,307238
019076390,2022,11,1.03.02.02.002,4420
019076390,2022,08,1.03.02.02.999,0
019076394,2022,03,1.03.02.05.004,0
019076394,2022,02,1.03.02.11.999,1619881
019111896,2022,08,1.03.02.01.002,0
019124207,2022,12,1.03.02.07.006,156282
019138134,2022,07,1.03.01.02.006,23180
019138144,2022,08,1.03.02.01.002,0
018941099,2022,12,1.03.02.02.001,0
019172867,2022,09,1.02.01.01.001,34000
019124207,2022,10,7.01.99.99.999,0
019138134,2022,08,1.03.02.09.006,0
012512466,2022,11,1.03.01.02.008,43800
011138356,2022,04,1.02.01.01.001,25713
011138356,2022,05,1.02.01.01.001,152788
011138356,2022,10,7.01.01.02.001,364601
011137987,2022,07,1.10.04.01.999,0
032991390,2022,11,1.03.02.11.999,533076
018911760,2022,09,1.03.02.13.002,0
019178119,2022,05,1.03.02.04.999,0
007576222,2022,07,1.03.01.02.006,0
012541490,2022,06,1.03.01.01.002,0
019174910,2022,08,1.03.02.11.999,0
019047613,2022,11,7.01.99.03.001,0
023204241,2022,09,1.03.02.07.008,0
025242329,2022,06,1.03.02.17.002,0
019072944,2022,08,1.03.01.05.999,0
007514598,2022,11,1.03.01.02.007,0
011138356,2022,09,7.01.01.02.001,1240821
019111896,2022,08,1.03.02.11.999,244867
010736473,2022,12,1.03.02.02.004,0
012530754,2022,10,1.03.01.01.001,0
015736032,2022,06,1.03.02.09.003,0
007543819,2022,12,1.01.01.01.002,579459
007554791,2022,08,1.03.02.11.002,25244
018992366,2022,10,1.01.02.01.999,0
019172867,2022,10,1.03.01.05.001,0
017384804,2022,01,7.01.01.02.001,52120
007544234,2022,12,1.03.02.99.999,1197321
019133198,2022,11,1.03.02.19.002,0
017384804,2022,08,1.03.02.14.999,0
000717661,2022,08,7.01.01.02.001,612330
007554699,2022,10,1.03.02.05.004,75590
007553443,2022,08,2.02.01.05.999,0
019138144,2022,05,2.02.01.05.999,0
023204241,2022,10,1.03.02.11.999,202400
007553433,2022,08,1.02.01.01.001,6163
028841383,2022,08,7.01.99.03.001,0
007554791,2022,12,1.03.02.14.999,0
007576222,2022,08,1.03.02.16.002,0
007576222,2022,09,1.03.01.02.999,0
000717661,2022,12,1.03.02.13.002,658800
007554900,2022,08,7.01.01.02.001,37723
007576222,2022,10,1.03.02.02.002,0
011097558,2022,12,2.02.01.07.999,0
011097558,2022,12,1.02.01.01.001,0
011097558,2022,10,1.03.02.15.999,174250
007553443,2022,03,7.01.01.02.001,910746
007554838,2022,10,7.01.99.99.999,0
011303762,2022,05,1.03.02.05.006,1491591
