FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,11.028641,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,99,Totale,2023,17.307689,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,99,Totale,2024,16.67331,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,13.152316,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,11.744571,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,7,Diploma,2023,16.343481,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,7,Diploma,2024,16.258407,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,10.687414,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,11.028641,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,99,Totale,2023,14.38645,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,99,Totale,2024,13.846822,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,15.334544,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,14.284489,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2023,15.424346,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2024,15.576778,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,9.525733,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,9.447942,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2023,14.520725,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2024,14.195112,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,9.404592,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,8.324769,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2023,15.611839,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2024,15.162148,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,9.907079,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,10.452445,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2023,12.279504,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2024,11.596079,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,35.109498,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,31.450689,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2023,20.054311,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2024,19.465475,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,11,Laurea e post-laurea,2023,13.775657,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,12.412441,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,99,Totale,2023,21.730156,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,99,Totale,2024,20.311037,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,16.976981,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,15.108429,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,7,Diploma,2023,20.088421,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,7,Diploma,2024,19.480566,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,13.775657,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,12.412441,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,99,Totale,2023,17.8412,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,99,Totale,2024,16.633438,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,24.004223,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,22.531531,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,7,Diploma,2023,24.243228,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,7,Diploma,2024,23.450278,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,13.668849,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,12.688173,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,99,Totale,2023,21.754186,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,99,Totale,2024,20.648138,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,9.596721,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,8.539761,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,7,Diploma,2023,16.436473,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,7,Diploma,2024,15.809286,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,9.272824,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,10.558035,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,99,Totale,2023,12.672271,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,99,Totale,2024,11.959324,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,28.543657,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,25.478501,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,7,Diploma,2023,18.062583,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,7,Diploma,2024,17.740818,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,11,Laurea e post-laurea,2023,12.481786,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,11.843373,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,99,Totale,2023,19.444776,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,99,Totale,2024,18.426117,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,14.901831,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,13.281738,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,7,Diploma,2023,18.117158,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,7,Diploma,2024,17.770904,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,12.481786,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,11.843373,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,99,Totale,2023,16.056448,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,99,Totale,2024,15.190796,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,19.218739,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,17.964368,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,7,Diploma,2023,19.573589,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,7,Diploma,2024,19.257349,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,11.985696,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,11.379746,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,99,Totale,2023,18.035435,,
A,Annuale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,99,Totale,2024,17.323425,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,6.462444,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,5.537891,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2023,11.376286,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2024,10.607826,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,8.862499,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,8.976242,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2023,8.803815,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2024,7.972391,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,14.372186,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,12.079056,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,7,Diploma,2023,9.470287,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,7,Diploma,2024,9.299944,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,11,Laurea e post-laurea,2023,7.874417,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,8.159631,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,99,Totale,2023,10.368793,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,99,Totale,2024,9.78702,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,7.837725,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,6.703385,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,7,Diploma,2023,9.717509,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,7,Diploma,2024,9.442762,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,7.874417,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,8.159631,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,99,Totale,2023,8.752831,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,99,Totale,2024,8.214454,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,8.426464,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,7.927938,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2023,8.853809,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2024,8.567246,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,6.447726,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,5.979361,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2023,8.321523,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2024,7.926895,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,5.915142,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,5.582295,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2023,11.76531,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2024,12.04637,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,8.354175,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,8.071984,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2023,8.770903,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2024,8.688353,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,24.454022,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,21.995008,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2023,14.963019,,
A,Annuale,ITCD,Nord,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2024,13.780675,,
