DATAFLOW,MEASURE,REF_AREA,EDUCATION_LEV,EXP_SOURCE,EXP_DESTINATION,EXPENDITURE_TYPE,PRICE_BASE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LVA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.4912311,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LVA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.5323354,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LVA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.6310231,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LVA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.62150377,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,,K,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,,K,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.0,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.0,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.0,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.0,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,3.704027,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IND,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.2324037,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.1706781,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.0875867,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.1946874,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.1128106,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.1118875,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.1800118,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.1868567,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.1817807,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.1871249,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.1943998,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,SWE,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.18924861,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.8550139,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.8019242,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.8303481,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.7717373,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.740744,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,PRT,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.84523499,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.680052,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,5.512632,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.182091,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.145586,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.242933,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FIN,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,5.4414549,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.274794,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,5.275895,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.263385,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.244685,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.183709,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BEL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,5.6229949,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,3.778251,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,3.440815,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,3.58535,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,4.098183,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,4.347249,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CZE,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.486846,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,1.94193,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,1.953969,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,2.049733,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,2.122235,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,2.094024,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,2.0287509,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,1.872374,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,2.40328,W,0,1,
